handwashing,p20,povcal_year,iso3,value,total,percentage,demographic
no soap and water,P20,2002,GMB,16317.5204149064,19525.1699252032,0.835717203866362,P20
no soap and water,Not P20,2003,GMB,37677.4038140053,80364.2242620828,0.468833043060706,Not P20
no soap and water,P20,2003,GMB,13201.9678966615,15486.1259307444,0.852502940742065,P20
no soap and water,Not P20,2004,GMB,38888.3922255026,83098.0088667275,0.467982238754623,Not P20
no soap and water,P20,2004,GMB,13626.2919878526,15833.0648253745,0.8606225098008,P20
no soap and water,Not P20,2005,GMB,43255.4430893118,89078.765943622,0.485586465316416,Not P20
no soap and water,P20,2005,GMB,10916.0293413287,12973.4887985372,0.841410472606226,P20
no soap and water,Not P20,2006,GMB,45118.5439706124,92904.3089079652,0.48564533228818,Not P20
no soap and water,P20,2006,GMB,10726.9112854057,12301.5193677206,0.871998894181581,P20
no soap and water,Not P20,2007,GMB,46490.8018141506,95729.9467805101,0.48564533228818,Not P20
no soap and water,P20,2007,GMB,11053.1649020544,12675.6638979782,0.871998894181581,P20
no soap and water,Not P20,2008,GMB,47892.3742582346,98615.9468116034,0.48564533228818,Not P20
no soap and water,P20,2008,GMB,11386.3880503357,13057.8010205191,0.871998894181581,P20
no soap and water,Not P20,2009,GMB,50991.5601104425,103446.680451969,0.492926016452678,Not P20
no soap and water,P20,2009,GMB,10076.6345349823,11598.1333026889,0.868815202584896,P20
no soap and water,Not P20,2010,GMB,991336.17951894,1337164.81925227,0.741371718165072,Not P20
no soap and water,P20,2010,GMB,439439.322664213,574574.184395768,0.764808678493508,P20
no soap and water,Not P20,2011,GMB,962388.467247704,1294568.66777724,0.743404727151413,Not P20
no soap and water,P20,2011,GMB,512231.960208797,675753.987624129,0.758015445842568,P20
no soap and water,Not P20,2012,GMB,1036967.2695485,1396276.13014458,0.742666330220173,Not P20
no soap and water,P20,2012,GMB,483024.449253812,634669.639909863,0.761064369366104,P20
no soap and water,Not P20,2013,GMB,1207296.16307455,1615644.95837563,0.747253384362596,Not P20
no soap and water,P20,2013,GMB,359531.775515304,477881.298984238,0.752345354964733,P20
no soap and water,Not P20,2014,GMB,1244387.8658834,1665282.34187237,0.747253384362596,Not P20
no soap and water,P20,2014,GMB,370577.65321758,492563.223487904,0.752345354964733,P20
no soap and water,Not P20,2015,GMB,1284247.18759387,1717996.56220485,0.747526052057804,Not P20
no soap and water,P20,2015,GMB,380042.376393417,505753.612427085,0.751437789182787,P20
no soap and water,Not P20,2016,GMB,1323207.5577931,1770115.64232517,0.747526052057804,Not P20
no soap and water,P20,2016,GMB,391571.770281693,521096.724064862,0.751437789182787,P20
no soap and water,Not P20,2017,GMB,1363076.68929408,1823450.41425884,0.747526052057805,Not P20
no soap and water,P20,2017,GMB,403370.090439017,536797.717982343,0.751437789182787,P20
no soap and water,Not P20,2018,GMB,1403840.42118223,1877981.93429876,0.747526052057804,Not P20
no soap and water,P20,2018,GMB,415433.146279895,552851.017423135,0.751437789182787,P20
no soap and water,Not P20,2010,GUY,85236.0513979281,691153.4771247,0.123324347223894,Not P20
no soap and water,P20,2010,GUY,6693.54145252638,58282.5228753003,0.114846460350519,P20
no soap and water,Not P20,2011,GUY,85530.8488792653,693543.901140503,0.123324347223894,Not P20
no soap and water,P20,2011,GUY,6716.6917408031,58484.0988594974,0.114846460350519,P20
no soap and water,Not P20,2012,GUY,85914.2448320383,696652.743485129,0.123324347223894,Not P20
no soap and water,P20,2012,GUY,6746.79961957656,58746.2565148711,0.114846460350519,P20
no soap and water,Not P20,2013,GUY,86356.2135868517,700236.535045858,0.123324347223894,Not P20
no soap and water,P20,2013,GUY,6781.50718911487,59048.464954142,0.114846460350519,P20
no soap and water,Not P20,2014,GUY,86821.9526632699,704013.072987491,0.123324347223894,Not P20
no soap and water,P20,2014,GUY,6818.08142927427,59366.927012509,0.114846460350519,P20
no soap and water,Not P20,2015,GUY,87282.8011950517,707749.954975158,0.123324347223894,Not P20
no soap and water,P20,2015,GUY,6854.27161758339,59682.0450248419,0.114846460350519,P20
no soap and water,Not P20,2016,GUY,87730.2291624824,711378.013647291,0.123324347223894,Not P20
no soap and water,P20,2016,GUY,6889.40789616387,59987.9863527091,0.114846460350519,P20
no soap and water,Not P20,2017,GUY,88168.6721758138,714933.216031905,0.123324347223894,Not P20
no soap and water,P20,2017,GUY,6923.83859111245,60287.7839680949,0.114846460350519,P20
no soap and water,Not P20,2018,GUY,88598.9263702192,718422.017749414,0.123324347223894,Not P20
no soap and water,P20,2018,GUY,6957.6262224978,60581.9822505863,0.114846460350519,P20
no soap and water,Not P20,2000,HND,365878.522659288,4934631.52081663,0.0741450544211534,Not P20
no soap and water,P20,2000,HND,420146.688740521,1568251.02767421,0.267907803869651,P20
no soap and water,Not P20,2001,HND,382458.24720892,5085506.75654059,0.0752055331982465,Not P20
no soap and water,P20,2001,HND,424691.873508586,1592144.74611121,0.266741999774764,P20
no soap and water,Not P20,2002,HND,395541.129463947,5240083.00440858,0.0754837526678816,Not P20
no soap and water,P20,2002,HND,432919.283409411,1613871.14725971,0.268248976471567,P20
no soap and water,Not P20,2003,HND,376559.079590893,5225118.8110261,0.0720670846366736,Not P20
no soap and water,P20,2003,HND,473043.190362362,1803744.50570919,0.262256205834635,P20
no soap and water,Not P20,2004,HND,360033.874712117,5191076.78472742,0.0693562992116331,Not P20
no soap and water,P20,2004,HND,511082.341944152,2015774.03995947,0.253541484220339,P20
no soap and water,Not P20,2005,HND,340665.590253248,5142000.514627,0.0662515667363678,Not P20
no soap and water,P20,2005,HND,551544.95034338,2239366.22765964,0.246295109540792,P20
no soap and water,Not P20,2006,HND,386502.008221987,5527709.62866245,0.0699208233040833,Not P20
no soap and water,P20,2006,HND,526747.587879509,2027715.78870878,0.259773875023646,P20
no soap and water,Not P20,2007,HND,415236.371304763,5501941.59768525,0.075470879494515,Not P20
no soap and water,P20,2007,HND,455197.300665142,1699262.45147186,0.26787933804508,P20
no soap and water,Not P20,2008,HND,460559.489845498,5828363.24092917,0.0790203820193051,Not P20
no soap and water,P20,2008,HND,429096.135777261,1531866.3778206,0.280113293163168,P20
no soap and water,Not P20,2009,HND,470110.685086107,5944619.06175246,0.0790817174662694,Not P20
no soap and water,P20,2009,HND,438475.171109717,1572222.66593114,0.278888722705211,P20
no soap and water,Not P20,2010,HND,478685.46354172,6056360.82068819,0.0790384651301747,Not P20
no soap and water,P20,2010,HND,448482.272205257,1614211.06539091,0.277833724362835,P20
no soap and water,Not P20,2011,HND,425124.374765401,5848614.87242145,0.0726880439281499,Not P20
no soap and water,P20,2011,HND,520235.756222153,1972464.92079532,0.263749053652315,P20
no soap and water,Not P20,2012,HND,373865.067706486,5576936.51391301,0.0670377126893573,Not P20
no soap and water,P20,2012,HND,589332.865049423,2391717.59134941,0.24640570742172,P20
no soap and water,Not P20,2013,HND,394464.110734558,5755980.31103354,0.068531177908725,Not P20
no soap and water,P20,2013,HND,586327.499393551,2358228.43533728,0.248630493385469,P20
no soap and water,Not P20,2014,HND,392760.554796054,5813850.3497098,0.0675560138584679,Not P20
no soap and water,P20,2014,HND,605539.79079107,2445210.30295016,0.247643235455242,P20
no soap and water,Not P20,2015,HND,390918.066011188,5867413.84407178,0.0666252758710991,Not P20
no soap and water,P20,2015,HND,624919.88636765,2536737.57093792,0.246347865670865,P20
no soap and water,Not P20,2016,HND,393976.338595202,5949095.55286292,0.0662245773486704,Not P20
no soap and water,P20,2016,HND,639460.753299859,2600655.6922396,0.245884434147904,P20
no soap and water,Not P20,2017,HND,398076.451157668,6028248.65538233,0.066035174378921,Not P20
no soap and water,P20,2017,HND,652997.569372471,2667415.05380743,0.244805385063862,P20
no soap and water,Not P20,2018,HND,401190.690844174,6108904.8871783,0.065673094974226,Not P20
no soap and water,P20,2018,HND,667552.696768205,2732939.65333283,0.244261777223702,P20
no soap and water,Not P20,2000,HTI,4967592.31245541,7936065.85020723,0.625951498666773,Not P20
no soap and water,P20,2000,HTI,5481751.3166677,7349914.39259381,0.745825192493593,P20
no soap and water,Not P20,2001,HTI,4899208.96246187,7889816.45373494,0.620953477332498,Not P20
no soap and water,P20,2001,HTI,5737423.45336233,7675708.60193492,0.747478018109757,P20
no soap and water,Not P20,2002,HTI,4793575.40482129,7746206.40459676,0.618828773007737,Not P20
no soap and water,P20,2002,HTI,5963179.09839087,8070098.70426032,0.738922696849151,P20
no soap and water,Not P20,2003,HTI,4676555.58054808,7636718.93964149,0.612377595340392,Not P20
no soap and water,P20,2003,HTI,6250864.41353892,8453195.0137539,0.739467669132009,P20
no soap and water,Not P20,2004,HTI,4578727.92690224,7483443.47052069,0.611847733592041,Not P20
no soap and water,P20,2004,HTI,6559714.45360617,8915787.41757801,0.735741460218455,P20
no soap and water,Not P20,2005,HTI,4449497.65891379,7311559.85764628,0.608556552301299,Not P20
no soap and water,P20,2005,HTI,6861979.40087079,9384201.97361202,0.731226738316842,P20
no soap and water,Not P20,2006,HTI,4515838.13674296,7413242.68998426,0.609158276019229,Not P20
no soap and water,P20,2006,HTI,7019845.39519351,9607264.23275299,0.730680995663835,P20
no soap and water,Not P20,2007,HTI,3883097.20531964,6325068.32156531,0.613921780430454,Not P20
no soap and water,P20,2007,HTI,5704025.45861317,7835489.08903036,0.727973122520044,P20
no soap and water,Not P20,2008,HTI,3906745.43675534,6389327.38727306,0.611448623612121,Not P20
no soap and water,P20,2008,HTI,5844234.12012478,7973166.58419883,0.732987835937963,P20
no soap and water,Not P20,2009,HTI,3876257.57432966,6322476.58942646,0.613091645260058,Not P20
no soap and water,P20,2009,HTI,6023733.29446072,8283075.74531796,0.727233877809902,P20
no soap and water,Not P20,2010,HTI,3862642.86899997,6309657.057054,0.612179526410497,Not P20
no soap and water,P20,2010,HTI,6177611.244691,8518545.13633188,0.725195575749582,P20
no soap and water,Not P20,2011,HTI,3840403.21357813,6304145.41705035,0.609186965007387,Not P20
no soap and water,P20,2011,HTI,6364730.9911088,8715292.61665154,0.730294583448441,P20
no soap and water,Not P20,2012,HTI,6338881.763087,9978635.79288775,0.635245327583257,Not P20
no soap and water,P20,2012,HTI,3849557.02540812,5104585.8682125,0.754136990696984,P20
no soap and water,Not P20,2013,HTI,3619588.51037801,5620933.42371759,0.643947942009972,Not P20
no soap and water,P20,2013,HTI,2748291.90753156,3543572.95169529,0.775570856024494,P20
no soap and water,Not P20,2014,HTI,3645785.21842346,5647877.31799371,0.645514237146807,Not P20
no soap and water,P20,2014,HTI,3104508.89054425,3931269.56110444,0.789696265364231,P20
no soap and water,Not P20,2015,HTI,3673231.06240237,5672485.7387673,0.64755227806013,Not P20
no soap and water,P20,2015,HTI,3443237.78348101,4333179.57790717,0.794621529427593,P20
no soap and water,Not P20,2016,HTI,3757482.5312137,5774921.25023134,0.650655198296111,Not P20
no soap and water,P20,2016,HTI,3740907.23555591,4670317.87561958,0.800996278023072,P20
no soap and water,Not P20,2017,HTI,4919389.61604778,8304466.28293985,0.592378781301557,Not P20
no soap and water,P20,2017,HTI,5064735.95607421,6641390.25774885,0.762601768532563,P20
no soap and water,Not P20,2018,HTI,4813784.71265597,8179497.78589209,0.588518371012794,Not P20
no soap and water,P20,2018,HTI,5302636.72966869,6975087.8691203,0.760225079478098,P20
no soap and water,Not P20,2000,IDN,45893008.7546357,256732257.922996,0.178758248480021,Not P20
no soap and water,P20,2000,IDN,36422390.5123962,107555289.719928,0.33863876530145,P20
no soap and water,Not P20,2001,IDN,53448379.6133494,274125915.392727,0.194977477911115,Not P20
no soap and water,P20,2001,IDN,30422197.4425154,96498036.9355598,0.315262345314143,P20
no soap and water,Not P20,2002,IDN,54336372.5235038,279602262.940874,0.194334523447666,Not P20
no soap and water,P20,2002,IDN,29842324.4492293,93827119.5935411,0.31805649132688,P20
no soap and water,Not P20,2003,IDN,52558943.1453956,282074525.316948,0.186329988808236,Not P20
no soap and water,P20,2003,IDN,32640651.83724,98317191.6678891,0.331993329788127,P20
no soap and water,Not P20,2004,IDN,49193169.0272427,278083807.666508,0.176900515855413,Not P20
no soap and water,P20,2004,IDN,33217490.2132484,106897482.784307,0.310741556751837,P20
no soap and water,Not P20,2005,IDN,40689034.1247661,270526086.648363,0.150407062878393,Not P20
no soap and water,P20,2005,IDN,39740943.0472378,116576805.382685,0.340899228768371,P20
no soap and water,Not P20,2006,IDN,43886639.794465,258310031.464697,0.169899091977243,Not P20
no soap and water,P20,2006,IDN,42664491.6567956,134419234.475178,0.317398710261767,P20
no soap and water,Not P20,2007,IDN,37960146.7844932,240499236.298565,0.15783894938181,Not P20
no soap and water,P20,2007,IDN,50797069.318356,159425036.785374,0.318626674596548,P20
no soap and water,Not P20,2008,IDN,38962634.0802895,238025193.945881,0.163691218708337,Not P20
no soap and water,P20,2008,IDN,55757940.2003293,168216298.164709,0.331465742669797,P20
no soap and water,Not P20,2009,IDN,35736883.6397561,239445999.538912,0.14924819670645,Not P20
no soap and water,P20,2009,IDN,55764336.8115397,171519356.508791,0.325119787915492,P20
no soap and water,Not P20,2010,IDN,38120972.685048,249701638.988383,0.152666089175416,Not P20
no soap and water,P20,2010,IDN,56041265.767465,168870715.741597,0.331858993558233,P20
no soap and water,Not P20,2011,IDN,37184795.1664212,247616801.498142,0.150170727274741,Not P20
no soap and water,P20,2011,IDN,58311645.4053446,173674014.865883,0.335753425464224,P20
no soap and water,Not P20,2012,IDN,38869830.2204929,251712771.119205,0.154421367051278,Not P20
no soap and water,P20,2012,IDN,57038427.5670061,174103179.791473,0.327612784759716,P20
no soap and water,Not P20,2013,IDN,7307607.96612415,170182454.779658,0.0429398434497,Not P20
no soap and water,P20,2013,IDN,10236730.9545366,45117296.005196,0.226891499733443,P20
no soap and water,Not P20,2014,IDN,7818952.44862357,178559546.1626,0.0437890475007338,Not P20
no soap and water,P20,2014,IDN,10211852.7043693,46331516.7503419,0.22040834016715,P20
no soap and water,Not P20,2015,IDN,8239824.73700931,186655444.439882,0.0441445721646935,Not P20
no soap and water,P20,2015,IDN,10399576.0690681,48182273.5920314,0.215838217953833,P20
no soap and water,Not P20,2016,IDN,9009231.27769658,197106596.918677,0.0457074061372673,Not P20
no soap and water,P20,2016,IDN,10229516.9160157,47822550.2814292,0.213905717194428,P20
no soap and water,Not P20,2017,IDN,27216170.8677023,282883957.284682,0.0962096653657637,Not P20
no soap and water,P20,2017,IDN,25049121.0673117,72983046.5264568,0.343218353569706,P20
no soap and water,Not P20,2018,IDN,23016971.0401794,284298442.29397,0.0809605949806065,Not P20
no soap and water,P20,2018,IDN,25406241.2682846,70957732.7107247,0.358047534746621,P20
no soap and water,Not P20,2000,IND,211984443.978812,719963676.164437,0.294437693173837,Not P20
no soap and water,P20,2000,IND,238731776.162001,332918613.76998,0.71708749912958,P20
no soap and water,Not P20,2001,IND,206322705.85129,715948563.273013,0.288180906332251,Not P20
no soap and water,P20,2001,IND,252242008.425579,355267969.160877,0.710004926763763,P20
no soap and water,Not P20,2002,IND,200487662.970736,711306779.227749,0.281858220426918,Not P20
no soap and water,P20,2002,IND,265948199.194602,378296915.33364,0.703014453501551,P20
no soap and water,Not P20,2003,IND,190971033.682233,700014131.5347,0.272810254935213,Not P20
no soap and water,P20,2003,IND,283291635.389178,407873143.714258,0.694558197211538,P20
no soap and water,Not P20,2004,IND,180364540.146896,686962705.202588,0.262553612853999,Not P20
no soap and water,P20,2004,IND,301638161.555493,439005444.256149,0.687094352705783,P20
no soap and water,Not P20,2005,IND,170333502.094434,672136818.789785,0.25342087701895,Not P20
no soap and water,P20,2005,IND,319472899.86262,472060933.747195,0.676761996225066,P20
no soap and water,Not P20,2006,IND,169565011.823818,676224111.044359,0.250752685469825,Not P20
no soap and water,P20,2006,IND,327927329.560338,485928152.874028,0.674847356797107,P20
no soap and water,Not P20,2007,IND,163891676.32598,659057135.959761,0.248675975698694,Not P20
no soap and water,P20,2007,IND,325382449.169749,483897207.899127,0.67242059647837,P20
no soap and water,Not P20,2008,IND,163367104.346715,662515433.107042,0.246586111331115,Not P20
no soap and water,P20,2008,IND,333127103.298992,497305170.025165,0.669864548727967,P20
no soap and water,Not P20,2009,IND,164667329.831495,669826342.384801,0.24583585238709,Not P20
no soap and water,P20,2009,IND,338879965.078387,506470416.558904,0.669101203147913,P20
no soap and water,Not P20,2010,IND,166013753.587074,676831287.714382,0.24528085004417,Not P20
no soap and water,P20,2010,IND,344379253.195411,515457193.893321,0.668104465851501,P20
no soap and water,Not P20,2011,IND,177588618.226118,705248437.912849,0.251810012868208,Not P20
no soap and water,P20,2011,IND,339423744.314064,502502993.854221,0.675466113566147,P20
no soap and water,Not P20,2012,IND,178514333.590351,711748740.178087,0.250810888046933,Not P20
no soap and water,P20,2012,IND,344905045.902912,510969613.966666,0.67500108905774,P20
no soap and water,Not P20,2013,IND,170592194.649217,699094445.024935,0.24401881013821,Not P20
no soap and water,P20,2013,IND,359056092.058434,538174763.512462,0.66717378145904,P20
no soap and water,Not P20,2014,IND,177933013.25188,718481294.253665,0.247651559859622,Not P20
no soap and water,P20,2014,IND,357817941.34765,533043871.042297,0.671272967922855,P20
no soap and water,Not P20,2015,IND,185608932.035334,738141570.310692,0.251454381518181,Not P20
no soap and water,P20,2015,IND,356157920.253651,527436854.779885,0.67526172474672,P20
no soap and water,Not P20,2016,IND,190035610.611519,750648921.503762,0.253161771325567,Not P20
no soap and water,P20,2016,IND,357668144.47529,528798229.702189,0.676379239538534,P20
no soap and water,Not P20,2017,IND,193851845.081084,762758596.462536,0.254145736252748,Not P20
no soap and water,P20,2017,IND,359702826.624382,530356415.389167,0.678228482181058,P20
no soap and water,Not P20,2018,IND,198191766.031778,775272113.426918,0.255641551655605,Not P20
no soap and water,P20,2018,IND,361134943.184736,531326495.865147,0.679685553035912,P20
no soap and water,Not P20,2000,KEN,1572528.35034415,3419923.07042337,0.45981395427982,Not P20
no soap and water,P20,2000,KEN,783319.249157957,997000.003255057,0.785676275426817,P20
no soap and water,Not P20,2001,KEN,1562258.13468245,3416226.47154401,0.457305201424882,Not P20
no soap and water,P20,2001,KEN,858447.816431499,1122297.9951174,0.764901853310091,P20
no soap and water,Not P20,2002,KEN,1540543.4070682,3407961.05821955,0.452042550002914,Not P20
no soap and water,P20,2002,KEN,946835.744969427,1255567.41957484,0.754109839270951,P20
no soap and water,Not P20,2003,KEN,1544201.42177993,3422254.85386073,0.451223385668627,Not P20
no soap and water,P20,2003,KEN,1011511.42647161,1369390.85850383,0.738657936987227,P20
no soap and water,Not P20,2004,KEN,1488296.41154404,3381135.7579802,0.440176472663466,Not P20
no soap and water,P20,2004,KEN,1137833.86243646,1542533.92425279,0.737639441536191,P20
no soap and water,Not P20,2005,KEN,1470532.03922576,3369665.77050874,0.436402937079349,Not P20
no soap and water,P20,2005,KEN,1228616.20793808,1690903.58665013,0.726603348433429,P20
no soap and water,Not P20,2006,KEN,1492452.27060625,3429491.8324928,0.435181753887261,Not P20
no soap and water,P20,2006,KEN,1282152.11937869,1772548.46631262,0.723338257737979,P20
no soap and water,Not P20,2007,KEN,1520391.05574349,3508739.84309215,0.433315413434476,Not P20
no soap and water,P20,2007,KEN,1332123.56614534,1839372.51107229,0.724227179718347,P20
no soap and water,Not P20,2008,KEN,1540569.08594996,3570588.83113675,0.43146079226924,Not P20
no soap and water,P20,2008,KEN,1391984.1887373,1927586.10449783,0.722138526257915,P20
no soap and water,Not P20,2009,KEN,1555323.55112637,3621395.26053758,0.429481854155707,Not P20
no soap and water,P20,2009,KEN,1459151.43347005,2030372.75590979,0.71866184631512,P20
no soap and water,Not P20,2010,KEN,1551534.01221581,3625244.75672904,0.427980485824001,Not P20
no soap and water,P20,2010,KEN,1521131.81381266,2135623.8951976,0.712265777337127,P20
no soap and water,Not P20,2011,KEN,1525759.77835072,3595109.40416575,0.424398705803718,Not P20
no soap and water,P20,2011,KEN,1630800.31864545,2323050.63675608,0.702008080599874,P20
no soap and water,Not P20,2012,KEN,1562995.19869047,3659528.51125884,0.427102888768809,Not P20
no soap and water,P20,2012,KEN,1678743.77587585,2418331.39726441,0.694174412065619,P20
no soap and water,Not P20,2013,KEN,1462444.17705066,3585803.44667938,0.407842816483696,Not P20
no soap and water,P20,2013,KEN,1865301.66588818,2653308.70986267,0.703009664482169,P20
no soap and water,Not P20,2014,KEN,1488139.11277048,3645065.52384182,0.408261278991226,Not P20
no soap and water,P20,2014,KEN,1925877.72804547,2755794.09089457,0.698846744177575,P20
no soap and water,Not P20,2015,KEN,1477165.88838312,3643233.89905099,0.405454584941116,Not P20
no soap and water,P20,2015,KEN,2022994.96637707,2919135.0947004,0.693011765728058,P20
no soap and water,Not P20,2016,KEN,1515400.66553453,3735473.98428414,0.405678281232882,Not P20
no soap and water,P20,2016,KEN,2070538.31106625,2987718.38601105,0.693016557638373,P20
no soap and water,Not P20,2017,KEN,1557605.48599273,3837805.79188161,0.405858339493792,Not P20
no soap and water,P20,2017,KEN,2113851.13820983,3045721.59795338,0.694039514192717,P20
no soap and water,Not P20,2018,KEN,1598658.68082053,3934095.79766058,0.406359876079066,Not P20
no soap and water,P20,2018,KEN,2158443.52528578,3110006.47271814,0.694031843412629,P20
no soap and water,Not P20,2000,KGZ,603272.506890956,3881321.37222117,0.155429671762975,Not P20
no soap and water,P20,2000,KGZ,141245.232740301,874051.268610782,0.161598338464511,P20
no soap and water,Not P20,2001,KGZ,580326.193327627,3782735.71045106,0.153414416905808,Not P20
no soap and water,P20,2001,KGZ,171289.573912805,1017973.34682848,0.168265283611267,P20
no soap and water,Not P20,2002,KGZ,554140.055242802,3664348.56341348,0.151224711747018,Not P20
no soap and water,P20,2002,KGZ,204406.548378322,1180629.02898404,0.173133595193926,P20
no soap and water,Not P20,2003,KGZ,601374.726118792,3878676.29339821,0.155046381968605,Not P20
no soap and water,P20,2003,KGZ,165166.658064271,1017365.44257839,0.162347423208789,P20
no soap and water,Not P20,2004,KGZ,628679.806860662,4077423.45704891,0.154185557002627,Not P20
no soap and water,P20,2004,KGZ,147193.887712194,878225.473143571,0.167603755770509,P20
no soap and water,Not P20,2005,KGZ,682027.970817676,4293644.39355252,0.158845937926726,Not P20
no soap and water,P20,2005,KGZ,102646.062054348,718213.926625297,0.142918506936583,P20
no soap and water,Not P20,2006,KGZ,717779.735362769,4549912.71909516,0.157756814180276,Not P20
no soap and water,P20,2006,KGZ,75375.4525540512,516116.308529667,0.146043539621493,P20
no soap and water,Not P20,2007,KGZ,745852.158842189,4739028.75271261,0.157385025025489,Not P20
no soap and water,P20,2007,KGZ,54902.6303692504,375540.335348597,0.146196360820434,P20
no soap and water,Not P20,2008,KGZ,764919.727589631,4899803.66541973,0.15611232200752,Not P20
no soap and water,P20,2008,KGZ,43480.2605241955,263596.72344049,0.164949927892452,P20
no soap and water,Not P20,2009,KGZ,767919.05898702,4930607.3410619,0.155745328286806,Not P20
no soap and water,P20,2009,KGZ,50299.6139994543,295506.805882135,0.170214739553297,P20
no soap and water,Not P20,2010,KGZ,993804.895352064,10144090.2461711,0.0979688539075425,Not P20
no soap and water,P20,2010,KGZ,66419.3175777341,592637.658856742,0.112074075255129,P20
no soap and water,Not P20,2011,KGZ,1022203.42999909,10359471.7637981,0.0986733159089496,Not P20
no soap and water,P20,2011,KGZ,51001.3726996812,508708.581851865,0.100256560473227,P20
no soap and water,Not P20,2012,KGZ,1021154.6169464,10425610.0712684,0.0979467493955644,Not P20
no soap and water,P20,2012,KGZ,70071.2144271529,625066.466309793,0.112102021471145,P20
no soap and water,Not P20,2013,KGZ,998012.967752218,10193767.3256472,0.0979042326423571,Not P20
no soap and water,P20,2013,KGZ,115087.200803237,1078427.26779201,0.10671762875476,P20
no soap and water,Not P20,2014,KGZ,1018236.35801771,10381704.2317108,0.0980798850835606,Not P20
no soap and water,P20,2014,KGZ,117419.288112332,1118906.22181996,0.104941134317175,P20
no soap and water,Not P20,2015,KGZ,1041745.12775312,10375027.8558778,0.100408899351815,Not P20
no soap and water,P20,2015,KGZ,122501.868929939,1364837.86439241,0.0897556201552731,P20
no soap and water,Not P20,2016,KGZ,1075459.75165998,10783451.8784753,0.099732419987582,Not P20
no soap and water,P20,2016,KGZ,117816.521462892,1198034.06998498,0.0983415450483554,P20
no soap and water,Not P20,2017,KGZ,1109525.8217425,11068898.5423241,0.100238141807878,Not P20
no soap and water,P20,2017,KGZ,112215.382047931,1146521.50961214,0.0978746417813765,P20
no soap and water,Not P20,2018,KGZ,1142037.24283742,11317617.0441377,0.100907924202027,Not P20
no soap and water,P20,2018,KGZ,109534.662198385,1143364.83840601,0.0958002717234946,P20
no soap and water,Not P20,2000,LBR,40976.0166251686,84354.9818049265,0.485756925654099,Not P20
no soap and water,P20,2000,LBR,54090.141012015,71942.5439643947,0.751851936717513,P20
no soap and water,Not P20,2001,LBR,42591.4015382974,87376.8621443757,0.487444850879656,Not P20
no soap and water,P20,2001,LBR,54069.4256322343,71542.4473246009,0.755767067722909,P20
no soap and water,Not P20,2002,LBR,44517.9229578207,90853.3371361092,0.489997663939713,Not P20
no soap and water,P20,2002,LBR,55488.1817277407,73565.9169146855,0.754264801621252,P20
no soap and water,Not P20,2003,LBR,41402.5816107184,88852.2186088211,0.465971275213696,Not P20
no soap and water,P20,2003,LBR,62584.5617431225,82112.2299602877,0.76218319455446,P20
no soap and water,Not P20,2004,LBR,35141.6384942988,84448.4129881879,0.416131425693153,Not P20
no soap and water,P20,2004,LBR,78648.5262041054,102633.106253606,0.766307569506523,P20
no soap and water,Not P20,2005,LBR,33032.8254147692,83798.6220488787,0.394192942641725,Not P20
no soap and water,P20,2005,LBR,85978.6959274365,111867.288787871,0.768577632112586,P20
no soap and water,Not P20,2006,LBR,34619.8374553997,87824.5998606452,0.394192942641725,Not P20
no soap and water,P20,2006,LBR,90109.4120851148,117241.783159148,0.768577632112586,P20
no soap and water,Not P20,2007,LBR,37322.8389422531,91448.7303043813,0.408128563600899,Not P20
no soap and water,P20,2007,LBR,89565.8361520667,117167.947368435,0.764422678417558,P20
no soap and water,Not P20,2008,LBR,13903.3110128789,34066.0082455652,0.408128563600899,Not P20
no soap and water,P20,2008,LBR,33364.6022500442,43646.7980242458,0.764422678417558,P20
no soap and water,Not P20,2009,LBR,14466.9911478583,35447.141999121,0.408128563600899,Not P20
no soap and water,P20,2009,LBR,34717.2989913038,45416.3644950625,0.764422678417558,P20
no soap and water,Not P20,2010,LBR,14995.7960480264,36742.8241623649,0.408128563600899,Not P20
no soap and water,P20,2010,LBR,35986.3035576001,47076.4468057068,0.764422678417558,P20
no soap and water,Not P20,2011,LBR,16254.879621679,38706.5509333638,0.419951642027289,Not P20
no soap and water,P20,2011,LBR,36379.1325802184,47828.6166061218,0.76061435938672,P20
no soap and water,Not P20,2012,LBR,17375.8785852105,40853.9999208805,0.42531645907038,Not P20
no soap and water,P20,2012,LBR,36806.9253198821,48227.5239367527,0.763193345114545,P20
no soap and water,Not P20,2013,LBR,17849.2800720324,41967.0569792804,0.42531645907038,Not P20
no soap and water,P20,2013,LBR,37809.7208381823,49541.4708215354,0.763193345114545,P20
no soap and water,Not P20,2014,LBR,18316.3625365674,43065.2568127784,0.42531645907038,Not P20
no soap and water,P20,2014,LBR,38799.1309164157,50837.8789788745,0.763193345114545,P20
no soap and water,Not P20,2015,LBR,18094.9823782096,43483.8160758195,0.416131425693153,Not P20
no soap and water,P20,2015,LBR,40497.3631484579,52847.4006521126,0.766307569506523,P20
no soap and water,Not P20,2016,LBR,18558.4927502797,44191.9756776989,0.419951642027289,Not P20
no soap and water,P20,2016,LBR,41534.7196635657,54606.8045534337,0.76061435938672,P20
no soap and water,Not P20,2017,LBR,18314.982002032,44593.6068608292,0.410708693270554,Not P20
no soap and water,P20,2017,LBR,43290.6527084303,56691.7350317279,0.763614884677676,P20
