handwashing,p20,povcal_year,iso3,value,total,percentage,demographic
no soap and water,Not P20,2011,SWZ,343532.130476994,583890.378743507,0.588350387304295,Not P20
no soap and water,P20,2011,SWZ,351181.418653339,488141.621256493,0.71942527201304,P20
no soap and water,Not P20,2012,SWZ,447379.482862286,742189.65834034,0.602783234493865,Not P20
no soap and water,P20,2012,SWZ,252036.20343605,337098.34165966,0.747663729804135,P20
no soap and water,Not P20,2013,SWZ,450509.474555971,747382.224282079,0.602783234493865,Not P20
no soap and water,P20,2013,SWZ,253799.519040547,339456.775717921,0.747663729804135,P20
no soap and water,Not P20,2014,SWZ,379996.343386207,631660.483891437,0.601583212939305,Not P20
no soap and water,P20,2014,SWZ,329614.867176767,463360.516108563,0.711357260098397,P20
no soap and water,Not P20,2015,SWZ,383127.522611421,636865.38183052,0.601583212939305,Not P20
no soap and water,P20,2015,SWZ,332330.901797597,467178.61816948,0.711357260098397,P20
no soap and water,Not P20,2016,SWZ,368675.462479381,621123.669072213,0.59356208889943,Not P20
no soap and water,P20,2016,SWZ,353224.423265078,492860.330927787,0.716682599713695,P20
no soap and water,Not P20,2017,SWZ,364169.440541126,617082.421636915,0.590147163121428,Not P20
no soap and water,P20,2017,SWZ,364709.127006287,507670.578363085,0.718397209825006,P20
no soap and water,Not P20,2018,SWZ,364091.850671236,618835.065851546,0.588350387304295,Not P20
no soap and water,P20,2018,SWZ,372198.933652312,517355.934148454,0.71942527201304,P20
no soap and water,Not P20,2000,TCD,370669.68972759,562762.541921442,0.658660913112681,Not P20
no soap and water,P20,2000,TCD,537917.18485585,582781.526473303,0.923016877544233,P20
no soap and water,Not P20,2001,TCD,384971.717547208,584476.336584055,0.658660913112681,Not P20
no soap and water,P20,2001,TCD,558672.338988125,605267.739496293,0.923016877544233,P20
no soap and water,Not P20,2002,TCD,400107.076919514,607455.321781126,0.658660913112681,Not P20
no soap and water,P20,2002,TCD,580636.826862263,629064.149300388,0.923016877544233,P20
no soap and water,Not P20,2003,TCD,496029.801687534,724775.861764163,0.684390620405262,Not P20
no soap and water,P20,2003,TCD,523282.036864865,560369.965412332,0.933815281266587,P20
no soap and water,Not P20,2004,TCD,593452.804274097,839883.047689009,0.706589811411267,Not P20
no soap and water,P20,2004,TCD,465097.672244916,494734.756501411,0.940095002691791,P20
no soap and water,Not P20,2005,TCD,695757.555388403,953685.099366951,0.72954642559713,Not P20
no soap and water,P20,2005,TCD,402141.929354025,430543.836382258,0.934032484898897,P20
no soap and water,Not P20,2006,TCD,704137.355652308,970517.10651615,0.725528021015455,Not P20
no soap and water,P20,2006,TCD,432961.620955803,463134.450940431,0.934850819403825,P20
no soap and water,Not P20,2007,TCD,694514.886165865,969440.127710447,0.716408230187582,Not P20
no soap and water,P20,2007,TCD,481828.056628156,513690.124565674,0.937974147421158,P20
no soap and water,Not P20,2008,TCD,690564.749865312,974095.958769048,0.708928872611247,Not P20
no soap and water,P20,2008,TCD,525529.318600048,559152.413742624,0.939867745687578,P20
no soap and water,Not P20,2009,TCD,729698.252945051,1022776.15012929,0.713448639619538,Not P20
no soap and water,P20,2009,TCD,527342.52835766,562097.73593891,0.938168746538011,P20
no soap and water,Not P20,2010,TCD,762632.183344618,1066258.20210819,0.715241563288099,Not P20
no soap and water,P20,2010,TCD,537033.156177125,572356.620794638,0.938284168760954,P20
no soap and water,Not P20,2011,TCD,741155.449665898,1053411.71303563,0.70357623756632,Not P20
no soap and water,P20,2011,TCD,602968.225425276,641256.068617691,0.940292427524391,P20
no soap and water,Not P20,2012,TCD,770358.573844231,1093997.45030617,0.704168527658482,Not P20
no soap and water,P20,2012,TCD,619844.520351702,658767.148181235,0.94091595499716,P20
no soap and water,Not P20,2013,TCD,771959.754815525,1104479.31850979,0.698935454814207,Not P20
no soap and water,P20,2013,TCD,665618.168208562,708015.346164399,0.940118278247048,P20
no soap and water,Not P20,2014,TCD,780871.482406524,1123407.08421141,0.695092182861451,Not P20
no soap and water,P20,2014,TCD,704892.572387563,749840.535377872,0.940056637552065,P20
no soap and water,Not P20,2015,TCD,796776.846562916,1148261.7896845,0.693898250138445,Not P20
no soap and water,P20,2015,TCD,737638.852384773,786325.701673627,0.938083100698314,P20
no soap and water,Not P20,2016,TCD,749396.422268819,1100703.52670766,0.680834033947683,Not P20
no soap and water,P20,2016,TCD,834027.041611798,895672.83261088,0.931173762612197,P20
no soap and water,Not P20,2017,TCD,680029.176611041,1028735.13904418,0.661034265090695,Not P20
no soap and water,P20,2017,TCD,952882.244373956,1030035.5133285,0.925096496231256,P20
no soap and water,Not P20,2018,TCD,614024.703587502,955883.472953997,0.642363552630491,Not P20
no soap and water,P20,2018,TCD,1069013.0821646,1166086.37526385,0.916752913713377,P20
no soap and water,Not P20,2000,TJK,1955529.00018385,7795566.44656816,0.250851431206097,Not P20
no soap and water,P20,2000,TJK,1299626.65033621,3512258.04165886,0.370025959061478,P20
no soap and water,Not P20,2001,TJK,2136461.18519705,8261821.14299891,0.25859446098122,Not P20
no soap and water,P20,2001,TJK,1241751.3169507,3208316.08017016,0.387041452874819,P20
no soap and water,Not P20,2002,TJK,2216009.19220053,8734065.73038089,0.253720233005836,Not P20
no soap and water,P20,2002,TJK,1157399.34805542,2919337.97174278,0.396459525843964,P20
no soap and water,Not P20,2003,TJK,2373544.34407234,9253235.35699714,0.256509669591135,Not P20
no soap and water,P20,2003,TJK,1081837.2535773,2599413.84956969,0.416185077168989,P20
no soap and water,Not P20,2004,TJK,2529049.06236128,9681656.36856332,0.261220700888868,Not P20
no soap and water,P20,2004,TJK,1037460.84689548,2328126.80431074,0.44562042109327,P20
no soap and water,Not P20,2005,TJK,2739374.47454299,10224611.1040973,0.267919674073985,Not P20
no soap and water,P20,2005,TJK,903018.396378313,2003983.8103801,0.450611622559483,P20
no soap and water,Not P20,2006,TJK,2869868.31030705,10616727.5403988,0.270315716343536,Not P20
no soap and water,P20,2006,TJK,836875.521396268,1850055.41238135,0.452351597576778,P20
no soap and water,Not P20,2007,TJK,2969138.19931085,10965174.9741413,0.27077891655289,Not P20
no soap and water,P20,2007,TJK,830060.258234549,1764593.15346737,0.470397528520105,P20
no soap and water,Not P20,2008,TJK,3105743.79490924,11372959.7873349,0.273081401234519,Not P20
no soap and water,P20,2008,TJK,790769.458397218,1608492.4897764,0.491621480002771,P20
no soap and water,Not P20,2009,TJK,3196973.48773763,11689472.512335,0.273491681028731,Not P20
no soap and water,P20,2009,TJK,712100.945286788,1561993.82963779,0.455892290849777,P20
no soap and water,Not P20,2010,TJK,3289396.40040584,12003979.7304322,0.27402548773609,Not P20
no soap and water,P20,2010,TJK,721967.722814212,1537844.96267521,0.469467170187486,P20
no soap and water,Not P20,2011,TJK,3263487.38674125,12005630.219378,0.271829743804182,Not P20
no soap and water,P20,2011,TJK,907822.979322525,1859025.57000247,0.488332701804269,P20
no soap and water,Not P20,2012,TJK,3275444.39425236,12130561.5554943,0.270015891619529,Not P20
no soap and water,P20,2012,TJK,982612.343764692,2055990.90864446,0.477926405040643,P20
no soap and water,Not P20,2013,TJK,2043905.40228016,8541877.30990405,0.239280585300648,Not P20
no soap and water,P20,2013,TJK,578044.849663198,1282106.03962922,0.450855726278589,P20
no soap and water,Not P20,2014,TJK,2063635.08198348,8753334.82685337,0.235754158021316,Not P20
no soap and water,P20,2014,TJK,629584.117308058,1402529.98861303,0.448891733096315,P20
no soap and water,Not P20,2015,TJK,2102880.28410728,9005486.97764755,0.233511001606778,Not P20
no soap and water,P20,2015,TJK,671255.521793974,1499489.94259529,0.44765590133414,P20
no soap and water,Not P20,2016,TJK,2197649.23012668,9380443.72016195,0.234279880108778,Not P20
no soap and water,P20,2016,TJK,663348.293938739,1454382.02629661,0.456103198433953,P20
no soap and water,Not P20,2017,TJK,3503610.22660771,13614634.1904352,0.257341488401439,Not P20
no soap and water,P20,2017,TJK,1109450.87799141,2397014.11850513,0.462847035161939,P20
no soap and water,Not P20,2018,TJK,3653187.07109957,14122099.7804025,0.258685827738533,Not P20
no soap and water,P20,2018,TJK,1012233.96949928,2248431.97110028,0.450195506250492,P20
no soap and water,Not P20,2010,TKM,12893.0288830388,4379584.44709464,0.00294389320237719,Not P20
no soap and water,P20,2010,TKM,5362.0601909002,707628.552905361,0.00757750682739526,P20
no soap and water,Not P20,2011,TKM,13113.1972159015,4454372.59928878,0.00294389320237719,Not P20
no soap and water,P20,2011,TKM,5453.62563015031,719712.400711221,0.00757750682739526,P20
no soap and water,Not P20,2012,TKM,13350.9618828541,4584804.93795915,0.00291200216007381,Not P20
no soap and water,P20,2012,TKM,5552.50917931747,683095.062040847,0.00812845749862183,P20
no soap and water,Not P20,2013,TKM,13600.5368503771,4709095.53787964,0.00288814205211495,Not P20
no soap and water,P20,2013,TKM,5656.30449461071,657279.462120358,0.00860563096915229,P20
no soap and water,Not P20,2014,TKM,16310.5141439749,4927616.15556659,0.00331002124131551,Not P20
no soap and water,P20,2014,TKM,3305.00117794438,538711.844433411,0.00613500744803636,P20
no soap and water,Not P20,2015,TKM,16605.7895407629,5016822.65161635,0.00331002124131551,Not P20
no soap and water,P20,2015,TKM,3364.83286231608,548464.348383647,0.00613500744803636,P20
no soap and water,Not P20,2016,TKM,16895.4732673281,5120420.25439936,0.00329962628610647,Not P20
no soap and water,P20,2016,TKM,3423.53150596877,541951.745600643,0.00631704120110268,P20
no soap and water,Not P20,2017,TKM,17179.8219318024,5235563.78065979,0.00328137000169204,Not P20
no soap and water,P20,2017,TKM,3481.14910543492,522105.219340214,0.00666752404780412,P20
no soap and water,Not P20,2018,TKM,20995.5523197912,5654088.48313173,0.0037133398924387,Not P20
no soap and water,Not P20,2000,TLS,399084.764370797,604122.616873024,0.660602257264401,Not P20
no soap and water,P20,2000,TLS,222886.972285798,257041.729750517,0.867123686500751,P20
no soap and water,Not P20,2001,TLS,387979.559670311,592249.406752563,0.655094889495441,Not P20
no soap and water,P20,2001,TLS,245840.565096062,285319.880487649,0.861631389568397,P20
no soap and water,Not P20,2002,TLS,377643.585922177,583061.149212431,0.647691218034813,Not P20
no soap and water,P20,2002,TLS,271860.779477401,316224.090765096,0.859709261301504,P20
no soap and water,Not P20,2003,TLS,365923.003039816,571986.713240651,0.63974039006368,Not P20
no soap and water,P20,2003,TLS,301722.253397362,352415.88763424,0.856153947606667,P20
no soap and water,Not P20,2004,TLS,352212.174585346,559778.193107376,0.629199527459594,Not P20
no soap and water,P20,2004,TLS,333225.41099955,389259.159802663,0.856050275524614,P20
no soap and water,Not P20,2005,TLS,337802.612136334,546348.776191441,0.618291148176688,Not P20
no soap and water,P20,2005,TLS,364437.6731631,425953.11603507,0.855581657801735,P20
no soap and water,Not P20,2006,TLS,315322.615773442,517715.268611298,0.60906570636646,Not P20
no soap and water,P20,2006,TLS,402333.257054482,475930.606917656,0.845361174941397,P20
no soap and water,Not P20,2007,TLS,287651.709472672,481347.716608146,0.597596497392014,Not P20
no soap and water,P20,2007,TLS,442948.258881673,530220.184809899,0.835404368923608,P20
no soap and water,Not P20,2008,TLS,265310.653095772,449568.479834341,0.590145139164417,Not P20
no soap and water,P20,2008,TLS,479513.499441458,581693.82175686,0.824340024780059,P20
no soap and water,Not P20,2009,TLS,291897.381503728,489553.761002616,0.596251943618851,Not P20
no soap and water,P20,2009,TLS,465106.700676277,558572.524166238,0.832670209424507,P20
no soap and water,Not P20,2010,TLS,318225.924634264,528622.399228173,0.60199099602835,Not P20
no soap and water,P20,2010,TLS,452282.61089851,538201.767311561,0.840358836348242,P20
no soap and water,Not P20,2011,TLS,253739.005508631,432520.534163464,0.586651928559616,Not P20
no soap and water,P20,2011,TLS,477893.902733484,580477.546394769,0.82327715464894,P20
no soap and water,Not P20,2012,TLS,250424.828310015,429387.739873108,0.583213736805853,Not P20
no soap and water,P20,2012,TLS,494250.148616625,601668.017417678,0.821466546847407,P20
no soap and water,Not P20,2013,TLS,247636.924499425,427388.453805731,0.579418845535747,Not P20
no soap and water,P20,2013,TLS,510381.147542094,622141.772836842,0.820361483227301,P20
no soap and water,Not P20,2014,TLS,240137.568560441,419131.076841255,0.572941453948527,Not P20
no soap and water,P20,2014,TLS,531706.68686301,649542.489404501,0.818586459756432,P20
no soap and water,Not P20,2015,TLS,232191.864240932,410683.460089706,0.565379146728272,Not P20
no soap and water,P20,2015,TLS,554093.115421178,677984.321521213,0.817265381857126,P20
no soap and water,Not P20,2016,TLS,237251.23676839,420142.560334569,0.564692223942894,Not P20
no soap and water,P20,2016,TLS,564141.589024976,689443.114607722,0.818256904844079,P20
no soap and water,Not P20,2017,TLS,243076.336969089,429836.309712711,0.565509082123736,Not P20
no soap and water,P20,2017,TLS,574073.053485576,701565.455755686,0.81827440159125,P20
no soap and water,Not P20,2018,TLS,249068.10484066,439628.361139323,0.566542395479639,Not P20
no soap and water,P20,2018,TLS,584322.9103312,714261.09518923,0.818080271019654,P20
no soap and water,Not P20,2010,TUN,665327.552415611,10517013.7820401,0.0632620215399727,Not P20
no soap and water,P20,2010,TUN,32283.7726923949,118230.217959903,0.273058556851715,P20
no soap and water,Not P20,2011,TUN,671998.567098432,10622464.3275717,0.0632620215399727,Not P20
no soap and water,P20,2011,TUN,32607.4711787508,119415.672428307,0.273058556851715,P20
no soap and water,Not P20,2012,TUN,678574.867836341,10726417.7039865,0.0632620215399727,Not P20
no soap and water,P20,2012,TUN,32926.5738484188,120584.296013472,0.273058556851715,P20
no soap and water,Not P20,2013,TUN,685202.904659086,10831188.8867815,0.0632620215399727,Not P20
no soap and water,P20,2013,TUN,33248.1869146527,121762.113218478,0.273058556851715,P20
no soap and water,Not P20,2014,TUN,692100.006658233,10940213.2560832,0.0632620215399727,Not P20
no soap and water,P20,2014,TUN,33582.8558643578,122987.743916756,0.273058556851715,P20
no soap and water,Not P20,2015,TUN,699403.61540378,11055663.3882124,0.0632620215399727,Not P20
no soap and water,P20,2015,TUN,33937.2497921597,124285.611787619,0.273058556851715,P20
no soap and water,Not P20,2016,TUN,707160.712515691,11178281.9344283,0.0632620215399727,Not P20
no soap and water,P20,2016,TUN,34313.6483931263,125664.065571695,0.273058556851715,P20
no soap and water,Not P20,2017,TUN,715261.882743207,11306339.3380697,0.0632620215399727,Not P20
no soap and water,P20,2017,TUN,34706.7424972528,127103.661930288,0.273058556851715,P20
no soap and water,Not P20,2018,TUN,723504.685976855,11436635.5732041,0.0632620215399727,Not P20
no soap and water,P20,2018,TUN,35106.7090775892,128568.426795919,0.273058556851715,P20
no soap and water,Not P20,2000,TZA,1601019.44495678,6986282.63139048,0.229166143059135,Not P20
no soap and water,P20,2000,TZA,13313620.6712708,25734858.9681933,0.517338007864182,P20
no soap and water,Not P20,2001,TZA,1715141.57822142,7367355.88763339,0.232802867729032,Not P20
no soap and water,P20,2001,TZA,13595846.5197611,26223331.2278093,0.518463745191269,P20
no soap and water,Not P20,2002,TZA,1840684.48753994,7769724.1110471,0.236904742206075,Not P20
no soap and water,P20,2002,TZA,13894259.8262887,26751078.0633321,0.519390650103692,P20
no soap and water,Not P20,2003,TZA,2111812.44889367,8805554.09794603,0.239827320961695,Not P20
no soap and water,P20,2003,TZA,14070000.8356866,26695631.2941628,0.52705256079721,P20
no soap and water,Not P20,2004,TZA,2622675.589615,10132714.2837153,0.258832482213577,Not P20
no soap and water,P20,2004,TZA,14023833.9106361,26387965.4143414,0.531448093493954,P20
no soap and water,Not P20,2005,TZA,3039577.96655948,11490028.6270793,0.264540504224326,Not P20
no soap and water,P20,2005,TZA,14092772.0453446,26096533.7240436,0.540024671259712,P20
no soap and water,Not P20,2006,TZA,3393290.73983047,12480556.3707916,0.271886175505112,Not P20
no soap and water,P20,2006,TZA,14228777.1852219,26180395.2418289,0.543489777514447,P20
no soap and water,Not P20,2007,TZA,3688440.59177775,13475434.3719618,0.273715895901082,Not P20
no soap and water,P20,2007,TZA,14423491.5922225,26260227.569349,0.549252345743478,P20
no soap and water,Not P20,2008,TZA,4129484.95962738,14619062.6659842,0.282472621807409,Not P20
no soap and water,P20,2008,TZA,14502975.432759,26258583.0630982,0.552313710069923,P20
no soap and water,Not P20,2009,TZA,4195635.61694838,14921245.6273428,0.281185346165738,Not P20
no soap and water,P20,2009,TZA,14893821.2519631,26959001.9950712,0.552461892123679,P20
no soap and water,Not P20,2010,TZA,4248340.1509936,15234029.171628,0.278871735319093,Not P20
no soap and water,P20,2010,TZA,15409212.3177531,27892560.060067,0.552448835265357,P20
no soap and water,Not P20,2011,TZA,4183100.23035819,15202150.9161891,0.275165024569222,Not P20
no soap and water,P20,2011,TZA,15881621.9563536,28817725.575056,0.551106016850281,P20
no soap and water,Not P20,2012,TZA,4050829.20280946,15041921.2073275,0.269302647379654,Not P20
no soap and water,P20,2012,TZA,16602280.562428,30268815.3464025,0.548494560240567,P20
no soap and water,Not P20,2013,TZA,3214953.24611686,12183666.7752709,0.263874029503354,Not P20
no soap and water,P20,2013,TZA,15180243.9242453,28173448.5606055,0.538813837134288,P20
no soap and water,Not P20,2014,TZA,3187379.71249963,12042844.6208618,0.264670002216764,Not P20
no soap and water,P20,2014,TZA,15768433.4560969,29544202.8701498,0.533723435538301,P20
no soap and water,Not P20,2015,TZA,3063305.39109578,11868379.716089,0.258106452976315,Not P20
no soap and water,P20,2015,TZA,16470294.479925,30986270.6374154,0.531535229671602,P20
no soap and water,Not P20,2016,TZA,2949260.31685983,11823305.2996356,0.24944465545948,Not P20
no soap and water,P20,2016,TZA,17179331.4881,32336694.373015,0.531264305804743,P20
no soap and water,Not P20,2017,TZA,2858585.40207739,11699573.6813809,0.244332441499696,Not P20
no soap and water,P20,2017,TZA,17882056.7323506,33803199.6244605,0.529004855487433,P20
no soap and water,Not P20,2018,TZA,2771533.1990093,11576975.0335854,0.239400464367327,Not P20
no soap and water,P20,2018,TZA,18596839.2233745,35302972.0745391,0.526778288924482,P20
no soap and water,Not P20,2000,UGA,8961818.87115036,17517433.603511,0.5115942822443,Not P20
no soap and water,P20,2000,UGA,7718912.45823258,12424658.8584086,0.621257496579771,P20
no soap and water,Not P20,2001,UGA,9085013.52842984,17743543.1845508,0.512018001925349,Not P20
no soap and water,P20,2001,UGA,8205520.57768057,13264566.1222587,0.618604521403172,P20
no soap and water,Not P20,2002,UGA,9176039.74137656,17955440.9253395,0.511045079846908,Not P20
no soap and water,P20,2002,UGA,8730688.4131737,14150237.0387603,0.616999445963952,P20
no soap and water,Not P20,2003,UGA,9398660.84149999,18572339.3186231,0.50605692046966,Not P20
no soap and water,P20,2003,UGA,9097933.06294229,14702170.358688,0.618815647008606,P20
no soap and water,Not P20,2004,UGA,9638338.54916257,19093780.0599819,0.504789440272399,Not P20
no soap and water,P20,2004,UGA,9534225.07172316,15405306.6583313,0.618892261165536,P20
no soap and water,Not P20,2005,UGA,9989981.28648157,19835428.3202826,0.503643335811729,Not P20
no soap and water,P20,2005,UGA,9996089.75270164,16173791.1765614,0.618042464106231,P20
no soap and water,Not P20,2006,UGA,10369595.7810407,21026096.685214,0.493177404074854,Not P20
no soap and water,P20,2006,UGA,10064577.4174655,16347402.3280008,0.615668301025802,P20
no soap and water,Not P20,2007,UGA,7567074.06075283,16717835.0345291,0.4526348085816,Not P20
no soap and water,P20,2007,UGA,6685812.17387328,12254765.313485,0.545568356704171,P20
no soap and water,Not P20,2008,UGA,7944474.13158526,17581075.1359279,0.451876467745156,Not P20
no soap and water,P20,2008,UGA,6860672.71868613,12345635.8447143,0.555716433319512,P20
no soap and water,Not P20,2009,UGA,8085110.73562028,17934758.1338152,0.450806789547731,Not P20
no soap and water,P20,2009,UGA,7223256.56617409,12849762.9147491,0.56213150500101,P20
no soap and water,Not P20,2010,UGA,8238408.64573417,18255544.7104819,0.451282543270476,Not P20
no soap and water,P20,2010,UGA,7606413.69625872,13499211.2865812,0.563470971361108,P20
no soap and water,Not P20,2011,UGA,8461292.76080431,18721591.5960629,0.451953709031004,Not P20
no soap and water,P20,2011,UGA,8042996.90847741,14044724.9747377,0.572670303116963,P20
no soap and water,Not P20,2012,UGA,4728353.32310888,9476528.2790649,0.498954172231464,Not P20
no soap and water,P20,2012,UGA,4833114.10311291,7472939.97963177,0.646748684759417,P20
no soap and water,Not P20,2013,UGA,4758306.37894497,9613423.54621419,0.494964812074551,Not P20
no soap and water,P20,2013,UGA,6031706.35813014,9115079.35898322,0.661728342736335,P20
no soap and water,Not P20,2014,UGA,4950325.14116368,9990045.3850878,0.495525790959174,Not P20
no soap and water,P20,2014,UGA,7132999.50955359,10619577.7876088,0.671683907987052,P20
no soap and water,Not P20,2015,UGA,5012683.55957867,10236575.5360113,0.489683639020151,Not P20
no soap and water,P20,2015,UGA,8406109.62140173,12285735.3486954,0.684217051956467,P20
no soap and water,Not P20,2016,UGA,6870755.98722335,13376965.7986075,0.513625891750323,Not P20
no soap and water,P20,2016,UGA,11075368.0407224,15622844.2290405,0.708921364019935,P20
no soap and water,Not P20,2017,UGA,6904054.57063044,13507722.6242719,0.51111906593526,Not P20
no soap and water,P20,2017,UGA,11715824.2503967,16575076.1498574,0.706833811469243,P20
no soap and water,Not P20,2018,UGA,6975487.23108117,13645373.5971625,0.511197966212645,Not P20
no soap and water,P20,2018,UGA,12350207.4043167,17576810.0382992,0.702642139125702,P20
no soap and water,Not P20,2010,VNM,9754477.17531599,83069736.9662457,0.117425160251556,Not P20
no soap and water,P20,2010,VNM,1734297.54386996,4897914.03375436,0.354089012571049,P20
no soap and water,Not P20,2011,VNM,9850361.35203283,83789325.6487389,0.117561052983377,Not P20
no soap and water,P20,2011,VNM,1756466.06309721,5082235.35126108,0.345608957810538,P20
no soap and water,Not P20,2012,VNM,9957936.80711231,84802411.9003097,0.117425160251556,Not P20
no soap and water,P20,2012,VNM,1770471.65483041,5000075.09969026,0.354089012571049,P20
no soap and water,Not P20,2013,VNM,10058948.9268855,85563617.1301381,0.117561052983377,Not P20
no soap and water,P20,2013,VNM,1793660.33276093,5189854.86986194,0.345608957810538,P20
no soap and water,Not P20,2014,VNM,10165478.043143,86469777.0662226,0.117561052983377,Not P20
no soap and water,P20,2014,VNM,1812656.05999883,5244817.93377741,0.345608957810538,P20
no soap and water,Not P20,2015,VNM,10272157.6776378,87377217.3433178,0.117561052983377,Not P20
no soap and water,P20,2015,VNM,1831678.62687909,5299858.6566822,0.345608957810538,P20
no soap and water,Not P20,2016,VNM,10378744.9839355,88283872.2565972,0.117561052983377,Not P20
no soap and water,P20,2016,VNM,1850684.73026739,5354851.74340281,0.345608957810538,P20
no soap and water,Not P20,2017,VNM,10489546.7226985,89329635.1499724,0.117425160251556,Not P20
no soap and water,P20,2017,VNM,1864989.25473122,5267006.85002759,0.354089012571049,P20
no soap and water,Not P20,2018,VNM,10635873.491366,90363280.8580753,0.117701276341114,Not P20
no soap and water,P20,2018,VNM,1841918.76816629,5177114.14192467,0.355780984863805,P20
no soap and water,Not P20,2000,YEM,4331251.0868111,11869215.6935013,0.364914683384055,Not P20
no soap and water,P20,2000,YEM,336422.613449297,434372.800378808,0.774502024887169,P20
no soap and water,Not P20,2001,YEM,4417473.51028865,12153946.1932434,0.36346001866821,Not P20
no soap and water,P20,2001,YEM,386752.608343966,509582.791636033,0.758959318665929,P20
no soap and water,Not P20,2002,YEM,4491531.80071651,12435259.8725629,0.361193239767077,Not P20
no soap and water,P20,2002,YEM,453541.171376962,599529.366764795,0.756495338709394,P20
no soap and water,Not P20,2003,YEM,4536768.60121111,12677532.0349629,0.357858973552527,Not P20
no soap and water,P20,2003,YEM,553438.688381548,739818.847169947,0.748073248604892,P20
no soap and water,Not P20,2004,YEM,4556928.98463119,12888505.6394831,0.35356534823334,Not P20
no soap and water,P20,2004,YEM,682109.692163915,921152.044860513,0.740496312166581,P20
no soap and water,Not P20,2005,YEM,4571261.78718805,13104984.9816715,0.348818544514273,Not P20
no soap and water,P20,2005,YEM,819882.793618957,1105610.85101519,0.741565436759354,P20
no soap and water,Not P20,2006,YEM,4610208.90540356,13365585.6971919,0.344931304160666,Not P20
no soap and water,P20,2006,YEM,936507.26387284,1255083.5315335,0.746171262982462,P20
no soap and water,Not P20,2007,YEM,4650448.17873923,13623308.3546343,0.341359679872273,Not P20
no soap and water,P20,2007,YEM,1055762.67160922,1417775.20655905,0.744661542058957,P20
no soap and water,Not P20,2008,YEM,4688418.60168848,13873586.3254263,0.33793847471839,Not P20
no soap and water,P20,2008,YEM,1181244.87758604,1598344.38012446,0.739042782190694,P20
no soap and water,Not P20,2009,YEM,4752324.46101,14142719.7681977,0.336026205631,Not P20
no soap and water,P20,2009,YEM,1284728.4137765,1770435.06158948,0.725656897363458,P20
no soap and water,Not P20,2010,YEM,4819669.64023847,14382265.8581423,0.335111983589839,Not P20
no soap and water,P20,2010,YEM,1388547.99002021,1982064.62170543,0.700556366737157,P20
no soap and water,Not P20,2011,YEM,3802684.97428399,12799130.5447348,0.297104944823639,Not P20
no soap and water,P20,2011,YEM,2580541.67755793,4026508.74171531,0.640888134880493,P20
no soap and water,Not P20,2012,YEM,3730142.77921568,12794983.0340992,0.291531670598911,Not P20
no soap and water,P20,2012,YEM,2831540.07857199,4501051.54198157,0.629084126711736,P20
no soap and water,Not P20,2013,YEM,3659952.54771389,12795308.8075693,0.286038625777344,Not P20
no soap and water,P20,2013,YEM,3082422.8825722,4977015.92902488,0.619331528475964,P20
no soap and water,Not P20,2014,YEM,2845661.52802393,11167393.4736251,0.25481877528044,Not P20
no soap and water,P20,2014,YEM,4078062.02160403,7082949.38887132,0.575757611371819,P20
no soap and water,Not P20,2015,YEM,2142817.37375897,9275533.00967959,0.231018246770596,Not P20
no soap and water,P20,2015,YEM,4961725.567859,9451434.29865903,0.524970645837635,P20
no soap and water,Not P20,2016,YEM,1734323.70574348,7944370.5864049,0.218308510017321,Not P20
no soap and water,P20,2016,YEM,5549943.90485353,11256335.5715867,0.493050679731219,P20
no soap and water,Not P20,2017,YEM,1334358.40657681,6635531.50127189,0.201092920185978,Not P20
no soap and water,P20,2017,YEM,6128639.15774801,13036291.5220813,0.470121364451472,P20
no soap and water,Not P20,2018,YEM,948377.098996778,5344205.43674499,0.177458952546257,Not P20
no soap and water,P20,2018,YEM,6692614.4370169,14796794.4662878,0.452301642241836,P20
no soap and water,Not P20,2000,ZMB,6993721.60472427,11560836.5204702,0.604949442225985,Not P20
no soap and water,P20,2000,ZMB,3102138.88315073,4328293.47634384,0.716711771072219,P20
no soap and water,Not P20,2001,ZMB,6866586.00044214,11498969.3651235,0.597147951473685,Not P20
no soap and water,P20,2001,ZMB,3398733.70515133,4724899.42518929,0.719324031963955,P20
no soap and water,Not P20,2002,ZMB,6738034.0362109,11438772.7344472,0.589052181788671,Not P20
no soap and water,P20,2002,ZMB,3682296.2325164,5122077.75198283,0.718906742696541,P20
no soap and water,Not P20,2003,ZMB,6477516.85316787,11028715.3899452,0.587331944305443,Not P20
no soap and water,P20,2003,ZMB,4308564.6218031,5963185.197734,0.722527387450645,P20
no soap and water,Not P20,2004,ZMB,6106481.86363811,10707778.0417099,0.570284688368733,Not P20
no soap and water,P20,2004,ZMB,5053926.33916438,6945721.37161542,0.727631597751372,P20
no soap and water,Not P20,2005,ZMB,5892433.89154616,10477234.2177018,0.562403566543414,Not P20
no soap and water,P20,2005,ZMB,5829539.92257774,8020300.15134977,0.726848099518653,P20
no soap and water,Not P20,2006,ZMB,5646286.4338143,10278607.1598264,0.549324081173434,Not P20
no soap and water,P20,2006,ZMB,6441507.88661835,8854982.24691979,0.727444472162441,P20
no soap and water,Not P20,2007,ZMB,5399129.45531188,9988659.92766677,0.540525905818184,Not P20
no soap and water,P20,2007,ZMB,7047219.15041654,9642314.27044023,0.73086387279667,P20
no soap and water,Not P20,2008,ZMB,3537877.53634639,6813212.1130016,0.519267194044213,Not P20
