sleeping.category,p20,urban,povcal_year,iso3,value,total,percentage,demographic
5 people per room or more,P20,Urban,2012,SWZ,4194.86550554479,15692.4463089858,0.267317499320851,P20 Urban
5 people per room or more,Not P20,Rural,2013,SWZ,37692.2080997287,391660.809172635,0.0962368641870288,Not P20 Rural
5 people per room or more,Not P20,Urban,2013,SWZ,24356.6360705479,173930.288537548,0.140036771486697,Not P20 Urban
5 people per room or more,P20,Rural,2013,SWZ,111496.037580867,505445.667247815,0.220589560472386,P20 Rural
5 people per room or more,P20,Urban,2013,SWZ,4224.21395510818,15802.2350420016,0.267317499320851,P20 Urban
5 people per room or more,Not P20,Rural,2014,SWZ,36542.4906039801,385992.514251925,0.094671500753846,Not P20 Rural
5 people per room or more,Not P20,Urban,2014,SWZ,24082.860574033,171575.851415955,0.140362763030378,Not P20 Urban
5 people per room or more,P20,Rural,2014,SWZ,113768.882077173,517867.60754753,0.219687194987826,P20 Rural
5 people per room or more,P20,Urban,2014,SWZ,4713.15334886073,19585.0267845903,0.240650850300041,P20 Urban
5 people per room or more,Not P20,Rural,2015,SWZ,34966.766801826,379954.424394269,0.0920288449267849,Not P20 Rural
5 people per room or more,Not P20,Urban,2015,SWZ,23441.3332749534,171348.614818584,0.136804918439359,Not P20 Urban
5 people per room or more,P20,Rural,2015,SWZ,116583.175290966,531353.52706233,0.21940792589731,P20 Rural
5 people per room or more,P20,Urban,2015,SWZ,5591.96051163817,21387.4337248163,0.261460097718488,P20 Urban
5 people per room or more,Not P20,Rural,2016,SWZ,33677.2830263233,376039.373593499,0.0895578638600985,Not P20 Rural
5 people per room or more,Not P20,Urban,2016,SWZ,22557.7198173068,171478.594777574,0.131548312759191,Not P20 Urban
5 people per room or more,P20,Rural,2016,SWZ,119237.103259275,543473.324265851,0.219398262868459,P20 Rural
5 people per room or more,P20,Urban,2016,SWZ,6736.96838856403,22992.7073630756,0.293004572370762,P20 Urban
5 people per room or more,Not P20,Rural,2017,SWZ,31657.3150593118,373394.824154389,0.0847824153187039,Not P20 Rural
5 people per room or more,Not P20,Urban,2017,SWZ,22775.7876573409,171832.226302808,0.132546659886748,Not P20 Urban
5 people per room or more,P20,Rural,2017,SWZ,122735.310613844,555006.899259411,0.221141954771408,P20 Rural
5 people per room or more,P20,Urban,2017,SWZ,6802.09536756592,24519.0502833925,0.277420833553785,P20 Urban
5 people per room or more,Not P20,Rural,2018,SWZ,31154.3982045412,371355.556835078,0.0838937175736866,Not P20 Rural
5 people per room or more,Not P20,Urban,2018,SWZ,23007.4024734158,172795.351297519,0.133148272222912,Not P20 Urban
5 people per room or more,P20,Rural,2018,SWZ,124808.299166534,566487.402932309,0.220319637330837,P20 Rural
5 people per room or more,P20,Urban,2018,SWZ,6871.26821423912,25552.6889350933,0.268905876469318,P20 Urban
5 people per room or more,Not P20,Rural,2000,TCD,260656.411826329,1531130.7299156,0.170237855418588,Not P20 Rural
5 people per room or more,Not P20,Urban,2000,TCD,322513.583295241,1388605.52789792,0.232257165059299,Not P20 Urban
5 people per room or more,P20,Rural,2000,TCD,1249041.74996516,5146573.15408816,0.242693868826675,P20 Rural
5 people per room or more,P20,Urban,2000,TCD,72198.8872031948,200288.831586946,0.360473854838247,P20 Urban
5 people per room or more,Not P20,Rural,2001,TCD,270713.655125725,1592172.40310473,0.170027852886933,Not P20 Rural
5 people per room or more,Not P20,Urban,2001,TCD,334957.541806883,1442183.89009167,0.232257165059299,Not P20 Urban
5 people per room or more,P20,Rural,2001,TCD,1297235.14249476,5343185.96241431,0.242783079537176,P20 Rural
5 people per room or more,P20,Urban,2001,TCD,74984.630202803,208016.834498165,0.360473854838247,P20 Urban
5 people per room or more,Not P20,Rural,2002,TCD,281509.932688716,1656444.10305905,0.169948344268808,Not P20 Rural
5 people per room or more,Not P20,Urban,2002,TCD,348126.568357748,1498884.08509966,0.232257165059299,Not P20 Urban
5 people per room or more,P20,Rural,2002,TCD,1348083.57140673,5551581.41293705,0.242828749347932,P20 Rural
5 people per room or more,P20,Urban,2002,TCD,77932.6891738615,216195.122414167,0.360473854838247,P20 Urban
5 people per room or more,Not P20,Rural,2003,TCD,429319.496490408,2385637.51136494,0.179960071236796,Not P20 Rural
5 people per room or more,Not P20,Urban,2003,TCD,366086.892994456,1582945.12814096,0.231269477688337,Not P20 Urban
5 people per room or more,P20,Rural,2003,TCD,1264358.07249316,5105844.93651107,0.247629547746729,P20 Rural
5 people per room or more,P20,Urban,2003,TCD,76727.2233637386,199579.885303223,0.384443668995832,P20 Urban
5 people per room or more,Not P20,Rural,2004,TCD,595539.244845332,3222412.98755118,0.184811582856083,Not P20 Rural
5 people per room or more,Not P20,Urban,2004,TCD,387923.13092355,1666405.60041148,0.232790342775949,Not P20 Urban
5 people per room or more,P20,Rural,2004,TCD,1163336.82223074,4557455.75830302,0.255260145995122,P20 Rural
5 people per room or more,P20,Urban,2004,TCD,71937.2142148019,184738.113437778,0.389401043867599,P20 Urban
5 people per room or more,Not P20,Rural,2005,TCD,791581.923627479,4107430.1208351,0.192719510823118,Not P20 Rural
5 people per room or more,Not P20,Urban,2005,TCD,404561.853411515,1736808.31134702,0.232934084186727,Not P20 Urban
5 people per room or more,P20,Rural,2005,TCD,1032676.03157067,3961636.09462338,0.260669078861684,P20 Rural
5 people per room or more,P20,Urban,2005,TCD,72392.6680593399,183147.11326591,0.395270592958969,P20 Urban
5 people per room or more,Not P20,Rural,2006,TCD,779270.472534169,4054772.7380546,0.192185980047811,Not P20 Rural
5 people per room or more,Not P20,Urban,2006,TCD,419006.362496689,1796001.99811283,0.233299496847423,Not P20 Urban
5 people per room or more,P20,Rural,2006,TCD,1110120.93601693,4302392.06918956,0.258024121968514,P20 Rural
5 people per room or more,P20,Urban,2006,TCD,74977.3817259037,192503.670029222,0.389485466508364,P20 Urban
5 people per room or more,Not P20,Rural,2007,TCD,736092.382195711,3939707.1397158,0.186839365488677,Not P20 Rural
5 people per room or more,Not P20,Urban,2007,TCD,432859.78118419,1856065.64345624,0.233213616506659,Not P20 Urban
5 people per room or more,P20,Rural,2007,TCD,1218506.37775967,4705883.12551608,0.258932562764409,P20 Rural
5 people per room or more,P20,Urban,2007,TCD,78172.5065279836,201068.042832333,0.388786330372601,P20 Urban
5 people per room or more,Not P20,Rural,2008,TCD,708509.573809537,3815447.20475536,0.185695027551813,Not P20 Rural
5 people per room or more,Not P20,Urban,2008,TCD,446434.157776734,1916237.87120346,0.232974290136724,Not P20 Urban
5 people per room or more,P20,Rural,2008,TCD,1312139.22828703,5122295.91202493,0.256162324633899,P20 Rural
5 people per room or more,P20,Urban,2008,TCD,81866.9959709757,210410.730091264,0.389081849273878,P20 Urban
5 people per room or more,Not P20,Rural,2009,TCD,761427.930214765,4045259.60619648,0.188227210201397,Not P20 Rural
5 people per room or more,Not P20,Urban,2009,TCD,461465.898933351,1981614.96895207,0.232873644054771,Not P20 Urban
5 people per room or more,P20,Rural,2009,TCD,1327257.4887769,5193423.38876171,0.255565046294707,P20 Rural
5 people per room or more,P20,Urban,2009,TCD,84623.5133011774,216639.334435301,0.390619337535169,P20 Urban
5 people per room or more,Not P20,Rural,2010,TCD,807454.348996133,4300982.36501495,0.187737191290094,Not P20 Rural
5 people per room or more,Not P20,Urban,2010,TCD,477113.585442613,2049521.82024343,0.232792635204023,Not P20 Urban
5 people per room or more,P20,Rural,2010,TCD,1352055.57669991,5250971.91520551,0.257486727892164,P20 Rural
5 people per room or more,P20,Urban,2010,TCD,87492.9825523396,223272.323003287,0.391866673734799,P20 Urban
5 people per room or more,Not P20,Rural,2011,TCD,713741.731246653,3904812.76407573,0.182785135772213,Not P20 Rural
5 people per room or more,Not P20,Urban,2011,TCD,492576.099067554,2115198.53449379,0.232874640859865,Not P20 Urban
5 people per room or more,P20,Rural,2011,TCD,1519639.68584228,5973890.23815816,0.254380248926503,P20 Rural
5 people per room or more,P20,Urban,2011,TCD,91344.2626412949,235342.272934863,0.388133680796806,P20 Urban
5 people per room or more,Not P20,Rural,2012,TCD,760826.063068124,4165724.89713442,0.182639536180484,Not P20 Rural
5 people per room or more,Not P20,Urban,2012,TCD,509462.655662416,2188504.25488978,0.232790342775949,Not P20 Urban
5 people per room or more,P20,Rural,2012,TCD,1549120.42035062,6051641.06021817,0.25598352660638,P20 Rural
5 people per room or more,P20,Urban,2012,TCD,94475.7382927284,242618.092017368,0.3894010438676,P20 Urban
5 people per room or more,Not P20,Rural,2013,TCD,724864.611164581,3995245.31975483,0.181431815358228,Not P20 Rural
5 people per room or more,Not P20,Urban,2013,TCD,526077.852224447,2258727.29898172,0.232908971552969,Not P20 Urban
5 people per room or more,P20,Rural,2013,TCD,1663799.37742375,6570304.27013682,0.253230186764107,P20 Rural
5 people per room or more,P20,Urban,2013,TCD,98441.3318007432,255241.939524129,0.385678513430342,P20 Urban
5 people per room or more,Not P20,Rural,2014,TCD,730020.089813638,4039534.07906636,0.180718883793243,Not P20 Rural
5 people per room or more,Not P20,Urban,2014,TCD,541781.237271583,2330996.08308592,0.232424773770679,Not P20 Urban
5 people per room or more,P20,Rural,2014,TCD,1738709.45617158,6880161.85420403,0.252713452534429,P20 Rural
5 people per room or more,P20,Urban,2014,TCD,103671.186762627,267238.815772824,0.387934613700564,P20 Urban
5 people per room or more,Not P20,Rural,2015,TCD,732125.336321471,4072950.25548101,0.179753075878166,Not P20 Rural
5 people per room or more,Not P20,Urban,2015,TCD,556482.116346908,2402969.93735475,0.231580973068476,Not P20 Urban
5 people per room or more,P20,Rural,2015,TCD,1817443.25742184,7204313.32730736,0.252271545510516,P20 Rural
5 people per room or more,P20,Urban,2015,TCD,110105.777717598,280344.688206806,0.392751431895778,P20 Urban
5 people per room or more,Not P20,Rural,2016,TCD,632004.419074539,3536045.82461122,0.178731965144718,Not P20 Rural
5 people per room or more,Not P20,Urban,2016,TCD,568688.162211291,2456870.98217711,0.23146846795649,Not P20 Urban
5 people per room or more,P20,Rural,2016,TCD,1998994.94887698,8101402.73486305,0.246746768960718,P20 Rural
5 people per room or more,P20,Urban,2016,TCD,119189.909503153,312146.137500479,0.381840090854784,P20 Urban
5 people per room or more,Not P20,Rural,2017,TCD,515311.614498463,2990540.01223069,0.172313900630302,Not P20 Rural
5 people per room or more,Not P20,Urban,2017,TCD,581006.926971502,2500620.26253544,0.232345124798119,Not P20 Urban
5 people per room or more,P20,Rural,2017,TCD,2197916.40979982,9010622.71989091,0.243925029171173,P20 Rural
5 people per room or more,P20,Urban,2017,TCD,128369.929674813,354939.088936586,0.36166749077825,P20 Urban
5 people per room or more,Not P20,Rural,2018,TCD,403987.378963292,2405826.32607844,0.167920424921861,Not P20 Rural
5 people per room or more,Not P20,Urban,2018,TCD,592027.477534164,2555763.15564026,0.231644108425161,Not P20 Urban
5 people per room or more,P20,Rural,2018,TCD,2392530.072976,9963742.58717994,0.240123633468251,P20 Rural
5 people per room or more,P20,Urban,2018,TCD,139125.504024149,387454.845178255,0.359075401315842,P20 Urban
5 people per room or more,Not P20,Rural,2000,TJK,388899.953526472,6002806.74844077,0.064786352422138,Not P20 Rural
5 people per room or more,Not P20,Urban,2000,TJK,182665.167600553,2336116.83760496,0.0781917944600003,Not P20 Urban
5 people per room or more,P20,Rural,2000,TJK,488051.620021649,3840816.53412151,0.127069756049485,P20 Rural
5 people per room or more,P20,Urban,2000,TJK,13417.173282624,202268.431201692,0.0663335014906258,P20 Urban
5 people per room or more,Not P20,Rural,2001,TJK,411566.363807738,6490118.52317812,0.0634143062777534,Not P20 Rural
5 people per room or more,Not P20,Urban,2001,TJK,185677.38115941,2390682.21392986,0.0776671111189594,Not P20 Urban
5 people per room or more,P20,Rural,2001,TJK,489383.306994596,3506032.33019719,0.139583227108197,P20 Rural
5 people per room or more,P20,Urban,2001,TJK,10565.1461341019,198686.613474193,0.0531749268325728,P20 Urban
5 people per room or more,Not P20,Rural,2002,TJK,434419.947489149,6957737.8014541,0.0624369529128216,Not P20 Rural
5 people per room or more,Not P20,Urban,2002,TJK,191531.472886509,2471420.1901672,0.077498546644774,Not P20 Urban
5 people per room or more,P20,Rural,2002,TJK,472755.505632035,3194494.86412662,0.147990692031145,P20 Rural
5 people per room or more,P20,Urban,2002,TJK,9852.69019423938,177691.560929167,0.0554482730790291,P20 Urban
5 people per room or more,Not P20,Rural,2003,TJK,488650.046171069,7431325.96111237,0.0657554316320051,Not P20 Rural
5 people per room or more,Not P20,Urban,2003,TJK,198652.914791512,2608792.25409911,0.0761474642066172,Not P20 Urban
5 people per room or more,P20,Rural,2003,TJK,452836.594268295,2843481.5872431,0.159254273458244,P20 Rural
5 people per room or more,P20,Urban,2003,TJK,10382.768340401,146169.782769534,0.0710322485514774,P20 Urban
5 people per room or more,Not P20,Rural,2004,TJK,508456.119759332,7832795.07255784,0.0649137523769395,Not P20 Rural
5 people per room or more,Not P20,Urban,2004,TJK,211459.536505253,2728106.81253967,0.0775114579580553,Not P20 Urban
5 people per room or more,P20,Rural,2004,TJK,413191.532616699,2567151.04025678,0.160953339377869,P20 Rural
5 people per room or more,P20,Urban,2004,TJK,7785.36714126313,142415.597937184,0.0546665341018129,P20 Urban
5 people per room or more,Not P20,Rural,2005,TJK,548378.796682232,8264207.90455094,0.066355881049441,Not P20 Rural
5 people per room or more,Not P20,Urban,2005,TJK,220020.590329075,2878427.97955791,0.0764377611292076,Not P20 Urban
5 people per room or more,P20,Rural,2005,TJK,412900.679430761,2251207.41781277,0.183412988143015,P20 Rural
5 people per room or more,P20,Urban,2005,TJK,8367.21229908541,129454.515876439,0.0646343794377301,P20 Urban
5 people per room or more,Not P20,Rural,2006,TJK,581069.50253269,8582248.52285425,0.0677059748369347,Not P20 Rural
5 people per room or more,Not P20,Urban,2006,TJK,227361.820028682,2996293.65842387,0.0758810203363982,Not P20 Urban
5 people per room or more,P20,Rural,2006,TJK,392594.600463193,2092012.43725635,0.187663607286234,P20 Rural
5 people per room or more,P20,Urban,2006,TJK,8820.55324441651,118188.861206314,0.0746310029082954,P20 Urban
5 people per room or more,Not P20,Rural,2007,TJK,629551.899556549,8930721.67355869,0.0704928361411679,Not P20 Rural
5 people per room or more,Not P20,Urban,2007,TJK,232657.214854121,3061811.74991563,0.0759867796772718,Not P20 Urban
5 people per room or more,P20,Rural,2007,TJK,372511.927863836,1957813.30245283,0.190269382375295,P20 Rural
5 people per room or more,P20,Urban,2007,TJK,9065.47610749093,117424.829641302,0.077202378195338,P20 Urban
5 people per room or more,Not P20,Rural,2008,TJK,678491.355816423,9304024.35779434,0.0729245033895493,Not P20 Rural
5 people per room or more,Not P20,Urban,2008,TJK,238752.522787037,3152221.22073411,0.0757410429244666,Not P20 Urban
5 people per room or more,P20,Rural,2008,TJK,334843.513161442,1798897.76809873,0.186138155874939,P20 Rural
5 people per room or more,P20,Urban,2008,TJK,9373.51665519928,105943.812968981,0.088476300715585,P20 Urban
5 people per room or more,Not P20,Rural,2009,TJK,695026.322811838,9571478.39232262,0.0726143124733296,Not P20 Rural
5 people per room or more,Not P20,Urban,2009,TJK,244569.517821674,3235265.75655958,0.0755948772757859,Not P20 Urban
5 people per room or more,P20,Rural,2009,TJK,359311.78515862,1753874.20794563,0.204867477685012,P20 Rural
5 people per room or more,P20,Urban,2009,TJK,9640.8102003584,108852.739548578,0.088567455815441,P20 Urban
5 people per room or more,Not P20,Rural,2010,TJK,709659.764764396,9855566.28971191,0.0720059856433821,Not P20 Rural
5 people per room or more,Not P20,Urban,2010,TJK,249719.336821438,3311697.68415222,0.0754052333993056,Not P20 Urban
5 people per room or more,P20,Rural,2010,TJK,374959.44175218,1715137.448567,0.218617721900633,P20 Rural
5 people per room or more,P20,Urban,2010,TJK,9829.68941484213,111025.881110185,0.0885351173667958,P20 Urban
5 people per room or more,Not P20,Rural,2011,TJK,709974.236371021,9793193.10069626,0.072496705525039,Not P20 Rural
5 people per room or more,Not P20,Urban,2011,TJK,252345.028387141,3348518.27793455,0.0753602063485805,Not P20 Urban
5 people per room or more,P20,Rural,2011,TJK,375918.058149813,2079798.32516029,0.180747360742702,P20 Rural
5 people per room or more,P20,Urban,2011,TJK,9763.17673310919,110762.873316208,0.0881448489083261,P20 Urban
5 people per room or more,Not P20,Rural,2012,TJK,700192.278778924,9863080.28076278,0.0709912379142445,Not P20 Rural
5 people per room or more,Not P20,Urban,2012,TJK,256819.225865217,3394875.44231868,0.0756490864624509,Not P20 Urban
5 people per room or more,P20,Rural,2012,TJK,414951.474879923,2299283.68892616,0.180469890200334,P20 Rural
5 people per room or more,P20,Urban,2012,TJK,9860.01278412683,128237.673406324,0.0768885813522612,P20 Urban
5 people per room or more,Not P20,Rural,2013,TJK,500215.625065298,6901870.1838012,0.0724753743180091,Not P20 Rural
5 people per room or more,Not P20,Urban,2013,TJK,184264.154137823,2255641.39352411,0.0816903585236735,Not P20 Urban
5 people per room or more,P20,Rural,2013,TJK,245865.652955753,1454273.93833863,0.169064195179507,P20 Rural
5 people per room or more,P20,Urban,2013,TJK,3170.84172831171,57520.5922407791,0.0551253317253531,P20 Urban
5 people per room or more,Not P20,Rural,2014,TJK,497473.954137354,7088506.24178597,0.0701803648284599,Not P20 Rural
5 people per room or more,Not P20,Urban,2014,TJK,182296.902332423,2288412.67984745,0.0796608513568345,Not P20 Urban
5 people per room or more,P20,Rural,2014,TJK,268279.489132261,1579391.13776862,0.169862602566764,P20 Rural
5 people per room or more,P20,Urban,2014,TJK,3246.79618648971,60945.2037224701,0.0532740230268955,P20 Urban
5 people per room or more,Not P20,Rural,2015,TJK,505827.823495568,7302760.13160067,0.0692652934479853,Not P20 Rural
5 people per room or more,Not P20,Urban,2015,TJK,180695.633369891,2323324.46096876,0.0777746011827149,Not P20 Urban
5 people per room or more,P20,Rural,2015,TJK,284202.057257426,1690816.00264841,0.168085738964066,P20 Rural
5 people per room or more,P20,Urban,2015,TJK,3325.94950980799,66988.2810390734,0.0496497216859171,P20 Urban
5 people per room or more,Not P20,Rural,2016,TJK,529200.045550651,7657248.01348093,0.0691109971387854,Not P20 Rural
5 people per room or more,Not P20,Urban,2016,TJK,178643.643671432,2362941.94807537,0.0756022143569536,Not P20 Urban
5 people per room or more,P20,Rural,2016,TJK,289376.742385219,1640032.71439416,0.176445713457684,P20 Rural
5 people per room or more,P20,Urban,2016,TJK,3408.39021685672,63978.4649853831,0.0532740230268955,P20 Urban
5 people per room or more,Not P20,Rural,2017,TJK,1008081.26689143,11327986.591798,0.088990330163467,Not P20 Rural
5 people per room or more,Not P20,Urban,2017,TJK,287899.380063095,3394142.57119751,0.0848224180404769,Not P20 Urban
5 people per room or more,P20,Rural,2017,TJK,508926.114176365,2733656.32667114,0.186170481347998,P20 Rural
5 people per room or more,P20,Urban,2017,TJK,3493.63912700119,107058.099148393,0.032633113746571,P20 Urban
5 people per room or more,Not P20,Rural,2018,TJK,1056738.94625529,11783012.6130607,0.0896832568170184,Not P20 Rural
5 people per room or more,Not P20,Urban,2018,TJK,296824.572511306,3498081.54855485,0.0848535313974975,Not P20 Urban
5 people per room or more,P20,Rural,2018,TJK,500209.488390414,2609404.83038089,0.191694857986984,P20 Rural
5 people per room or more,P20,Urban,2018,TJK,3580.41449105591,106577.991362957,0.0335943138472428,P20 Urban
5 people per room or more,Not P20,Rural,2000,TLS,45914.3724611424,779492.708110164,0.0589028889987428,Not P20 Rural
5 people per room or more,Not P20,Urban,2000,TLS,33282.04712617,436159.603044286,0.0763070373640052,Not P20 Urban
5 people per room or more,P20,Rural,2000,TLS,122780.863203959,526584.589831882,0.23316455812571,P20 Rural
5 people per room or more,P20,Urban,2000,TLS,7499.60366197422,23779.3706202224,0.315382765244275,P20 Urban
5 people per room or more,Not P20,Rural,2001,TLS,41738.6131117754,751197.375351766,0.0555627781476611,Not P20 Rural
5 people per room or more,Not P20,Urban,2001,TLS,33438.2065440487,441520.548751963,0.0757342022666166,Not P20 Urban
5 people per room or more,P20,Rural,2001,TLS,130170.348636625,579762.227465572,0.224523679656854,P20 Rural
5 people per room or more,P20,Urban,2001,TLS,8120.35156669265,27180.3828696365,0.298757806526853,P20 Urban
5 people per room or more,Not P20,Rural,2002,TLS,38691.1026662063,724330.980938069,0.0534163299436648,Not P20 Rural
5 people per room or more,Not P20,Urban,2002,TLS,33885.2530145775,447830.30698349,0.0756653859423292,Not P20 Urban
5 people per room or more,P20,Rural,2002,TLS,137373.339588243,638197.460710272,0.215252093662917,P20 Rural
5 people per room or more,P20,Urban,2002,TLS,8680.10629429167,32195.8246033855,0.269603478128619,P20 Urban
5 people per room or more,Not P20,Rural,2003,TLS,35759.0946456726,694002.040572281,0.0515259214745036,Not P20 Rural
5 people per room or more,Not P20,Urban,2003,TLS,34060.7412189435,456568.734207304,0.0746015630660297,Not P20 Urban
5 people per room or more,P20,Rural,2003,TLS,145060.065720146,704203.068771411,0.205991811386487,P20 Rural
5 people per room or more,P20,Urban,2003,TLS,9657.79796191399,36533.7586959706,0.26435270573403,P20 Urban
5 people per room or more,Not P20,Rural,2004,TLS,33429.3106178795,661795.79832668,0.0505130294003135,Not P20 Rural
5 people per room or more,Not P20,Urban,2004,TLS,34496.7758247695,462352.966690056,0.0746113430864927,Not P20 Urban
5 people per room or more,P20,Rural,2004,TLS,151776.853326015,772977.650263935,0.196353482243878,P20 Rural
5 people per room or more,P20,Urban,2004,TLS,10374.8755221649,43675.076703994,0.237546818577566,P20 Urban
5 people per room or more,Not P20,Rural,2005,TLS,30905.3143974436,627178.708375239,0.04927672764515,Not P20 Rural
5 people per room or more,Not P20,Urban,2005,TLS,35172.8166442354,470035.227167114,0.0748301714665532,Not P20 Urban
5 people per room or more,P20,Rural,2005,TLS,158771.038932921,841737.647167414,0.18862295094821,P20 Rural
5 people per room or more,P20,Urban,2005,TLS,10783.4858926448,48262.5372871406,0.2234338785068,P20 Urban
5 people per room or more,Not P20,Rural,2006,TLS,27201.1861705842,561880.411577637,0.0484109885486295,Not P20 Rural
5 people per room or more,Not P20,Urban,2006,TLS,34330.6239818071,473672.230857597,0.0724775947275831,Not P20 Urban
5 people per room or more,P20,Rural,2006,TLS,166573.173425118,938341.760335642,0.177518661607404,P20 Rural
5 people per room or more,P20,Urban,2006,TLS,12620.096943036,55848.3179822852,0.225970940557942,P20 Urban
5 people per room or more,Not P20,Rural,2007,TLS,23318.6966687081,496067.808038056,0.0470070750225325,Not P20 Rural
5 people per room or more,Not P20,Urban,2007,TLS,33316.0107370513,469777.328513753,0.0709187283312587,Not P20 Urban
5 people per room or more,P20,Rural,2007,TLS,174438.952562706,1034113.80756612,0.168684482584431,P20 Rural
5 people per room or more,P20,Urban,2007,TLS,14524.3236020304,69642.4830772129,0.208555510376149,P20 Urban
5 people per room or more,Not P20,Rural,2008,TLS,19044.1439713229,434632.688650175,0.043816639817101,Not P20 Rural
5 people per room or more,Not P20,Urban,2008,TLS,32876.5219870587,465640.585649754,0.0706049322165139,Not P20 Urban
5 people per room or more,P20,Rural,2008,TLS,182251.676669836,1123204.70494015,0.162260428458183,P20 Rural
5 people per room or more,P20,Urban,2008,TLS,15865.2831342944,84142.9826218406,0.188551470840972,P20 Urban
5 people per room or more,Not P20,Rural,2009,TLS,22354.5744011875,497119.567511494,0.0449682045570871,Not P20 Rural
5 people per room or more,Not P20,Urban,2009,TLS,33905.8726956583,484453.036039195,0.0699879455248478,Not P20 Urban
5 people per room or more,P20,Rural,2009,TLS,182423.361235433,1088889.66038412,0.167531539578657,P20 Rural
5 people per room or more,P20,Urban,2009,TLS,15674.7189329762,74792.8252620505,0.20957516818033,P20 Urban
5 people per room or more,Not P20,Rural,2010,TLS,25885.1584711731,560839.801753892,0.0461542821857926,Not P20 Rural
5 people per room or more,Not P20,Urban,2010,TLS,35427.003190493,501419.884915588,0.0706533670806794,Not P20 Urban
5 people per room or more,P20,Rural,2010,TLS,182852.002232721,1053278.05633044,0.173602783361657,P20 Rural
5 people per room or more,P20,Urban,2010,TLS,15040.2192795515,68150.2452040701,0.220692078722752,P20 Urban
5 people per room or more,Not P20,Rural,2011,TLS,17360.8038439542,422874.175503451,0.0410543013729448,Not P20 Rural
5 people per room or more,Not P20,Urban,2011,TLS,33498.7338089953,468115.968028845,0.0715607586514356,Not P20 Urban
5 people per room or more,P20,Rural,2011,TLS,183045.186817166,1130419.88271012,0.161926722642498,P20 Rural
5 people per room or more,P20,Urban,2011,TLS,16298.85168894,87678.5330561649,0.185893298174815,P20 Urban
5 people per room or more,Not P20,Rural,2012,TLS,17439.4300795656,404170.410032766,0.0431487057109198,Not P20 Rural
5 people per room or more,Not P20,Urban,2012,TLS,32767.0228819223,470320.830292507,0.0696695123232018,Not P20 Urban
5 people per room or more,P20,Rural,2012,TLS,180436.229812863,1141228.26696825,0.158107045746601,P20 Rural
5 people per room or more,P20,Urban,2012,TLS,17826.4651114285,93426.7683300916,0.190806825817251,P20 Urban
5 people per room or more,Not P20,Rural,2013,TLS,17315.1785086765,392806.675268286,0.0440806625723716,Not P20 Rural
5 people per room or more,Not P20,Urban,2013,TLS,33111.4609656249,474913.614465374,0.0697210186380941,Not P20 Urban
5 people per room or more,P20,Rural,2013,TLS,178157.036280166,1146132.78609877,0.155441881116219,P20 Rural
5 people per room or more,P20,Urban,2013,TLS,18295.1291576356,98127.2673402905,0.18644286805818,P20 Urban
5 people per room or more,Not P20,Rural,2014,TLS,15821.899565066,371087.365666496,0.0426365891941614,Not P20 Rural
5 people per room or more,Not P20,Urban,2014,TLS,32559.9928232403,476981.211297573,0.068262631843851,Not P20 Urban
5 people per room or more,P20,Rural,2014,TLS,177249.80226477,1159295.63710933,0.152894392587155,P20 Rural
5 people per room or more,P20,Urban,2014,TLS,19689.1122173956,105244.777275411,0.187079233070843,P20 Urban
5 people per room or more,Not P20,Rural,2015,TLS,14364.870207871,350533.241324356,0.0409800512887132,Not P20 Rural
5 people per room or more,Not P20,Urban,2015,TLS,31517.2912489512,476273.728276427,0.0661747423335908,Not P20 Urban
5 people per room or more,P20,Rural,2015,TLS,176397.817380388,1171504.31645482,0.150573766483592,P20 Rural
5 people per room or more,P20,Urban,2015,TLS,21612.4451899646,115772.819726338,0.186679785817187,P20 Urban
5 people per room or more,Not P20,Rural,2016,TLS,18192.0617492752,426938.873956219,0.0426104598550581,Not P20 Rural
5 people per room or more,Not P20,Urban,2016,TLS,38182.0531868746,555091.198590802,0.068785189323496,Not P20 Urban
5 people per room or more,P20,Rural,2016,TLS,204449.698521053,1312504.20679044,0.155770699601039,P20 Rural
5 people per room or more,P20,Urban,2016,TLS,26702.1781681865,139003.536982907,0.192097113122164,P20 Urban
5 people per room or more,Not P20,Rural,2017,TLS,19621.3914645848,438236.137489839,0.0447735587872183,Not P20 Rural
5 people per room or more,Not P20,Urban,2017,TLS,39137.6937115102,567992.929932259,0.0689052480216223,Not P20 Urban
5 people per room or more,P20,Rural,2017,TLS,208562.240973752,1334621.28155441,0.156270729274482,P20 Rural
5 people per room or more,P20,Urban,2017,TLS,27078.5359638362,140527.686547156,0.192691822011526,P20 Urban
5 people per room or more,Not P20,Rural,2018,TLS,19920.9724144772,447553.059072299,0.0445108619205284,Not P20 Rural
5 people per room or more,Not P20,Urban,2018,TLS,39761.2863618888,578357.94312721,0.0687485783404263,Not P20 Urban
5 people per room or more,P20,Rural,2018,TLS,214174.716069856,1362411.01099311,0.157202719547705,P20 Rural
5 people per room or more,P20,Urban,2018,TLS,27500.1577463772,142408.140615782,0.193108045842497,P20 Urban
5 people per room or more,Not P20,Rural,2000,TZA,1252734.2947963,15422926.035008,0.0812254621433546,Not P20 Rural
5 people per room or more,Not P20,Urban,2000,TZA,3816095.43103077,29578475.5877529,0.129015960261686,Not P20 Urban
5 people per room or more,P20,Rural,2000,TZA,12024030.1141325,77647508.7432796,0.154854035998589,P20 Rural
