educ.category,p20,urban,povcal_year,iso3,value,total,percentage,demographic
Completed secondary education,Not P20,Urban,2007,ARM,2768145.4164995,2899045.30455913,0.954847243037639,Not P20 Urban
Completed secondary education,P20,Rural,2007,ARM,99325.02533413,156797.583758378,0.633460178105727,P20 Rural
Completed secondary education,P20,Urban,2007,ARM,87062.3735542717,115215.342565336,0.755649131580726,P20 Urban
Completed secondary education,Not P20,Rural,2008,ARM,2455388.26061707,2690085.83638737,0.912754614519853,Not P20 Rural
Completed secondary education,Not P20,Urban,2008,ARM,2798658.21182548,2926154.75559701,0.956428639487484,Not P20 Urban
Completed secondary education,P20,Rural,2008,ARM,52180.0286960045,96216.8425217376,0.542316992830188,P20 Rural
Completed secondary education,P20,Urban,2008,ARM,75512.1572488318,102778.565493882,0.734707250349071,P20 Urban
Completed secondary education,Not P20,Rural,2009,ARM,2423881.09540766,2651977.69062375,0.913990002245288,Not P20 Rural
Completed secondary education,Not P20,Urban,2009,ARM,2688788.32863991,2818971.99910455,0.95381874296517,Not P20 Urban
Completed secondary education,P20,Rural,2009,ARM,133170.530754314,190375.114824322,0.699516482903786,P20 Rural
Completed secondary education,P20,Urban,2009,ARM,86774.3497840356,114859.195447382,0.755484569137418,P20 Urban
Completed secondary education,Not P20,Rural,2010,ARM,2289493.44774804,2504881.76405225,0.914012581593566,Not P20 Rural
Completed secondary education,Not P20,Urban,2010,ARM,2620674.5494822,2750546.90519503,0.952783079078732,Not P20 Urban
Completed secondary education,P20,Rural,2010,ARM,299281.642489586,368545.369881768,0.812061870660856,P20 Rural
Completed secondary education,P20,Urban,2010,ARM,102634.611773974,130663.960870947,0.785485233187926,P20 Urban
Completed secondary education,Not P20,Rural,2011,ARM,1305348.24246273,1373756.57708079,0.950203452518916,Not P20 Rural
Completed secondary education,Not P20,Urban,2011,ARM,1851104.46854052,1901724.72468669,0.97338192247855,Not P20 Urban
Completed secondary education,P20,Rural,2011,ARM,163821.392810065,195640.524306289,0.837359199434525,P20 Rural
Completed secondary education,P20,Urban,2011,ARM,25696.809368483,31302.2394134157,0.820925590309993,P20 Urban
Completed secondary education,Not P20,Rural,2012,ARM,1289733.19626371,1359024.59643129,0.949013873369521,Not P20 Rural
Completed secondary education,Not P20,Urban,2012,ARM,1864054.13641123,1914898.95491791,0.973447779907084,Not P20 Urban
Completed secondary education,P20,Rural,2012,ARM,200547.462419633,232451.668731603,0.862749076029185,P20 Rural
Completed secondary education,P20,Urban,2012,ARM,25765.5149308128,31385.9322147375,0.820925590309993,P20 Urban
Completed secondary education,Not P20,Rural,2013,ARM,1255594.5107914,1318065.74506203,0.952603855684234,Not P20 Rural
Completed secondary education,Not P20,Urban,2013,ARM,1878709.01653194,1929878.89661557,0.973485445033171,Not P20 Urban
Completed secondary education,P20,Rural,2013,ARM,274550.555820204,314446.903640588,0.873122147623418,P20 Rural
Completed secondary education,P20,Urban,2013,ARM,28725.7933029292,34372.2351059981,0.835726661776394,P20 Urban
Completed secondary education,Not P20,Rural,2014,ARM,1258676.54674514,1322174.2767623,0.951974765253599,Not P20 Rural
Completed secondary education,Not P20,Urban,2014,ARM,1915735.74901701,1967257.41570058,0.97381040921621,Not P20 Urban
Completed secondary education,P20,Rural,2014,ARM,291952.798410252,332053.186554695,0.879235044962178,P20 Rural
Completed secondary education,P20,Urban,2014,ARM,28872.7044989312,34548.0236774548,0.835726661776394,P20 Urban
Completed secondary education,Not P20,Rural,2015,ARM,1273665.99469926,1338160.6216799,0.951803523481597,Not P20 Rural
Completed secondary education,Not P20,Urban,2015,ARM,1924442.97249691,1976287.76562566,0.973766576897095,Not P20 Urban
Completed secondary education,P20,Rural,2015,ARM,297471.153321807,337752.601609403,0.88073682306027,P20 Rural
Completed secondary education,P20,Urban,2015,ARM,29003.0697211071,34704.0139409447,0.835726661776394,P20 Urban
Completed secondary education,Not P20,Rural,2016,ARM,1999153.28200878,2110846.8123818,0.947085913711099,Not P20 Rural
Completed secondary education,Not P20,Urban,2016,ARM,2746523.17401695,2850850.71396931,0.963404769165516,Not P20 Urban
Completed secondary education,P20,Rural,2016,ARM,748894.965175073,856495.869328984,0.874370784487017,P20 Rural
Completed secondary education,P20,Urban,2016,ARM,48377.017813936,54098.6043199056,0.894237816707142,P20 Urban
Completed secondary education,Not P20,Rural,2017,ARM,1982280.56504383,2089247.4432705,0.948801240096658,Not P20 Rural
Completed secondary education,Not P20,Urban,2017,ARM,2745531.77028431,2849655.40693905,0.963460972719299,Not P20 Urban
Completed secondary education,P20,Rural,2017,ARM,766896.833913713,895483.473685995,0.856405345770377,P20 Rural
Completed secondary education,P20,Urban,2017,ARM,49493.2082499702,55231.6761044495,0.896101870172703,P20 Urban
Completed secondary education,Not P20,Rural,2018,ARM,1923693.83455961,2030503.65934226,0.947397373902172,Not P20 Rural
Completed secondary education,Not P20,Urban,2018,ARM,2743452.28026217,2847392.78296116,0.963496254074616,Not P20 Urban
Completed secondary education,P20,Rural,2018,ARM,840267.757568593,968534.38566264,0.867566263012654,P20 Rural
Completed secondary education,P20,Urban,2018,ARM,51369.1277792431,57121.1720339379,0.899301011343442,P20 Urban
Completed secondary education,Not P20,Rural,2000,AZE,2068898.66305628,4012972.98595812,0.515552601598768,Not P20 Rural
Completed secondary education,Not P20,Urban,2000,AZE,2436964.22980209,4026998.74789584,0.605156440904144,Not P20 Urban
Completed secondary education,Not P20,Rural,2001,AZE,2084990.03997989,4044184.88727275,0.515552601598768,Not P20 Rural
Completed secondary education,Not P20,Urban,2001,AZE,2455918.32874919,4058319.73808274,0.605156440904144,Not P20 Urban
Completed secondary education,Not P20,Rural,2002,AZE,2100605.87301677,4074474.39214279,0.515552601598767,Not P20 Rural
Completed secondary education,Not P20,Urban,2002,AZE,2474312.28259961,4088715.10795262,0.605156440904144,Not P20 Urban
Completed secondary education,Not P20,Rural,2003,AZE,2116581.57710307,4105461.92675468,0.515552601598768,Not P20 Rural
Completed secondary education,Not P20,Urban,2003,AZE,2493130.1300367,4119810.94725159,0.605156440904144,Not P20 Urban
Completed secondary education,Not P20,Rural,2004,AZE,2135192.05137254,4141560.03626234,0.515552601598768,Not P20 Rural
Completed secondary education,Not P20,Urban,2004,AZE,2515051.48409054,4156035.22344219,0.605156440904144,Not P20 Urban
Completed secondary education,Not P20,Rural,2005,AZE,2157131.33284905,4184114.92088222,0.515552601598768,Not P20 Rural
Completed secondary education,Not P20,Urban,2005,AZE,2540893.85382112,4198738.84185197,0.605156440904144,Not P20 Urban
Completed secondary education,Not P20,Rural,2006,AZE,2180959.93733496,4230334.46164686,0.515552601598768,Not P20 Rural
Completed secondary education,Not P20,Urban,2006,AZE,2568961.66488176,4245119.92476452,0.605156440904144,Not P20 Urban
Completed secondary education,Not P20,Rural,2007,AZE,2205829.59735667,4278573.30273617,0.515552601598768,Not P20 Rural
Completed secondary education,Not P20,Urban,2007,AZE,2598255.73953243,4293527.36566839,0.605156440904144,Not P20 Urban
Completed secondary education,Not P20,Rural,2008,AZE,2252638.53885488,4369367.02844537,0.515552601598768,Not P20 Rural
Completed secondary education,Not P20,Urban,2008,AZE,2653392.18391368,4384638.42498204,0.605156440904144,Not P20 Urban
Completed secondary education,Not P20,Rural,2009,AZE,2299895.51980961,4461029.80118317,0.515552601598767,Not P20 Rural
Completed secondary education,Not P20,Urban,2009,AZE,2709056.37581035,4476621.56873492,0.605156440904144,Not P20 Urban
Completed secondary education,Not P20,Rural,2010,AZE,2327422.82753121,4514423.59191613,0.515552601598768,Not P20 Rural
Completed secondary education,Not P20,Urban,2010,AZE,2741480.90459862,4530201.9763727,0.605156440904144,Not P20 Urban
Completed secondary education,Not P20,Rural,2011,AZE,2357947.60404364,4573631.47180611,0.515552601598767,Not P20 Rural
Completed secondary education,Not P20,Urban,2011,AZE,2777436.16418277,4589616.79401957,0.605156440904144,Not P20 Urban
Completed secondary education,Not P20,Rural,2012,AZE,2389488.2451184,4634809.78993883,0.515552601598768,Not P20 Rural
Completed secondary education,Not P20,Urban,2012,AZE,2814588.01480588,4651008.93679773,0.605156440904144,Not P20 Urban
Completed secondary education,Not P20,Rural,2013,AZE,2420595.75568013,4695147.97941796,0.515552601598768,Not P20 Rural
Completed secondary education,Not P20,Urban,2013,AZE,2851229.67921932,4711558.01458444,0.605156440904144,Not P20 Urban
Completed secondary education,Not P20,Rural,2014,AZE,2450999.20423875,4754120.5235664,0.515552601598768,Not P20 Rural
Completed secondary education,Not P20,Urban,2014,AZE,2887042.02610853,4770736.67396665,0.605156440904144,Not P20 Urban
Completed secondary education,Not P20,Rural,2015,AZE,2480370.33698707,4811090.71954105,0.515552601598767,Not P20 Rural
Completed secondary education,Not P20,Urban,2015,AZE,2921638.40396625,4827905.98675795,0.605156440904144,Not P20 Urban
Completed secondary education,Not P20,Rural,2016,AZE,2508252.88884459,4865173.56534776,0.515552601598768,Not P20 Rural
Completed secondary education,Not P20,Urban,2016,AZE,2954481.3762808,4882177.85778931,0.605156440904144,Not P20 Urban
Completed secondary education,Not P20,Rural,2017,AZE,2532986.56901976,4913148.65091318,0.515552601598768,Not P20 Rural
Completed secondary education,Not P20,Urban,2017,AZE,2983615.27971193,4930320.62131604,0.605156440904144,Not P20 Urban
Completed secondary education,Not P20,Rural,2018,AZE,2555033.04065885,4955911.44867759,0.515552601598768,Not P20 Rural
Completed secondary education,Not P20,Urban,2018,AZE,3009583.90917512,4973232.87954863,0.605156440904144,Not P20 Urban
Completed secondary education,Not P20,Rural,2000,BDI,94274.3044527648,1701802.16757669,0.0553967471947744,Not P20 Rural
Completed secondary education,Not P20,Urban,2000,BDI,187862.170415075,889778.381120443,0.211133664743025,Not P20 Urban
Completed secondary education,P20,Rural,2000,BDI,6146.9689694477,5665017.66231375,0.00108507498755743,P20 Rural
Completed secondary education,Not P20,Rural,2001,BDI,96887.3736705279,1733356.8870677,0.0558958021821064,Not P20 Rural
Completed secondary education,Not P20,Urban,2001,BDI,192368.14127499,909446.096615496,0.211522312307335,Not P20 Urban
Completed secondary education,P20,Rural,2001,BDI,6134.33064106532,5785118.06242438,0.00106036395020339,P20 Rural
Completed secondary education,Not P20,Rural,2002,BDI,99493.9417141273,1792283.08576607,0.0555124034279444,Not P20 Rural
Completed secondary education,Not P20,Urban,2002,BDI,196700.976606181,932126.078867103,0.21102400315336,Not P20 Urban
Completed secondary education,P20,Rural,2002,BDI,6298.3657897039,5937947.15766971,0.00106069751421898,P20 Rural
Completed secondary education,Not P20,Rural,2003,BDI,102933.090318677,1716292.24847721,0.0599741042995475,Not P20 Rural
Completed secondary education,Not P20,Urban,2003,BDI,202370.191274484,947083.210325964,0.21367730846462,Not P20 Urban
Completed secondary education,P20,Rural,2003,BDI,6730.54176297608,6235252.53418663,0.0010794337079491,P20 Rural
Completed secondary education,P20,Urban,2003,BDI,546.626932511254,160834.042256564,0.00339870169798549,P20 Urban
Completed secondary education,Not P20,Rural,2004,BDI,106392.660131747,1628666.79925674,0.0653250009027636,Not P20 Rural
Completed secondary education,Not P20,Urban,2004,BDI,209816.093564864,960980.79399842,0.218335366195891,Not P20 Urban
Completed secondary education,P20,Rural,2004,BDI,7474.60864709958,6562740.18230116,0.00113894629978764,P20 Rural
Completed secondary education,P20,Urban,2004,BDI,564.233402266324,171933.321156738,0.00328169896603088,P20 Urban
Completed secondary education,Not P20,Rural,2005,BDI,109634.292090534,1495159.51096623,0.0733261510136028,Not P20 Rural
Completed secondary education,Not P20,Urban,2005,BDI,218170.535956525,981175.528893982,0.222356275234927,Not P20 Urban
Completed secondary education,P20,Rural,2005,BDI,9037.56430652585,6917633.97769669,0.00130645309301765,P20 Rural
Completed secondary education,P20,Urban,2005,BDI,582.680878647182,187716.03037776,0.00310405497854709,P20 Urban
Completed secondary education,Not P20,Rural,2006,BDI,113798.444854216,1510982.52321913,0.075314203245561,Not P20 Rural
Completed secondary education,Not P20,Urban,2006,BDI,226208.536825742,1010265.05782954,0.223910086835756,Not P20 Urban
Completed secondary education,P20,Rural,2006,BDI,9396.66258381404,7147549.712712,0.00131466907702677,P20 Rural
Completed secondary education,P20,Urban,2006,BDI,601.905119190976,194244.987720217,0.00309869060846984,P20 Urban
Completed secondary education,Not P20,Rural,2007,BDI,116729.111575565,1565633.03442264,0.0745571337657747,Not P20 Rural
Completed secondary education,Not P20,Urban,2007,BDI,232429.466522216,1039051.70495692,0.223693840656229,Not P20 Urban
Completed secondary education,P20,Rural,2007,BDI,9613.47879905568,7428321.21582617,0.00129416573674466,P20 Rural
Completed secondary education,P20,Urban,2007,BDI,622.029545378064,202949.33444063,0.0030649499151722,P20 Urban
Completed secondary education,Not P20,Rural,2008,BDI,119800.534253792,1623154.19817116,0.0738072417203329,Not P20 Rural
Completed secondary education,Not P20,Urban,2008,BDI,238930.95496233,1070208.46463854,0.223256461574548,Not P20 Urban
Completed secondary education,P20,Rural,2008,BDI,9841.86897718092,7707892.52531503,0.00127685602061229,P20 Rural
Completed secondary education,P20,Urban,2008,BDI,642.907396409685,220276.924606595,0.00291863252384647,P20 Urban
Completed secondary education,Not P20,Rural,2009,BDI,123294.730553598,1591406.5255671,0.0774753204619801,Not P20 Rural
Completed secondary education,Not P20,Urban,2009,BDI,246133.564818365,1098180.36854362,0.22412854196691,Not P20 Urban
Completed secondary education,P20,Rural,2009,BDI,10114.0378471495,8068155.98760374,0.00125357490146313,P20 Rural
Completed secondary education,P20,Urban,2009,BDI,664.392702650413,239312.206103243,0.0027762591531323,P20 Urban
Completed secondary education,Not P20,Rural,2010,BDI,125644.981445821,1584564.30438844,0.0792930782915207,Not P20 Rural
Completed secondary education,Not P20,Urban,2010,BDI,253543.786124903,1127902.82560593,0.224792225330844,Not P20 Urban
Completed secondary education,P20,Rural,2010,BDI,11646.4921546084,8404076.16062283,0.00138581468468573,P20 Rural
Completed secondary education,P20,Urban,2010,BDI,686.381821703279,258427.501522735,0.00265599372225829,P20 Urban
Completed secondary education,Not P20,Rural,2011,BDI,127834.80625341,1425733.15622066,0.0896625050035836,Not P20 Rural
Completed secondary education,Not P20,Urban,2011,BDI,260135.86318732,1139733.95809389,0.228242618674252,Not P20 Urban
Completed secondary education,P20,Rural,2011,BDI,12721.2747188821,8893486.87958933,0.00143040349540264,P20 Rural
Completed secondary education,P20,Urban,2011,BDI,708.756237300603,296058.702326886,0.00239397197829384,P20 Urban
Completed secondary education,Not P20,Rural,2012,BDI,71745.3853611233,1011717.48025136,0.070914446732005,Not P20 Rural
Completed secondary education,Not P20,Urban,2012,BDI,170908.144904617,810025.87902825,0.210990968720218,Not P20 Urban
Completed secondary education,P20,Rural,2012,BDI,6740.56542683514,7805818.44753236,0.000863530899692656,P20 Rural
Completed secondary education,P20,Urban,2012,BDI,731.508670739697,208918.037969206,0.00350141461144451,P20 Urban
Completed secondary education,Not P20,Rural,2013,BDI,71791.2595157242,914674.330369649,0.0784883287221049,Not P20 Rural
