sleeping.category,p20,povcal_year,iso3,value,total,percentage,demographic
5 people per room or more,Not P20,2006,TJK,808431.322561373,11578542.1812781,0.0698215120612129,Not P20
5 people per room or more,P20,2006,TJK,401415.15370761,2210201.29846266,0.18161927331543,P20
5 people per room or more,Not P20,2007,TJK,862209.114410669,11992533.4234743,0.0718954939681862,Not P20
5 people per room or more,P20,2007,TJK,381577.403971327,2075238.13209413,0.183871623246569,P20
5 people per room or more,Not P20,2008,TJK,917243.878603458,12456245.5785285,0.0736372667687737,Not P20
5 people per room or more,P20,2008,TJK,344217.029816641,1904841.58106771,0.180706381694849,P20
5 people per room or more,Not P20,2009,TJK,939595.840633512,12806744.1488822,0.0733672688163696,Not P20
5 people per room or more,P20,2009,TJK,368952.595358979,1862726.94749421,0.198071218036172,P20
5 people per room or more,Not P20,2010,TJK,959379.101585833,13167263.9738641,0.0728609302198329,Not P20
5 people per room or more,P20,2010,TJK,384789.131167023,1826163.32967718,0.210709044976302,P20
5 people per room or more,Not P20,2011,TJK,962319.264758162,13141711.3786308,0.0732263277614626,Not P20
5 people per room or more,P20,2011,TJK,385681.234882922,2190561.19847649,0.176065035366809,P20
5 people per room or more,Not P20,2012,TJK,957011.504644142,13257955.7230815,0.0721839418258149,Not P20
5 people per room or more,P20,2012,TJK,424811.48766405,2427521.36233248,0.174998042965056,P20
5 people per room or more,Not P20,2013,TJK,684479.779203121,9157511.57732531,0.0747451721380233,Not P20
5 people per room or more,P20,2013,TJK,249036.494684065,1511794.53057941,0.164729061818089,P20
5 people per room or more,Not P20,2014,TJK,679770.856469777,9376918.92163341,0.0724940529134238,Not P20
5 people per room or more,P20,2014,TJK,271526.28531875,1640336.34149109,0.165530860013702,P20
5 people per room or more,Not P20,2015,TJK,686523.456865459,9626084.59256942,0.0713190758156645,Not P20
5 people per room or more,P20,2015,TJK,287528.006767234,1757804.28368748,0.163572252858586,P20
5 people per room or more,Not P20,2016,TJK,707843.689222083,10020189.9615563,0.0706417435136273,Not P20
5 people per room or more,P20,2016,TJK,292785.132602076,1704011.17937955,0.17182113365517,P20
5 people per room or more,Not P20,2017,TJK,1295980.64695453,14722129.1629955,0.0880294305671501,Not P20
5 people per room or more,P20,2017,TJK,512419.753303366,2840714.42581953,0.180384113463125,P20
5 people per room or more,Not P20,2018,TJK,1353563.5187666,15281094.1616156,0.0885776571004058,Not P20
5 people per room or more,P20,2018,TJK,503789.90288147,2715982.82174384,0.185490828162898,P20
5 people per room or more,Not P20,2000,TLS,79196.4195873125,1215652.31115445,0.0651472619766612,Not P20
5 people per room or more,P20,2000,TLS,130280.466865933,550363.960452104,0.236716929573137,P20
5 people per room or more,Not P20,2001,TLS,75176.8196558241,1192717.92410373,0.0630298397773438,Not P20
5 people per room or more,P20,2001,TLS,138290.700203317,606942.610335209,0.227848066437353,P20
5 people per room or more,Not P20,2002,TLS,72576.3556807837,1172161.28792156,0.0619166973253942,Not P20
5 people per room or more,P20,2002,TLS,146053.445882535,670393.285313658,0.217862334068875,P20
5 people per room or more,Not P20,2003,TLS,69819.8358646161,1150570.77477959,0.0606827823155784,Not P20
5 people per room or more,P20,2003,TLS,154717.86368206,740736.827467381,0.208870219415239,P20
5 people per room or more,Not P20,2004,TLS,67926.0864426489,1124148.76501674,0.0604244638756844,Not P20
5 people per room or more,P20,2004,TLS,162151.728848179,816652.726967929,0.198556526530214,P20
5 people per room or more,Not P20,2005,TLS,66078.131041679,1097213.93554235,0.0602235616056193,Not P20
5 people per room or more,P20,2005,TLS,169554.524825566,890000.184454556,0.190510662567423,P20
5 people per room or more,Not P20,2006,TLS,61531.8101523914,1035552.64243524,0.0594192971278519,Not P20
5 people per room or more,P20,2006,TLS,179193.270368155,994190.078317927,0.180240453285686,P20
5 people per room or more,Not P20,2007,TLS,56634.7074057594,965845.13655181,0.0586374619102526,Not P20
5 people per room or more,P20,2007,TLS,188963.276164736,1103756.29064333,0.1712001804806,P20
5 people per room or more,Not P20,2008,TLS,51920.6659583816,900273.274299933,0.0576721173898624,Not P20
5 people per room or more,P20,2008,TLS,198116.959804131,1207347.68756199,0.164092714836925,P20
5 people per room or more,Not P20,2009,TLS,56260.4470968459,981572.603550688,0.0573166436118249,Not P20
5 people per room or more,P20,2009,TLS,198098.080168409,1163682.48564617,0.170233790240822,P20
5 people per room or more,Not P20,2010,TLS,61312.1616616661,1062259.68666948,0.0577186185554112,Not P20
5 people per room or more,P20,2010,TLS,197892.221512273,1121428.30153451,0.176464443818196,P20
5 people per room or more,Not P20,2011,TLS,50859.5376529495,890990.143532304,0.0570820429632571,Not P20
5 people per room or more,P20,2011,TLS,199344.038506105,1218098.41576628,0.163651832993069,P20
5 people per room or more,Not P20,2012,TLS,50206.452961488,874491.240325281,0.0574121851041217,Not P20
5 people per room or more,P20,2012,TLS,198262.694924292,1234655.03529835,0.160581449276139,P20
5 people per room or more,Not P20,2013,TLS,50426.6394743015,867720.289733659,0.0581139337997727,Not P20
5 people per room or more,P20,2013,TLS,196452.165437802,1244260.05343905,0.157886741517435,P20
5 people per room or more,Not P20,2014,TLS,48381.8923883063,848068.576964071,0.0570495048425264,Not P20
5 people per room or more,P20,2014,TLS,196938.914482166,1264540.41438474,0.155739517884832,P20
5 people per room or more,Not P20,2015,TLS,45882.1614568222,826806.969600791,0.0554931962885794,Not P20
5 people per room or more,P20,2015,TLS,198010.262570352,1287277.13618116,0.153821004820896,P20
5 people per room or more,Not P20,2016,TLS,56374.1149361498,982030.072547018,0.0574056910395182,Not P20
5 people per room or more,P20,2016,TLS,231151.87668924,1451507.74377334,0.159249496036678,P20
5 people per room or more,Not P20,2017,TLS,58759.085176095,1006229.06742209,0.0583953366867374,Not P20
5 people per room or more,P20,2017,TLS,235640.776937588,1475148.96810157,0.15974032591491,P20
5 people per room or more,Not P20,2018,TLS,59682.258776366,1025911.00219951,0.058174889097017,Not P20
5 people per room or more,P20,2018,TLS,241674.873816233,1504819.1516089,0.160600610085167,P20
5 people per room or more,Not P20,2000,TZA,5068829.72582707,45001401.6227609,0.112637152245128,Not P20
5 people per room or more,P20,2000,TZA,14079879.3370402,88880856.4160558,0.158412957579206,P20
5 people per room or more,Not P20,2001,TZA,5071644.8751077,46800481.1710425,0.108367366065581,Not P20
5 people per room or more,P20,2001,TZA,14460760.6798002,90625449.6100308,0.159566222755596,P20
5 people per room or more,Not P20,2002,TZA,4881118.74471565,48404630.0769892,0.100839914217959,Not P20
5 people per room or more,P20,2002,TZA,15044354.3463037,92813784.8382979,0.162091809665065,P20
5 people per room or more,Not P20,2003,TZA,4897468.72223899,53728866.9569224,0.0911515354709708,Not P20
5 people per room or more,P20,2003,TZA,14738992.6732303,91498096.551294,0.161085238149928,P20
5 people per room or more,Not P20,2004,TZA,5660931.47069755,58484649.829226,0.0967934575521501,Not P20
5 people per room or more,P20,2004,TZA,14258146.7956342,90906692.567982,0.15684375256499,P20
5 people per room or more,Not P20,2005,TZA,5611578.58309672,63698252.6570725,0.088096271860193,Not P20
5 people per room or more,P20,2005,TZA,14329716.9817271,89971634.416562,0.159269274973727,P20
5 people per room or more,Not P20,2006,TZA,6174561.61555508,63768743.5859874,0.0968273995743563,Not P20
5 people per room or more,P20,2006,TZA,14953868.5878441,94290761.8810163,0.15859314623753,P20
5 people per room or more,Not P20,2007,TZA,6375432.26146174,65615565.5451426,0.0971634124996688,Not P20
5 people per room or more,P20,2007,TZA,15973869.8334003,96971088.2353448,0.164728169231559,P20
5 people per room or more,Not P20,2008,TZA,7366045.25505078,68870845.527376,0.106954476871099,Not P20
5 people per room or more,P20,2008,TZA,15464217.5014383,98401923.4255329,0.157153610042399,P20
5 people per room or more,Not P20,2009,TZA,4672001.83354329,47272862.31732,0.0988305256868599,Not P20
5 people per room or more,P20,2009,TZA,11342763.6490406,78236338.4647368,0.144980757939651,P20
5 people per room or more,Not P20,2010,TZA,7002585.81152507,63275061.9358097,0.110668968109884,Not P20
5 people per room or more,P20,2010,TZA,15778450.6934742,99849298.7551527,0.158022649033977,P20
5 people per room or more,Not P20,2011,TZA,4959330.64477857,47902722.5817048,0.103529202047331,Not P20
5 people per room or more,P20,2011,TZA,12339501.0346555,82836629.8844652,0.148961891036197,P20
5 people per room or more,Not P20,2012,TZA,8439063.38606797,71359948.1310152,0.118260503364913,Not P20
5 people per room or more,P20,2012,TZA,18394519.1870473,112819369.001419,0.163043982162459,P20
5 people per room or more,Not P20,2013,TZA,7614617.85845549,64998811.0817723,0.117150109851638,Not P20
5 people per room or more,P20,2013,TZA,18332892.7978869,110946465.483665,0.165240890892429,P20
5 people per room or more,Not P20,2014,TZA,7690470.5549267,63358750.8548395,0.121379769189993,Not P20
5 people per room or more,P20,2014,TZA,17951750.8271108,109932821.160602,0.163297463283371,P20
5 people per room or more,Not P20,2015,TZA,7783404.84866727,61881433.0843091,0.125779324439092,Not P20
5 people per room or more,P20,2015,TZA,17918679.2473456,108468555.478241,0.165196993435947,P20
5 people per room or more,Not P20,2016,TZA,10537805.3821272,77888114.5175395,0.135294138873451,Not P20
5 people per room or more,P20,2016,TZA,22052930.4297344,132854684.467327,0.165992870467114,P20
5 people per room or more,Not P20,2017,TZA,10686547.1366451,79579343.453448,0.134287953040181,Not P20
5 people per room or more,P20,2017,TZA,23070417.4762821,137590534.152761,0.167674452449381,P20
5 people per room or more,Not P20,2018,TZA,10193147.1292617,80028093.8720215,0.127369610296632,Not P20
5 people per room or more,P20,2018,TZA,24220358.3142318,143729868.582607,0.168513048492154,P20
5 people per room or more,Not P20,2000,UGA,6947308.98346949,37494604.2637224,0.185288233330984,Not P20
5 people per room or more,P20,2000,UGA,10118931.5707808,31598608.3469109,0.320233456476573,P20
5 people per room or more,Not P20,2001,UGA,6935084.4329451,37818145.7665106,0.183379811262095,Not P20
5 people per room or more,P20,2001,UGA,10687505.9520805,33419882.3330331,0.319794840854861,P20
5 people per room or more,Not P20,2002,UGA,6958125.96835307,38166453.5271729,0.182309995436154,Not P20
5 people per room or more,P20,2002,UGA,11176976.7750845,35343648.4568121,0.316237209883471,P20
5 people per room or more,Not P20,2003,UGA,7061445.05067437,39273430.3331973,0.179802094972728,Not P20
5 people per room or more,P20,2003,UGA,11608029.4348374,36588102.3202875,0.317262407687127,P20
5 people per room or more,Not P20,2004,UGA,7254260.36240582,40251822.5449864,0.180221910555685,Not P20
5 people per room or more,P20,2004,UGA,12062822.8205242,38025852.4611244,0.31722688749336,P20
5 people per room or more,Not P20,2005,UGA,7555671.6387045,41132281.9272437,0.183692012324267,Not P20
5 people per room or more,P20,2005,UGA,12555520.8659191,39611831.1540033,0.316963909522525,P20
5 people per room or more,Not P20,2006,UGA,7981111.61474351,43280875.2935885,0.184402731243418,Not P20
5 people per room or more,P20,2006,UGA,12697071.3698408,40013288.4024511,0.31732136689528,P20
5 people per room or more,Not P20,2007,UGA,5884001.94882821,33123021.8851593,0.177640855632937,Not P20
5 people per room or more,P20,2007,UGA,9919521.88803154,32049760.2709261,0.309503778005791,P20
5 people per room or more,Not P20,2008,UGA,6099855.95602285,34666314.4496067,0.175959171110907,Not P20
5 people per room or more,P20,2008,UGA,9771732.65128083,31518083.3280286,0.31003575152652,P20
5 people per room or more,Not P20,2009,UGA,6121475.15178669,34938217.044378,0.175208573007927,Not P20
5 people per room or more,P20,2009,UGA,9679236.8823408,32152231.9118474,0.301044011777428,P20
5 people per room or more,Not P20,2010,UGA,6146097.83371585,35170714.2617625,0.174750441175938,Not P20
5 people per room or more,P20,2010,UGA,9659413.69944781,32774160.4477205,0.294726503058895,P20
5 people per room or more,Not P20,2011,UGA,10596061.1271168,52722452.5217569,0.200978152955691,Not P20
5 people per room or more,P20,2011,UGA,13764249.4645491,43141880.3016372,0.319046118720669,P20
5 people per room or more,Not P20,2012,UGA,8752146.65319534,41777888.0673625,0.209492318977048,Not P20
5 people per room or more,P20,2012,UGA,11543197.4124777,34413599.9071282,0.335425455158113,P20
5 people per room or more,Not P20,2013,UGA,8718022.72817876,40326600.5454777,0.216185411372504,Not P20
5 people per room or more,P20,2013,UGA,11745628.4296651,36723168.5698535,0.319842456059395,P20
5 people per room or more,Not P20,2014,UGA,8685311.09387052,40049981.1362004,0.216861802364747,Not P20
5 people per room or more,P20,2014,UGA,11849916.0688364,37896241.7353787,0.312693700646673,P20
5 people per room or more,Not P20,2015,UGA,8474164.23740216,39050585.7706955,0.217004791865668,Not P20
5 people per room or more,P20,2015,UGA,12326482.7764676,40027178.0493024,0.307952830481449,P20
5 people per room or more,Not P20,2016,UGA,14206098.7644952,59766575.0415136,0.237693037531894,Not P20
5 people per room or more,P20,2016,UGA,17135046.4682824,55033710.437635,0.311355464351256,P20
5 people per room or more,Not P20,2017,UGA,14814362.748282,61414200.9564428,0.241220475355347,Not P20
5 people per room or more,P20,2017,UGA,17958480.9995957,57729287.4287486,0.311080940012651,P20
5 people per room or more,Not P20,2018,UGA,15047233.7254622,62183967.9384604,0.241979311136167,Not P20
5 people per room or more,P20,2018,UGA,18744349.6688441,61531451.0800159,0.304630385596934,P20
5 people per room or more,Not P20,2000,VNM,4254353.78042353,56863269.2965489,0.0748172560785513,Not P20
5 people per room or more,P20,2000,VNM,7262755.74525464,23021961.5463588,0.315470761717232,P20
5 people per room or more,Not P20,2001,VNM,4060965.36000466,55343652.7659652,0.0733772556932137,Not P20
5 people per room or more,P20,2001,VNM,7576068.92734152,25373402.8718938,0.298583085823839,P20
5 people per room or more,Not P20,2002,VNM,3881944.96275372,54189782.5135717,0.0716361052340725,Not P20
5 people per room or more,P20,2002,VNM,7869223.27712746,27318931.5803387,0.288050184319467,P20
5 people per room or more,Not P20,2003,VNM,4073553.49987173,56076131.9848526,0.0726432682798465,Not P20
5 people per room or more,P20,2003,VNM,7788194.70756696,26199589.3355878,0.297263999363074,P20
5 people per room or more,Not P20,2004,VNM,4349590.05534852,58196591.2411631,0.0747396017977082,Not P20
5 people per room or more,P20,2004,VNM,7621861.26151867,24840055.2229813,0.306837532891922,P20
5 people per room or more,Not P20,2005,VNM,4579732.48762294,60787129.9523191,0.0753404954505212,Not P20
5 people per room or more,P20,2005,VNM,7502672.22537051,23019113.9218862,0.325932277446922,P20
5 people per room or more,Not P20,2006,VNM,4926256.28710106,63433945.6530622,0.077659622720682,Not P20
5 people per room or more,P20,2006,VNM,7269269.32192037,21156929.8921543,0.343588098981037,P20
5 people per room or more,Not P20,2007,VNM,5105467.01600837,65967203.7024705,0.0773940189891233,Not P20
5 people per room or more,P20,2007,VNM,7205654.40813887,19425470.102562,0.370938482831802,P20
