sleeping.category,p20,povcal_year,iso3,value,total,percentage,demographic
5 people per room or more,Not P20,2001,KEN,8190635.78420224,41130708.7491996,0.19913675288568,Not P20
5 people per room or more,P20,2001,KEN,10258538.8905725,24493965.3782664,0.418819032857576,P20
5 people per room or more,Not P20,2002,KEN,7711510.33672498,40051490.6452889,0.192539908315049,Not P20
5 people per room or more,P20,2002,KEN,11245348.3935399,27377537.8942375,0.410750902326641,P20
5 people per room or more,Not P20,2003,KEN,7535926.07547114,39376349.4747771,0.191382039625038,Not P20
5 people per room or more,P20,2003,KEN,11941662.0302652,29904713.7767155,0.399323736031316,P20
5 people per room or more,Not P20,2004,KEN,7194831.05573098,38455307.789912,0.187095916512685,Not P20
5 people per room or more,P20,2004,KEN,12820145.6655463,32736631.8056772,0.391614682342581,P20
5 people per room or more,Not P20,2005,KEN,6871058.81221652,37445991.4905189,0.183492505838876,Not P20
5 people per room or more,P20,2005,KEN,13701229.0594214,35723010.6124791,0.383540715760254,P20
5 people per room or more,Not P20,2006,KEN,6961228.37390699,38050178.9586677,0.182948636889952,Not P20
5 people per room or more,P20,2006,KEN,14184600.7978759,37164840.675163,0.381667203200346,P20
5 people per room or more,Not P20,2007,KEN,7009336.35974775,38553465.7444112,0.181808203864625,Not P20
5 people per room or more,P20,2007,KEN,14731874.7875891,38773019.9671928,0.379951698373101,P20
5 people per room or more,Not P20,2008,KEN,7120369.62374843,39125978.1788064,0.181985728029807,Not P20
5 people per room or more,P20,2008,KEN,15230877.7481484,40370209.905049,0.377280122743267,P20
5 people per room or more,Not P20,2009,KEN,7185100.5914957,39385910.8508619,0.18242819415051,Not P20
5 people per room or more,P20,2009,KEN,15788222.1493881,42327447.2436784,0.373001992265103,P20
5 people per room or more,Not P20,2010,KEN,6975439.64042323,37641403.4281996,0.185312953427169,Not P20
5 people per room or more,P20,2010,KEN,15131768.2459054,41496508.1154647,0.364651604028972,P20
5 people per room or more,Not P20,2011,KEN,6464868.49120346,34950571.2527019,0.184971754666347,Not P20
5 people per room or more,P20,2011,KEN,14817344.7440976,41858947.8880474,0.353982732287655,P20
5 people per room or more,Not P20,2012,KEN,6210726.12052638,33366412.3610107,0.186137066620436,Not P20
5 people per room or more,P20,2012,KEN,14224022.8257564,40945158.0801962,0.347392060323637,P20
5 people per room or more,Not P20,2013,KEN,5654055.90836222,30624828.9892088,0.18462326468352,Not P20
5 people per room or more,P20,2013,KEN,13841204.7362831,41184129.8554569,0.336081028902671,P20
5 people per room or more,Not P20,2014,KEN,8427848.605224,41567210.9493479,0.202752323592118,Not P20
5 people per room or more,P20,2014,KEN,16725842.2696328,51730566.5036609,0.323326099056912,P20
5 people per room or more,Not P20,2015,KEN,8345978.56629679,42365614.8261902,0.196998877522187,Not P20
5 people per room or more,P20,2015,KEN,17351198.508891,53286294.2602048,0.325622165132418,P20
5 people per room or more,Not P20,2016,KEN,8503056.61796772,43303093.4214987,0.196361413148979,Not P20
5 people per room or more,P20,2016,KEN,17831092.4902188,54692948.2497575,0.326021782713055,P20
5 people per room or more,Not P20,2017,KEN,8661459.8175347,44216732.8339517,0.19588647243706,Not P20
5 people per room or more,P20,2017,KEN,18196626.8193421,56116323.2183899,0.324266198776524,P20
5 people per room or more,Not P20,2018,KEN,8891853.63689322,45433857.2938174,0.195709855304388,Not P20
5 people per room or more,P20,2018,KEN,18467640.9944349,57239709.3104229,0.322636875989028,P20
5 people per room or more,Not P20,2000,KGZ,387767.787865446,3957281.24866056,0.0979884328405256,Not P20
5 people per room or more,P20,2000,KGZ,53705.9596250715,920957.65371047,0.0583153410025903,P20
5 people per room or more,Not P20,2001,KGZ,384526.663754149,3849254.74029276,0.099896392859908,Not P20
5 people per room or more,P20,2001,KGZ,61155.9731712463,1075491.95171176,0.0568632550656561,P20
5 people per room or more,Not P20,2002,KGZ,384063.678070477,3724655.26710595,0.103113885857387,Not P20
5 people per room or more,P20,2002,KGZ,65728.7095664909,1245503.74197112,0.0527727917239892,P20
5 people per room or more,Not P20,2003,KGZ,393921.391973361,3946516.26088131,0.0998149674126499,Not P20
5 people per room or more,P20,2003,KGZ,60611.6291598518,1076026.25429259,0.0563291359463154,P20
5 people per room or more,Not P20,2004,KGZ,404490.80668754,4156582.44391404,0.0973133125940482,Not P20
5 people per room or more,P20,2004,KGZ,55575.9577283606,927107.357844367,0.05994554703738,P20
5 people per room or more,Not P20,2005,KGZ,424553.577313238,4384488.65038014,0.0968308076875576,Not P20
5 people per room or more,P20,2005,KGZ,40731.4889930139,756862.843450639,0.0538162090337446,P20
5 people per room or more,Not P20,2006,KGZ,437523.511456384,4653705.66834068,0.0940161545739497,Not P20
5 people per room or more,P20,2006,KGZ,32790.5919048196,543216.160855178,0.0603638003942995,P20
5 people per room or more,Not P20,2007,KGZ,453533.867756655,4848602.87356254,0.0935390832335621,Not P20
5 people per room or more,P20,2007,KGZ,21286.5412093427,398113.162949693,0.0534685692169203,P20
5 people per room or more,Not P20,2008,KGZ,461916.216292608,5024748.10567267,0.0919282333319613,Not P20
5 people per room or more,P20,2008,KGZ,17437.5361118132,272060.903399844,0.0640942373340042,P20
5 people per room or more,Not P20,2009,KGZ,464769.516223842,5057090.34730892,0.0919045309267938,Not P20
5 people per room or more,P20,2009,KGZ,20406.3830219733,304052.777616359,0.0671146081346484,P20
5 people per room or more,Not P20,2010,KGZ,468986.249744036,5093017.11327439,0.0920841692288202,Not P20
5 people per room or more,P20,2010,KGZ,22011.7963431741,332460.127503645,0.0662088308407232,P20
5 people per room or more,Not P20,2011,KGZ,483000.938240987,5243747.24651771,0.0921098816427014,Not P20
5 people per room or more,P20,2011,KGZ,14008.5195230192,248155.466820377,0.0564505779482144,P20
5 people per room or more,Not P20,2012,KGZ,482699.700722252,5225218.84565033,0.0923788486149379,Not P20
5 people per room or more,P20,2012,KGZ,22655.4350218333,358902.739637689,0.0631241629548547,P20
5 people per room or more,Not P20,2013,KGZ,476968.577979619,5048891.93686922,0.0944699518119184,Not P20
5 people per room or more,P20,2013,KGZ,38516.7327640454,647167.026466013,0.0595159073143356,P20
5 people per room or more,Not P20,2014,KGZ,486633.704594738,5132574.86406029,0.0948127825669494,Not P20
5 people per room or more,P20,2014,KGZ,39297.2225408397,678907.071834326,0.057883065549256,P20
5 people per room or more,Not P20,2015,KGZ,496080.870028739,5222019.60193164,0.0949978950376282,Not P20
5 people per room or more,P20,2015,KGZ,40791.3671152804,710362.669327137,0.0574232978119732,P20
5 people per room or more,Not P20,2016,KGZ,508683.486734515,5394962.39205906,0.0942886066237005,Not P20
5 people per room or more,P20,2016,KGZ,39238.2117524611,659515.27553947,0.059495531351211,P20
5 people per room or more,Not P20,2017,KGZ,519672.357180162,5545812.7894694,0.0937053551766001,Not P20
5 people per room or more,P20,2017,KGZ,38947.3108125964,626876.326298219,0.062129177923475,P20
5 people per room or more,Not P20,2018,KGZ,535705.107712755,5707073.03897556,0.0938668743249368,Not P20
5 people per room or more,P20,2018,KGZ,34144.2738471518,589703.241424478,0.0579007735563288,P20
5 people per room or more,Not P20,2000,LBR,646025.679949769,2904844.03181571,0.222395995404257,Not P20
5 people per room or more,P20,2000,LBR,471938.405500404,2736790.95478308,0.172442255655515,P20
5 people per room or more,Not P20,2001,LBR,685415.707919395,3147006.12172904,0.217799292853873,Not P20
5 people per room or more,P20,2001,LBR,450112.463731853,2703524.09922533,0.166491012179558,P20
5 people per room or more,Not P20,2002,LBR,733112.981740093,3411568.00129218,0.214890332381596,Not P20
5 people per room or more,P20,2002,LBR,426187.919071763,2579192.23912577,0.165240850451776,P20
5 people per room or more,Not P20,2003,LBR,651361.162121986,2863348.24858727,0.227482340802715,Not P20
5 people per room or more,P20,2003,LBR,569649.922005007,3231054.49752982,0.17630464680819,P20
5 people per room or more,Not P20,2004,LBR,507421.586689016,2228160.07165491,0.227731208876812,Not P20
5 people per room or more,P20,2004,LBR,728311.289926433,3982291.62124941,0.182887482684639,P20
5 people per room or more,Not P20,2005,LBR,385421.794845034,1726237.06494247,0.22327280688871,Not P20
5 people per room or more,P20,2005,LBR,879469.166767951,4647544.31575406,0.189233088921124,P20
5 people per room or more,Not P20,2006,LBR,413443.499137519,1823270.6857551,0.226759253229749,Not P20
5 people per room or more,P20,2006,LBR,897618.803095318,4770544.79019733,0.188158552654149,P20
5 people per room or more,Not P20,2007,LBR,459166.90901425,1996563.33784819,0.229978633940619,Not P20
5 people per room or more,P20,2007,LBR,884383.508958197,4860076.96766861,0.181969033585581,P20
5 people per room or more,Not P20,2008,LBR,334475.654857335,1344560.38831779,0.248762091880309,Not P20
5 people per room or more,P20,2008,LBR,634699.733923373,3441680.61710346,0.184415640071083,P20
5 people per room or more,Not P20,2009,LBR,347980.073458508,1435072.58515044,0.242482559460245,Not P20
5 people per room or more,P20,2009,LBR,650923.340116085,3502622.70303097,0.18583884000775,P20
5 people per room or more,Not P20,2010,LBR,361031.289330401,1512880.28511548,0.238638372700351,Not P20
5 people per room or more,P20,2010,LBR,672110.10339245,3606991.68896318,0.186335362359997,P20
5 people per room or more,Not P20,2011,LBR,399837.581234497,1719853.15583513,0.232483558190956,Not P20
5 people per room or more,P20,2011,LBR,659674.259598825,3550934.9512268,0.185774808229285,P20
5 people per room or more,Not P20,2012,LBR,458726.361547094,2014477.01862428,0.227714864605587,Not P20
5 people per room or more,P20,2012,LBR,596266.967340174,3350369.82988276,0.177970492099685,P20
5 people per room or more,Not P20,2013,LBR,897686.558481357,3706384.54880527,0.242200059562282,Not P20
5 people per room or more,P20,2013,LBR,855108.714943002,4519196.52511497,0.189216979210978,P20
5 people per room or more,Not P20,2014,LBR,918377.241089041,3734661.61810699,0.245906412681785,Not P20
5 people per room or more,P20,2014,LBR,909315.985433933,4704042.95879749,0.193305204352637,P20
5 people per room or more,Not P20,2015,LBR,905188.734327039,3695502.90983844,0.244943315270346,Not P20
5 people per room or more,P20,2015,LBR,985333.161565534,4960416.13554928,0.198639213856284,P20
5 people per room or more,Not P20,2016,LBR,878797.907947111,3610227.98080106,0.243418950997138,Not P20
5 people per room or more,P20,2016,LBR,1046530.73310944,5269025.69687425,0.198619402013977,P20
5 people per room or more,Not P20,2017,LBR,843368.706107762,3525522.55093405,0.239218071625813,Not P20
5 people per room or more,P20,2017,LBR,1119987.88068962,5569852.22627829,0.201080358183575,P20
5 people per room or more,Not P20,2018,LBR,821565.499151462,3406732.73068302,0.241159364147344,Not P20
5 people per room or more,P20,2018,LBR,1163292.42275385,5907369.4326501,0.196922240265578,P20
5 people per room or more,Not P20,2000,LSO,445062.601179711,2196093.57434614,0.202661037024446,Not P20
5 people per room or more,P20,2000,LSO,647596.681455085,1598600.65615174,0.405102224225293,P20
5 people per room or more,Not P20,2001,LSO,427503.095884947,2137095.61113567,0.200039293355607,Not P20
5 people per room or more,P20,2001,LSO,670037.540633585,1663050.49506827,0.402896690521763,P20
5 people per room or more,Not P20,2002,LSO,417301.064492344,2074185.50075681,0.201187918987999,Not P20
5 people per room or more,P20,2002,LSO,686568.994378192,1714913.31893704,0.400352010096784,P20
5 people per room or more,Not P20,2003,LSO,417162.941685661,2063488.19329144,0.202163958602666,Not P20
5 people per room or more,P20,2003,LSO,682167.301913223,1704165.44150471,0.400294059073805,P20
5 people per room or more,Not P20,2004,LSO,410891.979412098,2043933.12851257,0.201030050191083,Not P20
5 people per room or more,P20,2004,LSO,681414.384972367,1700530.81186369,0.400706873535313,P20
5 people per room or more,Not P20,2005,LSO,406774.718462893,2021849.02741423,0.201189462193981,Not P20
5 people per room or more,P20,2005,LSO,683450.142986976,1704232.8949744,0.401030953575884,P20
5 people per room or more,Not P20,2006,LSO,428808.62581617,2070144.36181105,0.207139479606644,Not P20
5 people per room or more,P20,2006,LSO,661243.121432631,1644387.57843923,0.402121209198291,P20
5 people per room or more,Not P20,2007,LSO,466250.214234539,2151120.19941728,0.216747634260904,Not P20
5 people per room or more,P20,2007,LSO,634904.154393985,1555059.68381012,0.408282820912942,P20
5 people per room or more,Not P20,2008,LSO,489243.228030973,2207629.62118516,0.221614723473553,Not P20
5 people per room or more,P20,2008,LSO,625862.574143729,1498977.91261299,0.41752621494785,P20
5 people per room or more,Not P20,2009,LSO,490683.405192001,2212613.2501743,0.221766458803113,Not P20
5 people per room or more,P20,2009,LSO,620182.632486631,1499643.27915977,0.413553437077456,P20
5 people per room or more,Not P20,2010,LSO,514566.162290005,2238738.78786585,0.229846449741701,Not P20
5 people per room or more,P20,2010,LSO,602678.269509281,1483738.35098019,0.406189048838119,P20
5 people per room or more,Not P20,2011,LSO,330684.379674288,1371015.42743687,0.241196687547496,Not P20
5 people per room or more,P20,2011,LSO,445056.691617982,1038109.75074595,0.428718342447106,P20
5 people per room or more,Not P20,2012,LSO,339195.848268395,1426641.40134847,0.23775830979515,Not P20
5 people per room or more,P20,2012,LSO,414486.392063011,1028136.42210273,0.403143379762103,P20
5 people per room or more,Not P20,2013,LSO,324139.230040326,1413927.87926932,0.22924735751574,Not P20
5 people per room or more,P20,2013,LSO,419093.470458212,1097412.199299,0.381892483722998,P20
5 people per room or more,Not P20,2014,LSO,504535.159205158,1943522.96955876,0.259598248699733,Not P20
5 people per room or more,P20,2014,LSO,590537.331794761,1460595.82569221,0.404312624620087,P20
5 people per room or more,Not P20,2015,LSO,501722.179191965,1941428.93779338,0.258429329770999,Not P20
5 people per room or more,P20,2015,LSO,599085.449853831,1494075.66499248,0.400973969318246,P20
5 people per room or more,Not P20,2016,LSO,501033.980100543,1949032.73436175,0.257068017005172,Not P20
5 people per room or more,P20,2016,LSO,612096.628764743,1515295.94307213,0.403945269940979,P20
5 people per room or more,Not P20,2017,LSO,498887.541241726,1944417.38196581,0.25657430645747,Not P20
5 people per room or more,P20,2017,LSO,625315.482243675,1550870.55004371,0.403202886421469,P20
5 people per room or more,Not P20,2018,LSO,496737.398942364,1946885.31223205,0.255144664054643,Not P20
5 people per room or more,P20,2018,LSO,631035.046789533,1575854.99841641,0.400439791366378,P20
5 people per room or more,Not P20,2000,MDG,1707676.73283665,5115693.51635281,0.333811384004513,Not P20
5 people per room or more,P20,2000,MDG,6078372.31886109,10651112.4836472,0.570679572504121,P20
5 people per room or more,Not P20,2001,MDG,1383691.89476108,4383697.04139372,0.3156449639871,Not P20
5 people per room or more,P20,2001,MDG,6646369.11939242,11877234.9586063,0.559588923057925,P20
5 people per room or more,Not P20,2002,MDG,1123083.43535095,3754848.50106608,0.299102196808228,Not P20
5 people per room or more,P20,2002,MDG,7155956.93081145,13010268.4989339,0.550023770177981,P20
5 people per room or more,Not P20,2003,MDG,1137267.22604217,3781078.87851831,0.30077849803753,Not P20
5 people per room or more,P20,2003,MDG,7395611.24009749,13498062.1214817,0.547901704225204,P20
5 people per room or more,Not P20,2004,MDG,1139749.87566303,3813212.15834183,0.298894954787581,Not P20
5 people per room or more,P20,2004,MDG,7651821.9816445,13989784.8416581,0.5469578030149,P20
5 people per room or more,Not P20,2005,MDG,1130556.40524816,3844368.94448348,0.294081140903623,Not P20
5 people per room or more,P20,2005,MDG,7924583.39360795,14492355.0555165,0.546811292108901,P20
5 people per room or more,Not P20,2006,MDG,1120898.81546546,3777283.67550854,0.296747322085771,Not P20
5 people per room or more,P20,2006,MDG,8202657.30257444,15102985.3244914,0.543114962130882,P20
5 people per room or more,Not P20,2007,MDG,1110520.85136282,3743978.0795781,0.296615211883923,Not P20
5 people per room or more,P20,2007,MDG,8486249.59330679,15689551.9204219,0.54088540172144,P20
5 people per room or more,Not P20,2008,MDG,1084875.23259621,3694635.08689783,0.293635286592571,Not P20
5 people per room or more,P20,2008,MDG,8789890.75608593,16301837.9131022,0.539196304302675,P20
5 people per room or more,Not P20,2009,MDG,904845.980149434,3151547.53850196,0.287111639312139,Not P20
5 people per room or more,P20,2009,MDG,9252706.15261036,17417569.461498,0.531228319373934,P20
5 people per room or more,Not P20,2010,MDG,694337.475862657,2563297.67525689,0.270876645566759,Not P20
5 people per room or more,P20,2010,MDG,9750879.30195854,18588342.3247431,0.524569600215456,P20
5 people per room or more,Not P20,2011,MDG,600015.847429244,2327419.94265545,0.257803001698379,Not P20
5 people per room or more,P20,2011,MDG,10137707.0395332,19416547.0573446,0.522116883583505,P20
5 people per room or more,Not P20,2012,MDG,585304.328000472,2291002.50754892,0.255479566727612,Not P20
5 people per room or more,P20,2012,MDG,10450034.2793674,20055638.4924511,0.521052186062329,P20
5 people per room or more,Not P20,2013,MDG,515875.664877602,2076222.95075854,0.248468337511214,Not P20
5 people per room or more,P20,2013,MDG,10822973.9503483,20885030.0492414,0.518216824435041,P20
5 people per room or more,Not P20,2014,MDG,500213.319337174,2032649.41880733,0.246089322983536,Not P20
5 people per room or more,P20,2014,MDG,11149071.7233028,21557237.5811926,0.517184619843392,P20
5 people per room or more,Not P20,2015,MDG,476098.156169271,1965163.6270088,0.242268964083131,Not P20
5 people per room or more,P20,2015,MDG,11491309.6936615,22268924.3729912,0.516024460867034,P20
5 people per room or more,Not P20,2016,MDG,460377.094146239,1960366.04882067,0.234842413447834,Not P20
5 people per room or more,P20,2016,MDG,11833099.7071541,22934013.9511793,0.515962872105326,P20
5 people per room or more,Not P20,2017,MDG,467891.90315533,1968610.31466344,0.237676242814628,Not P20
5 people per room or more,P20,2017,MDG,12159489.8708323,23601929.6853366,0.515190496410418,P20
5 people per room or more,Not P20,2018,MDG,452969.621101239,1966386.42070724,0.230356361461406,Not P20
5 people per room or more,P20,2018,MDG,12516054.3817144,24295981.5792928,0.51514915505129,P20
5 people per room or more,Not P20,2000,MDV,39680.0989337421,523382.20734293,0.0758147647685375,Not P20
5 people per room or more,P20,2000,MDV,3540.76596693536,34811.4845673266,0.101712581665037,P20
5 people per room or more,Not P20,2001,MDV,40596.4646127822,533259.179503865,0.0761289559995055,Not P20
5 people per room or more,P20,2001,MDV,3688.9736448876,38735.620587967,0.0952346596980446,P20
5 people per room or more,Not P20,2002,MDV,41184.1562937155,544027.187613444,0.0757023862619503,Not P20
5 people per room or more,P20,2002,MDV,4318.22558138475,43710.6252853967,0.0987912104480332,P20
5 people per room or more,Not P20,2003,MDV,41927.5528665966,553170.24052628,0.0757950261870689,Not P20
5 people per room or more,P20,2003,MDV,4874.8626412656,51543.2550909825,0.0945780904341538,P20
5 people per room or more,Not P20,2004,MDV,42626.2042477858,561495.221435717,0.0759155245146924,Not P20
5 people per room or more,P20,2004,MDV,5523.2977476242,60363.773662479,0.0915002063738997,P20
5 people per room or more,Not P20,2005,MDV,42190.3058237428,565413.862995697,0.0746184495728642,Not P20
5 people per room or more,P20,2005,MDV,7203.67827531365,73113.1468041333,0.0985278105264976,P20
5 people per room or more,Not P20,2006,MDV,45257.3166176405,595611.741864372,0.075984594386902,Not P20
5 people per room or more,P20,2006,MDV,5392.46545665317,58656.2828982035,0.0919332966599956,P20
5 people per room or more,Not P20,2007,MDV,46967.6124854231,621023.473446632,0.0756293674774586,Not P20
5 people per room or more,P20,2007,MDV,4892.42361868374,48591.9909585123,0.100683744834841,P20
5 people per room or more,Not P20,2008,MDV,49020.3755104783,647250.641328978,0.07573631044973,Not P20
5 people per room or more,P20,2008,MDV,4117.00676499404,38912.9671219096,0.105800381453718,P20
5 people per room or more,Not P20,2009,MDV,51079.2900440688,671789.68310659,0.0760346449618879,Not P20
5 people per room or more,P20,2009,MDV,3660.81697203807,34244.484402486,0.106902382556308,P20
5 people per room or more,Not P20,2010,MDV,52647.2677876743,685861.826867394,0.0767607493598753,Not P20
5 people per room or more,P20,2010,MDV,3633.29879283352,28959.7312500211,0.125460376737124,P20
5 people per room or more,Not P20,2011,MDV,56193.7675386317,720652.51875733,0.0779762313681086,Not P20
5 people per room or more,P20,2011,MDV,1239.21020708772,7218.75018793281,0.171665478763794,P20
5 people per room or more,Not P20,2012,MDV,58918.778104396,739658.232198466,0.0796567597568316,Not P20
5 people per room or more,P20,2012,MDV,1714.05349362391,12857.5042101523,0.133311524974691,P20
5 people per room or more,Not P20,2013,MDV,60475.0019484907,760742.527196009,0.0794947039064494,Not P20
5 people per room or more,P20,2013,MDV,1111.62098781055,6504.91338887737,0.170889437161652,P20
5 people per room or more,Not P20,2014,MDV,63185.7759847409,784020.384328952,0.0805920065953668,Not P20
5 people per room or more,P20,2014,MDV,618.311203099211,4322.67918334131,0.14303888326528,P20
5 people per room or more,Not P20,2015,MDV,65559.1796416665,804128.272451854,0.0815282609598729,Not P20
5 people per room or more,P20,2015,MDV,147.361636864013,2706.16786946258,0.0544539895425179,P20
5 people per room or more,Not P20,2016,MDV,67829.6023141367,825562.988655715,0.0821616318151392,Not P20
5 people per room or more,P20,2016,MDV,154.033993229763,1460.88949400695,0.105438497478188,P20
5 people per room or more,Not P20,2017,MDV,87506.7708628286,990414.862349386,0.0883536527867239,Not P20
5 people per room or more,P20,2017,MDV,227.625910462549,874.31106175366,0.260348885448144,P20
5 people per room or more,Not P20,2018,MDV,90907.9570728507,1028910.00208325,0.0883536527867237,Not P20
5 people per room or more,P20,2018,MDV,236.473204221366,908.293514736273,0.260348885448144,P20
5 people per room or more,Not P20,2000,MLI,1704631.555862,17238639.0900715,0.0988843462036268,Not P20
5 people per room or more,P20,2000,MLI,1765741.56270623,15503093.3057653,0.113896080471217,P20
5 people per room or more,Not P20,2001,MLI,1956161.42151285,18814697.0988838,0.103969859904303,Not P20
5 people per room or more,P20,2001,MLI,1664875.96693522,14901056.2633728,0.111728721609322,P20
5 people per room or more,Not P20,2002,MLI,2207899.4756887,20322733.00646,0.108641858109678,Not P20
5 people per room or more,P20,2002,MLI,1585008.30365038,14425801.0645234,0.109873156891669,P20
5 people per room or more,Not P20,2003,MLI,2277279.21784576,20848046.9408521,0.109232256829938,Not P20
5 people per room or more,P20,2003,MLI,1645408.63684957,14994673.515632,0.109732875152915,P20
5 people per room or more,Not P20,2004,MLI,2319100.02565479,21362373.520543,0.108560035401714,Not P20
5 people per room or more,P20,2004,MLI,1713590.00139492,15634865.5847251,0.109600558579094,P20
5 people per room or more,Not P20,2005,MLI,2420811.2970866,21835269.2658489,0.110867022870784,Not P20
5 people per room or more,P20,2005,MLI,1792700.89742528,16376959.5930409,0.109464817766727,P20
5 people per room or more,Not P20,2006,MLI,2353733.48220682,21754416.7108462,0.108195660379775,Not P20
5 people per room or more,P20,2006,MLI,1951786.48726092,17736702.466708,0.110042240992904,P20
5 people per room or more,Not P20,2007,MLI,1818823.75732988,15932042.484707,0.114161367513032,Not P20
5 people per room or more,P20,2007,MLI,1702960.1247257,14598967.2239055,0.116649355985754,P20
5 people per room or more,Not P20,2008,MLI,1784180.19825484,15923154.1006124,0.112049421049452,Not P20
5 people per room or more,P20,2008,MLI,1786757.81676756,15383604.2198144,0.116146891927068,P20
5 people per room or more,Not P20,2009,MLI,1706498.72665071,15729882.2802074,0.108487698525116,Not P20
5 people per room or more,P20,2009,MLI,1952609.6006148,16370021.3398738,0.119279600195675,P20
5 people per room or more,Not P20,2010,MLI,1657069.63410653,15587579.0258766,0.106307055852334,Not P20
5 people per room or more,P20,2010,MLI,2058964.54748838,17262005.5559665,0.119277249727029,P20
5 people per room or more,Not P20,2011,MLI,1533380.94543696,14543886.7355258,0.105431304115662,Not P20
5 people per room or more,P20,2011,MLI,2275113.10706006,19141971.6400105,0.11885469009392,P20
5 people per room or more,Not P20,2012,MLI,1372165.96159605,13255247.1825823,0.103518700382978,Not P20
5 people per room or more,P20,2012,MLI,2404323.64782618,21195389.8148779,0.113436160826751,P20
5 people per room or more,Not P20,2013,MLI,2405218.21285743,17822447.2455801,0.134954430203401,Not P20
5 people per room or more,P20,2013,MLI,4091658.53444778,29652158.1924003,0.13798855745672,P20
5 people per room or more,Not P20,2014,MLI,2122601.08758401,13902021.1344838,0.152682913300924,Not P20
5 people per room or more,P20,2014,MLI,3379954.95346755,22988716.1325174,0.147026694922151,P20
5 people per room or more,Not P20,2015,MLI,2144601.27811555,14301340.8338583,0.149958056592724,Not P20
5 people per room or more,P20,2015,MLI,3438063.88032551,23445036.8278922,0.146643569193941,P20
5 people per room or more,Not P20,2016,MLI,2174960.66903147,14705338.8011662,0.147902792206255,Not P20
5 people per room or more,P20,2016,MLI,3375796.8443898,23848439.4439104,0.141552106683098,P20
5 people per room or more,Not P20,2017,MLI,2162120.49223784,15008471.8096811,0.144060002887381,Not P20
5 people per room or more,P20,2017,MLI,3459561.97229091,24356239.13712,0.142040072476476,P20
5 people per room or more,Not P20,2018,MLI,3080602.99682031,23780353.4750279,0.129544037268214,Not P20
5 people per room or more,P20,2018,MLI,5010726.58728334,33150824.6636584,0.151149379785304,P20
5 people per room or more,Not P20,2000,MMR,1591724.81495404,9055695.86792512,0.175770568951179,Not P20
5 people per room or more,P20,2000,MMR,12695877.7446052,36868395.7402964,0.344356663469597,P20
5 people per room or more,Not P20,2001,MMR,1935428.80571166,10818330.8659814,0.178902718884081,Not P20
5 people per room or more,P20,2001,MMR,12506738.6513851,35602572.7500168,0.351287496530126,P20
5 people per room or more,Not P20,2002,MMR,2461562.58711252,13029043.3991964,0.188928880785242,Not P20
5 people per room or more,P20,2002,MMR,12126494.3971591,33860787.3151537,0.358127951494268,P20
5 people per room or more,Not P20,2003,MMR,2999483.75468779,15291280.6014864,0.196156478509474,Not P20
5 people per room or more,P20,2003,MMR,11725190.4347974,32037673.5432177,0.36598133191477,P20
5 people per room or more,Not P20,2004,MMR,3616111.46822801,17498785.1184773,0.206649287007342,Not P20
5 people per room or more,P20,2004,MMR,11235654.0835694,30238673.9059718,0.371565701541906,P20
5 people per room or more,Not P20,2005,MMR,4429694.40965661,19690531.9573069,0.22496570530756,Not P20
5 people per room or more,P20,2005,MMR,10539944.6176272,28425803.2476526,0.370787925526697,P20
5 people per room or more,Not P20,2006,MMR,5443095.71533486,22752641.7077715,0.239229175462105,Not P20
5 people per room or more,P20,2006,MMR,9633923.03889384,25708840.0252027,0.374731922150108,P20
5 people per room or more,Not P20,2007,MMR,6462641.036033,25819707.1636782,0.250298773532346,Not P20
5 people per room or more,P20,2007,MMR,8712368.60752408,22956742.9175215,0.379512400292398,P20
5 people per room or more,Not P20,2008,MMR,7676989.90457976,28972283.9216851,0.264977035477473,Not P20
5 people per room or more,P20,2008,MMR,7592261.94352336,20107085.2543657,0.377591373760894,P20
5 people per room or more,Not P20,2009,MMR,8244391.22069791,30732491.0605656,0.268263031605554,Not P20
5 people per room or more,P20,2009,MMR,7122943.26134405,18662141.3548848,0.381678775543066,P20
5 people per room or more,Not P20,2010,MMR,9019432.3777681,32776582.3997905,0.275179158942018,Not P20
5 people per room or more,P20,2010,MMR,6455075.40584528,16962533.0385327,0.380549024793743,P20
5 people per room or more,Not P20,2011,MMR,8943681.26168311,32531362.8449447,0.274924887233028,Not P20
5 people per room or more,P20,2011,MMR,6650032.43497558,17590911.576708,0.378037966138199,P20
5 people per room or more,Not P20,2012,MMR,9323344.54721189,33915871.9342254,0.27489620686424,Not P20
5 people per room or more,P20,2012,MMR,6399754.4328352,16622280.6294958,0.385010611689409,P20
5 people per room or more,Not P20,2013,MMR,9529972.87318147,34592293.8945898,0.275494099992946,Not P20
5 people per room or more,P20,2013,MMR,6327303.51707236,16377139.9601949,0.386349724826864,P20
5 people per room or more,Not P20,2014,MMR,10150731.2743707,36223115.8789523,0.280227998836203,Not P20
5 people per room or more,P20,2014,MMR,5837542.96370762,15167379.3217716,0.384874858066502,P20
5 people per room or more,Not P20,2015,MMR,10567762.5625805,37861745.8794031,0.279114507720823,Not P20
5 people per room or more,P20,2015,MMR,5542813.05169919,13921857.9328648,0.398137452517345,P20
5 people per room or more,Not P20,2016,MMR,11310687.943454,39851269.3627698,0.28382252621596,Not P20
5 people per room or more,P20,2016,MMR,4911357.37250373,12290627.226055,0.399601849618552,P20
