sleeping.category,p20,sex,povcal_year,iso3,value,total,percentage,demographic
5 people per room or more,Not P20,Male,2010,JOR,1230796.87469843,7292121.09386802,0.168784481065929,Not P20 Male
5 people per room or more,P20,Male,2010,JOR,75657.6501425788,140915.402186064,0.536901211428122,P20 Male
5 people per room or more,Not P20,Female,2010,JOR,1021027.45785648,6922101.74823469,0.147502520909471,Not P20 Female
5 people per room or more,P20,Female,2010,JOR,93399.0894285324,167939.755711224,0.5561463932884,P20 Female
5 people per room or more,Not P20,Male,2011,JOR,1279272.37900372,7641053.05442142,0.167420952307546,Not P20 Male
5 people per room or more,P20,Male,2011,JOR,85892.6302129849,175613.04324971,0.489101655683121,P20 Male
5 people per room or more,Not P20,Female,2011,JOR,1024384.64781183,7259958.19566257,0.14110062623003,Not P20 Female
5 people per room or more,P20,Female,2011,JOR,144314.411541088,249637.706666314,0.578095406612551,P20 Female
5 people per room or more,Not P20,Male,2012,JOR,1360582.41951742,8073992.38417763,0.168514206451781,Not P20 Male
5 people per room or more,P20,Male,2012,JOR,83440.6300721926,178077.925151481,0.468562456583063,P20 Male
5 people per room or more,Not P20,Female,2012,JOR,1123525.74589895,7668843.22094378,0.146505243819638,Not P20 Female
5 people per room or more,P20,Female,2012,JOR,150557.646526277,260830.469727104,0.577224151318665,P20 Female
5 people per room or more,Not P20,Male,2013,JOR,546358.734937024,4764298.68730524,0.114677683074915,Not P20 Male
5 people per room or more,P20,Male,2013,JOR,30746.718705505,64409.9809254862,0.477359537508246,P20 Male
5 people per room or more,Not P20,Female,2013,JOR,515701.219462895,4455048.94515917,0.115756577719141,Not P20 Female
5 people per room or more,P20,Female,2013,JOR,25144.3888382552,52425.2037446653,0.479624055649262,P20 Female
5 people per room or more,Not P20,Male,2014,JOR,586654.738070617,4923505.33711827,0.119153874709515,Not P20 Male
5 people per room or more,P20,Male,2014,JOR,50030.233303701,104792.790313215,0.477420566378334,P20 Male
5 people per room or more,Not P20,Female,2014,JOR,570091.924124604,4644396.34397137,0.12274833625356,Not P20 Female
5 people per room or more,P20,Female,2014,JOR,45509.8570638311,90499.9089644271,0.502871854619431,P20 Female
5 people per room or more,Not P20,Male,2015,JOR,622893.555197473,5034287.16486233,0.123730239217394,Not P20 Male
5 people per room or more,P20,Male,2015,JOR,71789.7241935125,160376.238622291,0.447633170663066,P20 Male
5 people per room or more,Not P20,Female,2015,JOR,613829.062253476,4803932.11720069,0.127776381363849,Not P20 Female
5 people per room or more,P20,Female,2015,JOR,65328.9649931519,146707.353586443,0.445301229939088,P20 Female
5 people per room or more,Not P20,Male,2016,JOR,665557.31352719,5145355.43409543,0.129351086052658,Not P20 Male
5 people per room or more,P20,Male,2016,JOR,81053.7138744334,182162.096177226,0.444953783335783,P20 Male
5 people per room or more,Not P20,Female,2016,JOR,667018.990343369,4954795.10020393,0.134620902954376,Not P20 Female
5 people per room or more,P20,Female,2016,JOR,69927.3520229718,157532.625174119,0.443891238057398,P20 Female
5 people per room or more,Not P20,Male,2017,JOR,706164.831406334,5220308.12592595,0.135272634176374,Not P20 Male
5 people per room or more,P20,Male,2017,JOR,88739.818687843,207378.336154465,0.427912675612102,P20 Male
5 people per room or more,Not P20,Female,2017,JOR,715789.863045726,5070374.02520727,0.141171018052552,Not P20 Female
5 people per room or more,P20,Female,2017,JOR,76595.7258639287,180802.27077324,0.423643605450033,P20 Female
5 people per room or more,Not P20,Male,2018,JOR,1332343.73894393,8984136.56185,0.148299586696128,Not P20 Male
5 people per room or more,P20,Male,2018,JOR,289697.069221957,748096.026514862,0.38724583336121,P20 Male
5 people per room or more,Not P20,Female,2018,JOR,1420338.10914841,9438639.8077606,0.15048122802404,Not P20 Female
5 people per room or more,P20,Female,2018,JOR,250347.508029724,741149.603874539,0.33778269153889,P20 Female
5 people per room or more,Not P20,Male,2000,KEN,4237055.30074215,21537617.4374783,0.196728134532148,Not P20 Male
5 people per room or more,P20,Male,2000,KEN,5003158.98097322,11038780.335483,0.453234762258207,P20 Male
5 people per room or more,Not P20,Female,2000,KEN,4271023.68455217,20695269.2928189,0.206376811247108,Not P20 Female
5 people per room or more,P20,Female,2000,KEN,4444192.90343704,10586934.3295784,0.419780907776162,P20 Female
5 people per room or more,Not P20,Male,2001,KEN,4086336.26490055,20934375.2122723,0.195197431185098,Not P20 Male
5 people per room or more,P20,Male,2001,KEN,5408896.96989093,12546213.0197914,0.431117896799498,P20 Male
5 people per room or more,Not P20,Female,2001,KEN,4104299.51930169,20196333.5369273,0.203220030596015,Not P20 Female
5 people per room or more,P20,Female,2001,KEN,4849641.92068153,11947752.358475,0.405904121141372,P20 Female
5 people per room or more,Not P20,Male,2002,KEN,3803160.14819733,20356406.0601526,0.186828664006756,Not P20 Male
5 people per room or more,P20,Male,2002,KEN,5953352.42407077,14043962.1108352,0.423908322814232,P20 Male
5 people per room or more,Not P20,Female,2002,KEN,3908350.18852764,19695084.5851363,0.198442924762925,Not P20 Female
5 people per room or more,P20,Female,2002,KEN,5291995.96946912,13333575.7834024,0.396892480714483,P20 Female
5 people per room or more,Not P20,Male,2003,KEN,3742998.30656673,20024362.5263091,0.18692222045266,Not P20 Male
5 people per room or more,P20,Male,2003,KEN,6281516.39903158,15320959.3377776,0.409994978809384,P20 Male
5 people per room or more,Not P20,Female,2003,KEN,3792927.76890441,19351986.9484679,0.195996813092347,Not P20 Female
5 people per room or more,P20,Female,2003,KEN,5660145.63123361,14583754.4389379,0.388113064775784,P20 Female
5 people per room or more,Not P20,Male,2004,KEN,3542204.18965476,19570065.7168084,0.18100113923544,Not P20 Male
5 people per room or more,P20,Male,2004,KEN,6759105.03134494,16748333.8574393,0.403568802059834,P20 Male
5 people per room or more,Not P20,Female,2004,KEN,3652626.86607622,18885242.0731037,0.193411704861241,Not P20 Female
5 people per room or more,P20,Female,2004,KEN,6061040.63420139,15988297.9482379,0.379092299494543,P20 Female
5 people per room or more,Not P20,Male,2005,KEN,3392209.55957584,19008878.2632083,0.178453957808835,Not P20 Male
5 people per room or more,P20,Male,2005,KEN,7196489.80691067,18319878.0117078,0.392824111727795,P20 Male
5 people per room or more,Not P20,Female,2005,KEN,3478849.25264068,18437113.2273107,0.188687307484097,Not P20 Female
5 people per room or more,P20,Female,2005,KEN,6504739.25251072,17403132.6007713,0.37376829802598,P20 Female
5 people per room or more,Not P20,Male,2006,KEN,3431751.80679028,19305252.8910119,0.17776259270802,Not P20 Male
5 people per room or more,P20,Male,2006,KEN,7451355.77400276,19067456.0290583,0.390789194040732,P20 Male
5 people per room or more,Not P20,Female,2006,KEN,3529476.56711671,18744926.0676558,0.188289703271052,Not P20 Female
5 people per room or more,P20,Female,2006,KEN,6733245.02387315,18097384.6461048,0.3720562476591,P20 Female
5 people per room or more,Not P20,Male,2007,KEN,3441472.76253111,19547989.746877,0.176052515225046,Not P20 Male
5 people per room or more,P20,Male,2007,KEN,7748879.52783503,19901797.1268185,0.389355769152782,P20 Male
5 people per room or more,Not P20,Female,2007,KEN,3567863.59721664,19005475.9975343,0.187728189374448,Not P20 Female
5 people per room or more,P20,Female,2007,KEN,6982995.25975404,18871222.8403743,0.370034062912667,P20 Female
5 people per room or more,Not P20,Male,2008,KEN,3492548.36907722,19801410.914791,0.176378763316729,Not P20 Male
5 people per room or more,P20,Male,2008,KEN,8011793.80053018,20755296.768469,0.386012008881584,P20 Male
5 people per room or more,Not P20,Female,2008,KEN,3627821.25467121,19324567.2640154,0.187731047485168,Not P20 Female
5 people per room or more,P20,Female,2008,KEN,7219083.94761818,19614913.13658,0.368040576950363,P20 Female
5 people per room or more,Not P20,Male,2009,KEN,3528053.64317676,19944821.0392073,0.176890714448696,Not P20 Male
5 people per room or more,P20,Male,2009,KEN,8295594.94844149,21742144.8819747,0.381544460929378,P20 Male
5 people per room or more,Not P20,Female,2009,KEN,3657046.94831894,19441089.8116545,0.188109153537608,Not P20 Female
5 people per room or more,P20,Female,2009,KEN,7492627.20094658,20585302.3617037,0.363979458221884,P20 Female
5 people per room or more,Not P20,Male,2010,KEN,3431670.9867883,19288400.8990719,0.177913711185536,Not P20 Male
5 people per room or more,P20,Male,2010,KEN,7951227.4087718,21361176.3351545,0.372227974902596,P20 Male
5 people per room or more,Not P20,Female,2010,KEN,3543768.65363492,18353002.5291277,0.193089313206963,Not P20 Female
5 people per room or more,P20,Female,2010,KEN,7180540.83713366,20135331.7803103,0.356613981605969,P20 Female
5 people per room or more,Not P20,Male,2011,KEN,3160349.16165871,17977584.1056439,0.175793874365274,Not P20 Male
5 people per room or more,P20,Male,2011,KEN,7769221.78118859,21703708.2665619,0.357967481214182,P20 Male
5 people per room or more,Not P20,Female,2011,KEN,3304519.32954475,16972987.147058,0.194692855236006,Not P20 Female
5 people per room or more,P20,Female,2011,KEN,7048122.962909,20155239.6214855,0.349691846649925,P20 Female
5 people per room or more,Not P20,Male,2012,KEN,3038109.88588548,17339819.9378188,0.175210001994267,Not P20 Male
5 people per room or more,P20,Male,2012,KEN,7423544.9718916,21328197.4404049,0.348062464848913,P20 Male
5 people per room or more,Not P20,Female,2012,KEN,3172616.2346409,16026592.4231919,0.1979595007389,Not P20 Female
5 people per room or more,P20,Female,2012,KEN,6800477.85386477,19616960.6397913,0.346663174725987,P20 Female
5 people per room or more,Not P20,Male,2013,KEN,2765573.90671607,16133242.0544734,0.171420840112495,Not P20 Male
5 people per room or more,P20,Male,2013,KEN,7196235.07498191,21639947.3177489,0.33254402006236,P20 Male
5 people per room or more,Not P20,Female,2013,KEN,2888482.00164616,14491586.9347354,0.19932130377817,Not P20 Female
5 people per room or more,P20,Female,2013,KEN,6644969.66130124,19544182.537708,0.339997318817536,P20 Female
5 people per room or more,Not P20,Male,2014,KEN,4275056.02915057,22914405.0671426,0.186566311306098,Not P20 Male
5 people per room or more,P20,Male,2014,KEN,8714611.81931354,27870633.6935848,0.312680792088321,P20 Male
5 people per room or more,Not P20,Female,2014,KEN,4152792.57607343,18652805.8822052,0.222636347705479,Not P20 Female
5 people per room or more,P20,Female,2014,KEN,8011230.45031926,23859932.8100761,0.33576081349802,P20 Female
5 people per room or more,Not P20,Male,2015,KEN,4193718.63751399,22572688.5685768,0.185787290015246,Not P20 Male
5 people per room or more,P20,Male,2015,KEN,9015229.65755205,28506654.5667324,0.316250005290797,P20 Male
5 people per room or more,Not P20,Female,2015,KEN,4152259.92878279,19792926.2576134,0.20978504515903,Not P20 Female
5 people per room or more,P20,Female,2015,KEN,8335968.85133901,24779639.6934724,0.336403957218753,P20 Female
5 people per room or more,Not P20,Male,2016,KEN,4271631.14846699,23079999.8694747,0.185079340235032,Not P20 Male
5 people per room or more,P20,Male,2016,KEN,9242212.02427304,29342115.141487,0.314981110929029,P20 Male
5 people per room or more,Not P20,Female,2016,KEN,4231425.46950073,20223093.552024,0.209237298864062,Not P20 Female
5 people per room or more,P20,Female,2016,KEN,8588880.46594573,25350833.1082704,0.338800718274766,P20 Female
5 people per room or more,Not P20,Male,2017,KEN,4350251.21921162,23579174.4448337,0.184495484750306,Not P20 Male
5 people per room or more,P20,Male,2017,KEN,9458909.37596695,29887784.1846965,0.316480784173027,P20 Male
5 people per room or more,Not P20,Female,2017,KEN,4311208.59832309,20637558.3891179,0.208901097554077,Not P20 Female
5 people per room or more,P20,Female,2017,KEN,8737717.44337515,26228539.0336935,0.333137786750172,P20 Female
5 people per room or more,Not P20,Male,2018,KEN,4470114.53254415,24256214.8601111,0.184287390193561,Not P20 Male
5 people per room or more,P20,Male,2018,KEN,9413733.89910553,30301636.9174385,0.310667503698057,P20 Male
5 people per room or more,Not P20,Female,2018,KEN,4421739.10434906,21177642.4337062,0.208792792596755,Not P20 Female
5 people per room or more,P20,Female,2018,KEN,9053907.09532941,26938072.3929844,0.336100778231161,P20 Female
5 people per room or more,Not P20,Male,2000,KGZ,184067.592511267,2044367.32627843,0.0900364578054296,Not P20 Male
5 people per room or more,P20,Male,2000,KGZ,29491.2897157528,458514.964084477,0.0643191433776615,P20 Male
5 people per room or more,Not P20,Female,2000,KGZ,203700.195354179,1912913.92238213,0.106486859116229,Not P20 Female
5 people per room or more,P20,Female,2000,KGZ,24214.6699093187,462442.689625992,0.0523625315147758,P20 Female
5 people per room or more,Not P20,Male,2001,KGZ,184908.125884839,1997725.76594751,0.092559313713981,Not P20 Male
5 people per room or more,P20,Male,2001,KGZ,30686.768060293,529018.316625084,0.0580070048539374,P20 Male
5 people per room or more,Not P20,Female,2001,KGZ,199618.537869311,1851528.97434525,0.107812808027971,Not P20 Female
5 people per room or more,P20,Female,2001,KGZ,30469.2051109533,546473.63508668,0.0557560386350941,P20 Female
5 people per room or more,Not P20,Male,2002,KGZ,184866.269106305,1925122.87091063,0.0960282961153845,Not P20 Male
5 people per room or more,P20,Male,2002,KGZ,32716.6791074762,624920.948808901,0.0523533083181708,P20 Male
5 people per room or more,Not P20,Female,2002,KGZ,199197.408964172,1799532.39619531,0.110693983273282,Not P20 Female
5 people per room or more,P20,Female,2002,KGZ,33012.0304590147,620582.793162216,0.05319520750938,P20 Female
5 people per room or more,Not P20,Male,2003,KGZ,188580.039084146,2045385.32756759,0.0921978057349264,Not P20 Male
5 people per room or more,P20,Male,2003,KGZ,31296.1471675954,531534.943334591,0.0588788141965956,P20 Male
5 people per room or more,Not P20,Female,2003,KGZ,205341.352889215,1901130.93331372,0.108010105611874,Not P20 Female
5 people per room or more,P20,Female,2003,KGZ,29315.4819922564,544491.310957996,0.0538401282119227,P20 Female
5 people per room or more,Not P20,Male,2004,KGZ,191819.745119276,2139208.13698368,0.0896685749287328,Not P20 Male
5 people per room or more,P20,Male,2004,KGZ,30733.3387661284,469085.025603187,0.0655176291901645,P20 Male
5 people per room or more,Not P20,Female,2004,KGZ,212671.061568263,2017374.30693036,0.105419733381984,Not P20 Female
5 people per room or more,P20,Female,2004,KGZ,24842.6189622322,458022.33224118,0.0542388814114654,P20 Female
5 people per room or more,Not P20,Male,2005,KGZ,204988.571442441,2268402.283421,0.090366939294954,Not P20 Male
5 people per room or more,P20,Male,2005,KGZ,20088.8181919726,369475.413832698,0.0543711907203357,P20 Male
5 people per room or more,Not P20,Female,2005,KGZ,219565.005870797,2116086.36695913,0.103759945387445,Not P20 Female
5 people per room or more,P20,Female,2005,KGZ,20642.6708010413,387387.42961794,0.0532868885843821,P20 Female
5 people per room or more,Not P20,Male,2006,KGZ,213925.138366291,2406761.65410548,0.0888850534914312,Not P20 Male
5 people per room or more,P20,Male,2006,KGZ,13585.0018863382,259627.563604342,0.0523249600225074,P20 Male
5 people per room or more,Not P20,Female,2006,KGZ,223598.373090092,2246944.0142352,0.0995122137772531,Not P20 Female
5 people per room or more,P20,Female,2006,KGZ,19205.5900184815,283588.597250836,0.0677234211976937,P20 Female
5 people per room or more,Not P20,Male,2007,KGZ,221218.846705338,2512708.24469695,0.0880400051109073,Not P20 Male
5 people per room or more,P20,Male,2007,KGZ,8471.17761379211,179228.930410828,0.0472645660183014,P20 Male
5 people per room or more,Not P20,Female,2007,KGZ,232315.021051316,2335894.62886559,0.0994544095356468,Not P20 Female
5 people per room or more,P20,Female,2007,KGZ,12815.3635955506,218884.232538866,0.0585485918601976,P20 Female
5 people per room or more,Not P20,Male,2008,KGZ,224659.200940881,2589009.07991919,0.0867742035682214,Not P20 Male
5 people per room or more,P20,Male,2008,KGZ,7223.78674914966,128629.340330929,0.0561597123219693,P20 Male
5 people per room or more,Not P20,Female,2008,KGZ,237257.015351726,2435739.02575348,0.0974065829069404,Not P20 Female
5 people per room or more,P20,Female,2008,KGZ,10213.7493626635,143431.563068915,0.0712099146389146,P20 Female
5 people per room or more,Not P20,Male,2009,KGZ,227387.872304331,2610444.43099723,0.0871069575755977,Not P20 Male
5 people per room or more,P20,Male,2009,KGZ,7311.52559961971,140201.950211046,0.0521499564636132,P20 Male
5 people per room or more,Not P20,Female,2009,KGZ,237381.643919511,2446645.91631168,0.0970232931283181,Not P20 Female
5 people per room or more,P20,Female,2009,KGZ,13094.8574223536,163850.827405313,0.0799193853929176,P20 Female
5 people per room or more,Not P20,Male,2010,KGZ,228756.008459117,2627922.95535707,0.0870482172975407,Not P20 Male
5 people per room or more,P20,Male,2010,KGZ,8759.7996587537,155731.386809373,0.0562494166283665,P20 Male
5 people per room or more,Not P20,Female,2010,KGZ,240230.241284919,2465094.15791733,0.0974527648420054,Not P20 Female
5 people per room or more,P20,Female,2010,KGZ,13251.9966844204,176728.740694272,0.0749849550919697,P20 Female
5 people per room or more,Not P20,Male,2011,KGZ,235290.21167413,2703512.13007103,0.0870313134744278,Not P20 Male
5 people per room or more,P20,Male,2011,KGZ,5133.561788454,114223.187264275,0.0449432546176165,P20 Male
5 people per room or more,Not P20,Female,2011,KGZ,247710.726566857,2540235.11644667,0.0975148815804734,Not P20 Female
5 people per room or more,P20,Female,2011,KGZ,8874.95773456523,133932.279556103,0.0662645163957478,P20 Female
5 people per room or more,Not P20,Male,2012,KGZ,235444.977079602,2696398.14862918,0.0873183276732702,Not P20 Male
5 people per room or more,P20,Male,2012,KGZ,9015.94167414302,168651.985807142,0.0534588527433824,P20 Male
5 people per room or more,Not P20,Female,2012,KGZ,247254.723642651,2528820.69702115,0.0977747152789073,Not P20 Female
5 people per room or more,P20,Female,2012,KGZ,13639.4933476903,190250.753830547,0.0716921908222173,P20 Female
5 people per room or more,Not P20,Male,2013,KGZ,233279.010282932,2608759.08809343,0.0894214461379872,Not P20 Male
5 people per room or more,P20,Male,2013,KGZ,16082.2878523084,313722.854573491,0.0512627231897797,P20 Male
5 people per room or more,Not P20,Female,2013,KGZ,243689.567696687,2440132.84877579,0.0998673362472644,Not P20 Female
5 people per room or more,P20,Female,2013,KGZ,22434.444911737,333444.171892521,0.0672809627602916,P20 Female
5 people per room or more,Not P20,Male,2014,KGZ,238006.095619632,2651143.5019201,0.0897748822148842,Not P20 Male
5 people per room or more,P20,Male,2014,KGZ,16408.1737817584,330558.605995293,0.0496377147173476,P20 Male
5 people per room or more,Not P20,Female,2014,KGZ,248627.608975106,2481431.36214019,0.100195239235096,Not P20 Female
5 people per room or more,P20,Female,2014,KGZ,22889.0487590813,348348.465839033,0.0657073333277087,P20 Female
5 people per room or more,Not P20,Male,2015,KGZ,242280.886496255,2695466.60741831,0.0898845809588081,Not P20 Male
5 people per room or more,P20,Male,2015,KGZ,17426.1414186013,348265.941059311,0.0500368809123184,P20 Male
5 people per room or more,Not P20,Female,2015,KGZ,253799.983532484,2526552.99451332,0.100453061575846,Not P20 Female
5 people per room or more,P20,Female,2015,KGZ,23365.2256966792,362096.728267826,0.064527580264125,P20 Female
5 people per room or more,Not P20,Male,2016,KGZ,248707.024822938,2790378.47043034,0.0891302120692544,Not P20 Male
5 people per room or more,P20,Male,2016,KGZ,16345.07882298,315997.669587072,0.0517253144440555,P20 Male
5 people per room or more,Not P20,Female,2016,KGZ,259976.461911577,2604583.92162873,0.099814968430353,Not P20 Female
5 people per room or more,P20,Female,2016,KGZ,22893.1329294811,343517.605952398,0.0666432594219156,P20 Female
5 people per room or more,Not P20,Male,2017,KGZ,254091.444239986,2869887.34403886,0.0885370796061972,Not P20 Male
5 people per room or more,P20,Male,2017,KGZ,16135.7041798063,297139.646841299,0.0543034372939952,P20 Male
5 people per room or more,Not P20,Female,2017,KGZ,265580.912940175,2675925.44543054,0.0992482482625537,Not P20 Female
5 people per room or more,P20,Female,2017,KGZ,22811.6066327901,329736.67945692,0.0691812832905367,P20 Female
5 people per room or more,Not P20,Male,2018,KGZ,261983.533208213,2955796.2458924,0.0886338270346899,Not P20 Male
5 people per room or more,P20,Male,2018,KGZ,13675.8863053017,274896.254823463,0.0497492638234898,P20 Male
5 people per room or more,Not P20,Female,2018,KGZ,273721.574504542,2751276.79308316,0.0994889264477826,Not P20 Female
5 people per room or more,P20,Female,2018,KGZ,20468.38754185,314806.986601016,0.0650188477798668,P20 Female
5 people per room or more,Not P20,Male,2000,LBR,311311.430005904,1523477.14201034,0.204342698305998,Not P20 Male
5 people per room or more,P20,Male,2000,LBR,263104.316947857,1435839.19327798,0.183240796169659,P20 Male
5 people per room or more,Not P20,Female,2000,LBR,334714.249943865,1381366.88980536,0.242306553323445,Not P20 Female
5 people per room or more,P20,Female,2000,LBR,208834.088552547,1300951.7615051,0.16052408300746,P20 Female
5 people per room or more,Not P20,Male,2001,LBR,337615.523937398,1651787.93538777,0.204393988298588,Not P20 Male
5 people per room or more,P20,Male,2001,LBR,244368.600877497,1410886.23662634,0.173202200527394,P20 Male
5 people per room or more,Not P20,Female,2001,LBR,347800.183981997,1495218.18634127,0.232608315735544,Not P20 Female
5 people per room or more,P20,Female,2001,LBR,205743.862854356,1292637.86259898,0.159165895419996,P20 Female
5 people per room or more,Not P20,Male,2002,LBR,366242.966748893,1784855.08832002,0.20519479096402,Not P20 Male
5 people per room or more,P20,Male,2002,LBR,228663.725382461,1345838.24325003,0.169904315417778,P20 Male
5 people per room or more,Not P20,Female,2002,LBR,366870.0149912,1626712.91297216,0.225528433484242,Not P20 Female
5 people per room or more,P20,Female,2002,LBR,197524.193689302,1233353.99587574,0.160152068546265,P20 Female
5 people per room or more,Not P20,Male,2003,LBR,323477.514060104,1503090.33753936,0.21520829851761,Not P20 Male
5 people per room or more,P20,Male,2003,LBR,311134.491007479,1686964.46645212,0.184434525560477,P20 Male
5 people per room or more,Not P20,Female,2003,LBR,327883.648061881,1360257.91104791,0.241045205764904,Not P20 Female
5 people per room or more,P20,Female,2003,LBR,258515.430997528,1544090.0310777,0.167422511508022,P20 Female
5 people per room or more,Not P20,Male,2004,LBR,253066.425490014,1178483.98112288,0.214738960854511,Not P20 Male
5 people per room or more,P20,Male,2004,LBR,373387.235900351,2087923.27522767,0.178831875831087,P20 Male
5 people per room or more,Not P20,Female,2004,LBR,254355.161199002,1049676.09053203,0.242317762110865,Not P20 Female
5 people per room or more,P20,Female,2004,LBR,354924.054026082,1894368.34602174,0.187357466551549,P20 Female
5 people per room or more,Not P20,Male,2005,LBR,194462.806599352,912031.40946586,0.213219418301877,Not P20 Male
5 people per room or more,P20,Male,2005,LBR,453747.387962427,2439878.34815529,0.185971316277097,P20 Male
5 people per room or more,Not P20,Female,2005,LBR,190958.988245681,814205.655476613,0.234534097081283,Not P20 Female
5 people per room or more,P20,Female,2005,LBR,425721.778805524,2207665.96759877,0.192837949696063,P20 Female
5 people per room or more,Not P20,Male,2006,LBR,207887.460964862,980446.35054989,0.212033489490034,Not P20 Male
5 people per room or more,P20,Male,2006,LBR,466624.633363141,2507964.16307238,0.186057137591433,P20 Male
5 people per room or more,Not P20,Female,2006,LBR,205556.038172656,842824.335205209,0.243889538527157,Not P20 Female
5 people per room or more,P20,Female,2006,LBR,430994.169732178,2262580.62712495,0.19048787237246,P20 Female
5 people per room or more,Not P20,Male,2007,LBR,230027.687354704,1050041.99145448,0.219065227130658,Not P20 Male
5 people per room or more,P20,Male,2007,LBR,463247.318848336,2568267.3932004,0.180373476716172,P20 Male
5 people per room or more,Not P20,Female,2007,LBR,229139.221659546,946521.346393714,0.242085635503706,Not P20 Female
5 people per room or more,P20,Female,2007,LBR,421136.190109861,2291809.57446822,0.183757060273029,P20 Female
5 people per room or more,Not P20,Male,2008,LBR,173636.465721473,706020.073838774,0.245937009662313,Not P20 Male
5 people per room or more,P20,Male,2008,LBR,327556.41699043,1787202.12731067,0.183278887141505,P20 Male
5 people per room or more,Not P20,Female,2008,LBR,160839.189135862,638540.314479018,0.251885723561698,Not P20 Female
5 people per room or more,P20,Female,2008,LBR,307143.316932943,1654478.48979278,0.185643584264073,P20 Female
5 people per room or more,Not P20,Male,2009,LBR,179648.509507281,753847.24265361,0.238308903107349,Not P20 Male
5 people per room or more,P20,Male,2009,LBR,335106.268964647,1812350.84315202,0.184901433533606,P20 Male
5 people per room or more,Not P20,Female,2009,LBR,168331.563951226,681225.342496827,0.24710114766761,Not P20 Female
5 people per room or more,P20,Female,2009,LBR,315817.071151439,1690271.85987895,0.186843950164357,P20 Female
5 people per room or more,Not P20,Male,2010,LBR,188001.469513584,795982.745520948,0.236187870367142,Not P20 Male
5 people per room or more,P20,Male,2010,LBR,346974.793098249,1851884.50658994,0.187363084395132,P20 Male
5 people per room or more,Not P20,Female,2010,LBR,173029.819816818,716897.539594533,0.241359204433427,Not P20 Female
5 people per room or more,P20,Female,2010,LBR,325135.310294202,1755107.18237324,0.185250971313648,P20 Female
5 people per room or more,Not P20,Male,2011,LBR,206820.954694116,911626.731975255,0.226870217206103,Not P20 Male
5 people per room or more,P20,Male,2011,LBR,340985.482151166,1811900.17574585,0.188192201047059,P20 Male
5 people per room or more,Not P20,Female,2011,LBR,193016.626540381,808226.42385988,0.238815040986391,Not P20 Female
5 people per room or more,P20,Female,2011,LBR,318688.777447661,1739034.77548095,0.18325612687045,P20 Female
5 people per room or more,Not P20,Male,2012,LBR,235309.889960222,1058744.5187318,0.222253703133295,Not P20 Male
5 people per room or more,P20,Male,2012,LBR,310953.795417263,1706639.22184152,0.182202419490708,P20 Male
5 people per room or more,Not P20,Female,2012,LBR,223416.471586872,955732.499892479,0.233764648175098,Not P20 Female
5 people per room or more,P20,Female,2012,LBR,285313.171922911,1643730.60804123,0.173576601011833,P20 Female
5 people per room or more,Not P20,Male,2013,LBR,474403.225268853,1937005.18192214,0.244915826605115,Not P20 Male
5 people per room or more,P20,Male,2013,LBR,456699.498945882,2264283.44259897,0.201697141953958,P20 Male
5 people per room or more,Not P20,Female,2013,LBR,423283.333212502,1769379.36688312,0.23922700870992,Not P20 Female
5 people per room or more,P20,Female,2013,LBR,398409.21599712,2254913.08251599,0.176684954771109,P20 Female
5 people per room or more,Not P20,Male,2014,LBR,474434.09944469,1937329.25094109,0.244890794486392,Not P20 Male
5 people per room or more,P20,Male,2014,LBR,483497.832961994,2343187.31271979,0.206341947285805,P20 Male
5 people per room or more,Not P20,Female,2014,LBR,443943.14164435,1797332.3671659,0.247001138884722,Not P20 Female
5 people per room or more,P20,Female,2014,LBR,425818.152471938,2360855.6460777,0.180366026690106,P20 Female
5 people per room or more,Not P20,Male,2015,LBR,468155.24816892,1936128.80554657,0.241799639996967,Not P20 Male
5 people per room or more,P20,Male,2015,LBR,522228.259659923,2459081.51616754,0.21236720142316,P20 Male
5 people per room or more,Not P20,Female,2015,LBR,437033.486158119,1759374.10429186,0.248402818418213,Not P20 Female
5 people per room or more,P20,Female,2015,LBR,463104.901905611,2501334.61938173,0.18514312252236,P20 Female
5 people per room or more,Not P20,Male,2016,LBR,466991.654501543,1902393.10722004,0.245475897031584,Not P20 Male
5 people per room or more,P20,Male,2016,LBR,534922.022424389,2605991.72551172,0.205266201418714,P20 Male
5 people per room or more,Not P20,Female,2016,LBR,411806.253445568,1707834.87358102,0.241127675641197,Not P20 Female
5 people per room or more,P20,Female,2016,LBR,511608.710685052,2663033.97136253,0.192114977197715,P20 Female
5 people per room or more,Not P20,Male,2017,LBR,445735.341284681,1832256.71592125,0.243271227995236,Not P20 Male
5 people per room or more,P20,Male,2017,LBR,565448.959638554,2777900.50842769,0.20355263189703,P20 Male
5 people per room or more,Not P20,Female,2017,LBR,397633.364823082,1693265.83501279,0.234832213938857,Not P20 Female
5 people per room or more,P20,Female,2017,LBR,554538.92105107,2791951.71785059,0.198620526818417,P20 Female
5 people per room or more,Not P20,Male,2018,LBR,424379.119845568,1751592.38535318,0.242281893546824,Not P20 Male
5 people per room or more,P20,Male,2018,LBR,572902.240349346,2942228.76905284,0.194717095548547,P20 Male
5 people per room or more,Not P20,Female,2018,LBR,397186.379305895,1655140.34532984,0.239971420204094,Not P20 Female
5 people per room or more,P20,Female,2018,LBR,590390.182404506,2965140.66359727,0.199110345641495,P20 Female
