sleeping.category,p20,sex,povcal_year,iso3,value,total,percentage,demographic
5 people per room or more,Not P20,Male,2000,LSO,209567.85589339,1093522.77482569,0.191644710762239,Not P20 Male
5 people per room or more,P20,Male,2000,LSO,312391.047410155,789371.45883304,0.395746570153392,P20 Male
5 people per room or more,Not P20,Female,2000,LSO,235494.745286322,1102570.79952046,0.213586960029002,Not P20 Female
5 people per room or more,P20,Female,2000,LSO,335205.63404493,809229.197318705,0.41422829917111,P20 Female
5 people per room or more,Not P20,Male,2001,LSO,202082.234192567,1065732.96055511,0.189618076640239,Not P20 Male
5 people per room or more,P20,Male,2001,LSO,321221.984695216,821650.13140918,0.390947402569389,P20 Male
5 people per room or more,Not P20,Female,2001,LSO,225420.86169238,1071362.65058056,0.210405749696638,Not P20 Female
5 people per room or more,P20,Female,2001,LSO,348815.55593837,841400.363659089,0.414565492248468,P20 Female
5 people per room or more,Not P20,Male,2002,LSO,200141.382910214,1036672.30508909,0.19306137718516,Not P20 Male
5 people per room or more,P20,Male,2002,LSO,327002.31506416,845950.209761845,0.386550309097055,P20 Male
5 people per room or more,Not P20,Female,2002,LSO,217159.681582129,1037513.19566772,0.209307874337319,Not P20 Female
5 people per room or more,P20,Female,2002,LSO,359566.679314032,868963.109175196,0.413788198276135,P20 Female
5 people per room or more,Not P20,Male,2003,LSO,197626.785355761,1025453.81153361,0.192721293863253,Not P20 Male
5 people per room or more,P20,Male,2003,LSO,324410.505869846,840645.711154736,0.385906335528942,P20 Male
5 people per room or more,Not P20,Female,2003,LSO,219536.1563299,1038034.38175784,0.21149218194308,Not P20 Female
5 people per room or more,P20,Female,2003,LSO,357756.796043378,863519.730349975,0.4143006621266,P20 Female
5 people per room or more,Not P20,Male,2004,LSO,193588.627682679,1028240.63278171,0.188271715307498,Not P20 Male
5 people per room or more,P20,Male,2004,LSO,324399.517565977,837509.221566504,0.387338442625395,P20 Male
5 people per room or more,Not P20,Female,2004,LSO,217303.351729419,1015692.49573086,0.21394600495995,Not P20 Female
5 people per room or more,P20,Female,2004,LSO,357014.867406391,863021.59029719,0.413680111158574,P20 Female
5 people per room or more,Not P20,Male,2005,LSO,191557.336278494,1018440.80420791,0.188088827045257,Not P20 Male
5 people per room or more,P20,Male,2005,LSO,328291.038377702,841081.156206052,0.390320287115404,P20 Male
5 people per room or more,Not P20,Female,2005,LSO,215217.382184399,1003408.22320632,0.214486364778521,Not P20 Female
5 people per room or more,P20,Female,2005,LSO,355159.104609273,863151.738768351,0.411467750868528,P20 Female
5 people per room or more,Not P20,Male,2006,LSO,202438.009497293,1044748.18371243,0.193767275840523,Not P20 Male
5 people per room or more,P20,Male,2006,LSO,319220.742187952,816797.400346157,0.390819978188798,P20 Male
5 people per room or more,Not P20,Female,2006,LSO,226370.616318877,1025396.17809861,0.220764053108365,Not P20 Female
5 people per room or more,P20,Female,2006,LSO,342022.379244679,827590.178093067,0.413275058474916,P20 Female
5 people per room or more,Not P20,Male,2007,LSO,214188.620255125,1074758.41220613,0.1992900151537,Not P20 Male
5 people per room or more,P20,Male,2007,LSO,313129.992149823,794777.302383393,0.393984568017736,P20 Male
5 people per room or more,Not P20,Female,2007,LSO,252061.593979414,1076361.78721115,0.234179248069094,Not P20 Female
5 people per room or more,P20,Female,2007,LSO,321774.162244162,760282.381426731,0.42322980264297,P20 Female
5 people per room or more,Not P20,Male,2008,LSO,228182.176635576,1118114.55402494,0.204077637496243,Not P20 Male
5 people per room or more,P20,Male,2008,LSO,311779.869951698,763505.306558839,0.408353245581104,P20 Male
5 people per room or more,Not P20,Female,2008,LSO,261061.051395397,1089515.06716022,0.239612153392098,Not P20 Female
5 people per room or more,P20,Female,2008,LSO,314082.704192032,735472.60605415,0.427048814064065,P20 Female
5 people per room or more,Not P20,Male,2009,LSO,228729.876553024,1120932.62166337,0.204053189400097,Not P20 Male
5 people per room or more,P20,Male,2009,LSO,300457.335336179,756597.0002097,0.397116741479155,P20 Male
5 people per room or more,Not P20,Female,2009,LSO,261953.528638978,1091680.62851092,0.23995436192386,Not P20 Female
5 people per room or more,P20,Female,2009,LSO,319725.297150451,743046.278950072,0.430289883965538,P20 Female
5 people per room or more,Not P20,Male,2010,LSO,240546.089520533,1134843.89107581,0.211964034359388,Not P20 Male
5 people per room or more,P20,Male,2010,LSO,295695.822806729,762267.143865272,0.38791626424737,P20 Male
5 people per room or more,Not P20,Female,2010,LSO,274020.072769472,1103894.89679005,0.248230219712292,Not P20 Female
5 people per room or more,P20,Female,2010,LSO,306982.446702553,721471.207114918,0.425495076830774,P20 Female
5 people per room or more,Not P20,Male,2011,LSO,159317.232202101,681761.839688045,0.233684584451074,Not P20 Male
5 people per room or more,P20,Male,2011,LSO,214255.123046942,524787.286351554,0.408270414736026,P20 Male
5 people per room or more,Not P20,Female,2011,LSO,171367.147472187,689253.587748831,0.248627138861749,Not P20 Female
5 people per room or more,P20,Female,2011,LSO,230801.56857104,513322.464394396,0.449622965251157,P20 Female
5 people per room or more,Not P20,Male,2012,LSO,163973.334029631,709089.755809025,0.231244821528339,Not P20 Male
5 people per room or more,P20,Male,2012,LSO,200660.415337239,524105.755123112,0.382862453571233,P20 Male
5 people per room or more,Not P20,Female,2012,LSO,175222.514238764,717551.645539439,0.24419498628149,Not P20 Female
5 people per room or more,P20,Female,2012,LSO,213825.976725773,504030.666979617,0.424232077002608,P20 Female
5 people per room or more,Not P20,Male,2013,LSO,154836.227515714,699788.949211461,0.221261321274346,Not P20 Male
5 people per room or more,P20,Male,2013,LSO,203987.569604793,558773.973910544,0.365062760846214,P20 Male
5 people per room or more,Not P20,Female,2013,LSO,169303.002524612,714138.930057859,0.237072921526481,Not P20 Female
5 people per room or more,P20,Female,2013,LSO,215105.900853419,538638.225388456,0.399351346997864,P20 Female
5 people per room or more,Not P20,Male,2014,LSO,245198.102364162,966063.231146393,0.25381164965071,Not P20 Male
5 people per room or more,P20,Male,2014,LSO,286766.973639962,723308.972381419,0.396465389743213,P20 Male
5 people per room or more,Not P20,Female,2014,LSO,259337.056840997,977459.738412362,0.265317379989711,Not P20 Female
5 people per room or more,P20,Female,2014,LSO,303770.358154799,737286.853310795,0.412011087395245,P20 Female
5 people per room or more,Not P20,Male,2015,LSO,241279.384384201,963828.257794944,0.250334416357747,Not P20 Male
5 people per room or more,P20,Male,2015,LSO,293442.262539961,742068.830676706,0.395438065054377,P20 Male
5 people per room or more,Not P20,Female,2015,LSO,260442.794807764,977600.679998439,0.266410202178031,Not P20 Female
5 people per room or more,P20,Female,2015,LSO,305643.187313871,752006.83431577,0.406436714889655,P20 Female
5 people per room or more,Not P20,Male,2016,LSO,242670.656416553,966923.60251193,0.250971902832995,Not P20 Male
5 people per room or more,P20,Male,2016,LSO,301602.670785682,756356.252742883,0.398757423756249,P20 Male
5 people per room or more,Not P20,Female,2016,LSO,258363.32368399,982109.131849819,0.263069872079652,Not P20 Female
5 people per room or more,P20,Female,2016,LSO,310493.957979061,758939.690329249,0.409115456650264,P20 Female
5 people per room or more,Not P20,Male,2017,LSO,242180.177353335,964713.623134933,0.251038413416768,Not P20 Male
5 people per room or more,P20,Male,2017,LSO,307394.165419547,774679.518185106,0.396801720199986,P20 Male
5 people per room or more,Not P20,Female,2017,LSO,256707.363888391,979703.758830873,0.262025496559013,Not P20 Female
5 people per room or more,P20,Female,2017,LSO,317921.316824128,776191.031858602,0.409591587347846,P20 Female
5 people per room or more,Not P20,Male,2018,LSO,241632.894767899,966239.233350385,0.250075640098001,Not P20 Male
5 people per room or more,P20,Male,2018,LSO,308712.397436093,781755.838854194,0.394896183811773,P20 Male
5 people per room or more,Not P20,Female,2018,LSO,255104.504174465,980646.078881665,0.26013921808099,Not P20 Female
5 people per room or more,P20,Female,2018,LSO,322322.64935344,794099.15956222,0.405897230178576,P20 Female
5 people per room or more,Not P20,Male,2000,MDG,843303.333609446,2575866.82207768,0.327386232231231,Not P20 Male
5 people per room or more,P20,Male,2000,MDG,3114356.74668643,5409039.83901953,0.575768868297141,P20 Male
5 people per room or more,Not P20,Female,2000,MDG,864373.399227201,2539826.69427513,0.340327708648599,Not P20 Female
5 people per room or more,P20,Female,2000,MDG,2964015.57217466,5242072.64462766,0.565428175668709,P20 Female
5 people per room or more,Not P20,Male,2001,MDG,678559.707324028,2185675.75130277,0.310457627083786,Not P20 Male
5 people per room or more,P20,Male,2001,MDG,3403132.00910895,6049474.99783747,0.562549975051633,P20 Male
5 people per room or more,Not P20,Female,2001,MDG,705132.18743705,2198021.29009096,0.320803165381473,Not P20 Female
5 people per room or more,P20,Female,2001,MDG,3243237.11028347,5827759.9607688,0.556515218903356,P20 Female
5 people per room or more,Not P20,Male,2002,MDG,560520.62365099,1884675.38219119,0.297409638257867,Not P20 Male
5 people per room or more,P20,Male,2002,MDG,3647727.66026839,6605813.71289719,0.552199595508811,P20 Male
5 people per room or more,Not P20,Female,2002,MDG,562562.811699958,1870173.11887489,0.300807880309177,Not P20 Female
5 people per room or more,P20,Female,2002,MDG,3508229.27054307,6404454.78603673,0.547779535924255,P20 Female
5 people per room or more,Not P20,Male,2003,MDG,570203.425552092,1900967.96766179,0.299954252387244,Not P20 Male
5 people per room or more,P20,Male,2003,MDG,3767071.13452708,6849842.31496221,0.549950051594416,P20 Male
5 people per room or more,Not P20,Female,2003,MDG,567063.800490074,1880110.91085652,0.301611887477286,Not P20 Female
5 people per room or more,P20,Female,2003,MDG,3628540.1055704,6648219.80651947,0.54579123602564,P20 Female
5 people per room or more,Not P20,Male,2004,MDG,565179.831901241,1910818.91242534,0.295778855979542,Not P20 Male
5 people per room or more,P20,Male,2004,MDG,3903588.95592599,7105291.85425711,0.549391782349823,P20 Male
5 people per room or more,Not P20,Female,2004,MDG,574570.043761793,1902393.24591649,0.302024854742895,Not P20 Female
5 people per room or more,P20,Female,2004,MDG,3748233.02571851,6884492.98740106,0.54444576130413,P20 Female
5 people per room or more,Not P20,Male,2005,MDG,565331.815360198,1927570.54790374,0.293287224156337,Not P20 Male
5 people per room or more,P20,Male,2005,MDG,4037408.94127772,7358839.7504345,0.548647487674852,P20 Male
5 people per room or more,Not P20,Female,2005,MDG,565224.58988796,1916798.39657975,0.294879519357133,Not P20 Female
5 people per room or more,P20,Female,2005,MDG,3887174.45233022,7133515.30508202,0.544917097123341,P20 Female
5 people per room or more,Not P20,Male,2006,MDG,556892.280561494,1899092.32382552,0.293241288785631,Not P20 Male
5 people per room or more,P20,Male,2006,MDG,4182284.88230508,7662589.71256201,0.545805666124687,P20 Male
5 people per room or more,Not P20,Female,2006,MDG,564006.534903966,1878191.35168303,0.300292371380885,Not P20 Female
5 people per room or more,P20,Female,2006,MDG,4020372.42026936,7440395.61192944,0.540343905077219,P20 Female
5 people per room or more,Not P20,Male,2007,MDG,546002.170754129,1882779.16825419,0.28999798805954,Not P20 Male
5 people per room or more,P20,Male,2007,MDG,4332050.23251844,7959095.15591981,0.544289287620383,P20 Male
5 people per room or more,Not P20,Female,2007,MDG,564518.680608693,1861198.91132392,0.303309161193919,Not P20 Female
5 people per room or more,P20,Female,2007,MDG,4154199.36078836,7730456.76450209,0.537380841435431,P20 Female
5 people per room or more,Not P20,Male,2008,MDG,542483.229255617,1868142.83941419,0.29038637614334,Not P20 Male
5 people per room or more,P20,Male,2008,MDG,4476874.71418672,8258827.10339797,0.542071490072092,P20 Male
5 people per room or more,Not P20,Female,2008,MDG,542392.003340595,1826492.24748363,0.296958283884233,Not P20 Female
5 people per room or more,P20,Female,2008,MDG,4313016.04189921,8043010.80970421,0.536243969322456,P20 Female
5 people per room or more,Not P20,Male,2009,MDG,457518.808192937,1594387.31379981,0.286955875923623,Not P20 Male
5 people per room or more,P20,Male,2009,MDG,4705579.74441405,8822591.20082057,0.533355749723096,P20 Male
5 people per room or more,Not P20,Female,2009,MDG,447327.171956497,1557160.22470215,0.287271126541946,Not P20 Female
5 people per room or more,P20,Female,2009,MDG,4547126.40819629,8594978.26067745,0.529044550234603,P20 Female
5 people per room or more,Not P20,Male,2010,MDG,349231.700898979,1289542.88026482,0.270818214922222,Not P20 Male
5 people per room or more,P20,Male,2010,MDG,4960087.21003259,9422447.30526357,0.526411774917732,P20 Male
5 people per room or more,Not P20,Female,2010,MDG,345105.774963677,1273754.79499206,0.2709358004543,Not P20 Female
5 people per room or more,P20,Female,2010,MDG,4790792.09192595,9165895.01947955,0.522675863267521,P20 Female
5 people per room or more,Not P20,Male,2011,MDG,297034.604401358,1172398.26746872,0.253356399990827,Not P20 Male
5 people per room or more,P20,Male,2011,MDG,5160965.58810249,9839568.70523189,0.524511362511073,P20 Male
5 people per room or more,Not P20,Female,2011,MDG,302981.243027886,1155021.67518673,0.262316499799802,Not P20 Female
5 people per room or more,P20,Female,2011,MDG,4976741.45143072,9576978.35211266,0.519656750642321,P20 Female
5 people per room or more,Not P20,Male,2012,MDG,295194.179376661,1153581.45895204,0.255893658038529,Not P20 Male
5 people per room or more,P20,Male,2012,MDG,5314084.51755175,10163602.4129145,0.522854427166431,P20 Male
5 people per room or more,Not P20,Female,2012,MDG,290110.14862381,1137421.04859688,0.255059592032072,Not P20 Female
5 people per room or more,P20,Female,2012,MDG,5135949.76181567,9892036.07953662,0.519200467984571,P20 Female
5 people per room or more,Not P20,Male,2013,MDG,265492.45326328,1045440.27157656,0.253952770408308,Not P20 Male
5 people per room or more,P20,Male,2013,MDG,5498061.33129359,10583006.3540011,0.519517908936615,P20 Male
5 people per room or more,Not P20,Female,2013,MDG,250383.211614322,1030782.67918199,0.242905916708866,Not P20 Female
5 people per room or more,P20,Female,2013,MDG,5324912.61905474,10302023.6952403,0.516880253489897,P20 Female
5 people per room or more,Not P20,Male,2014,MDG,256271.895189771,1023768.18097099,0.25032219202858,Not P20 Male
5 people per room or more,P20,Male,2014,MDG,5665076.66954747,10923042.4692539,0.518635415498335,P20 Male
5 people per room or more,Not P20,Female,2014,MDG,243941.424147404,1008881.23783634,0.241793994177713,Not P20 Female
5 people per room or more,P20,Female,2014,MDG,5483995.05375536,10634195.1119387,0.515694417492738,P20 Female
5 people per room or more,Not P20,Male,2015,MDG,232691.368079212,989804.970248457,0.235088098234951,Not P20 Male
5 people per room or more,P20,Male,2015,MDG,5850359.48318244,11283253.4219723,0.518499342732995,P20 Male
5 people per room or more,Not P20,Female,2015,MDG,243406.788090059,975358.656760343,0.249556187770492,Not P20 Female
5 people per room or more,P20,Female,2015,MDG,5640950.2104791,10985670.9510189,0.513482538811696,P20 Female
5 people per room or more,Not P20,Male,2016,MDG,230393.7043343,1000421.82209876,0.230296560155959,Not P20 Male
5 people per room or more,P20,Male,2016,MDG,6018398.47016927,11607033.4028774,0.518513065420947,P20 Male
5 people per room or more,Not P20,Female,2016,MDG,229983.389811939,959944.226721912,0.239579949969909,Not P20 Female
