educ.category,p20,povcal_year,iso3,value,total,percentage,demographic
Completed secondary education,P20,2007,RWA,481011.287408286,10627889.9543596,0.0452593402334742,P20
Completed secondary education,Not P20,2008,RWA,2962368.91751657,7884120.03465398,0.375738687957024,Not P20
Completed secondary education,P20,2008,RWA,473294.616079106,10965024.2781221,0.0431640281019206,P20
Completed secondary education,Not P20,2009,RWA,2972061.24417838,7907124.82392281,0.375871294605909,Not P20
Completed secondary education,P20,2009,RWA,490944.733990293,11455512.5677898,0.0428566361465757,P20
Completed secondary education,Not P20,2010,RWA,3007373.44806935,7921628.49644755,0.379640808631458,Not P20
Completed secondary education,P20,2010,RWA,511545.813822793,11944598.9560273,0.0428265373920037,P20
Completed secondary education,Not P20,2011,RWA,2971042.9386822,7752122.78948402,0.383255402341215,Not P20
Completed secondary education,P20,2011,RWA,576070.704207014,12619168.2386228,0.0456504496424626,P20
Completed secondary education,Not P20,2012,RWA,869418.452952381,3533932.25739273,0.246020124221006,Not P20
Completed secondary education,P20,2012,RWA,133015.105435682,8795415.42981881,0.0151232316991788,P20
Completed secondary education,Not P20,2013,RWA,895025.658169461,3444529.11248279,0.259839771690689,Not P20
Completed secondary education,P20,2013,RWA,147488.370953501,9246570.59813348,0.0159506023761148,P20
Completed secondary education,Not P20,2014,RWA,932869.586169423,3527868.72565409,0.264428656141808,Not P20
Completed secondary education,P20,2014,RWA,151598.254622464,9526105.44902736,0.0159139803179422,P20
Completed secondary education,Not P20,2015,RWA,2271905.9141405,7921055.55394674,0.286818581017084,Not P20
Completed secondary education,P20,2015,RWA,278610.35440338,14443663.4579053,0.0192894520988643,P20
Completed secondary education,Not P20,2016,RWA,2344455.27314233,8150666.71594883,0.287639693149864,Not P20
Completed secondary education,P20,2016,RWA,282348.194371815,14794398.3540653,0.019084804100481,P20
Completed secondary education,Not P20,2017,RWA,2419070.04547386,8358968.90756671,0.289398138959946,Not P20
Completed secondary education,P20,2017,RWA,290990.42849383,15197535.2803157,0.0191472119081526,P20
Completed secondary education,Not P20,2018,RWA,2463012.8066779,8504823.05288238,0.2896018872307,Not P20
Completed secondary education,P20,2018,RWA,307895.068548153,15693880.8447735,0.0196187973894736,P20
Completed secondary education,Not P20,2000,SEN,3930459.9328095,27307964.801902,0.143930899329991,Not P20
Completed secondary education,P20,2000,SEN,151567.004542451,11414283.622181,0.0132787137204051,P20
Completed secondary education,Not P20,2001,SEN,4023788.51134244,27751924.4343091,0.14499133279449,Not P20
Completed secondary education,P20,2001,SEN,169331.765357316,11912754.1056817,0.0142143255753558,P20
Completed secondary education,Not P20,2002,SEN,4132182.83573698,28123087.8658608,0.146932045849529,Not P20
Completed secondary education,P20,2002,SEN,176789.513193528,12514400.2955294,0.0141268865481859,P20
Completed secondary education,Not P20,2003,SEN,4257126.89534734,28985912.7957449,0.14686882298122,Not P20
Completed secondary education,P20,2003,SEN,182179.025317399,12674001.5826201,0.0143742309111924,P20
Completed secondary education,Not P20,2004,SEN,4447221.55482419,29657211.3763469,0.149954137575156,Not P20
Completed secondary education,P20,2004,SEN,176699.119667517,13048267.865694,0.013541959859062,P20
Completed secondary education,Not P20,2005,SEN,4735478.11304087,30304019.8497908,0.156265674868001,Not P20
Completed secondary education,P20,2005,SEN,177952.739012918,13487566.5519475,0.0131938358433697,P20
Completed secondary education,Not P20,2006,SEN,4991410.09877158,30538838.031784,0.163444663270314,Not P20
Completed secondary education,P20,2006,SEN,186888.767786893,14391341.740953,0.0129861948351257,P20
Completed secondary education,Not P20,2007,SEN,4961204.54101257,30416127.8978193,0.163110983675482,Not P20
Completed secondary education,P20,2007,SEN,206907.621594334,15732923.2452556,0.0131512509384884,P20
Completed secondary education,Not P20,2008,SEN,4991834.17869441,30575498.5771407,0.163262560252295,Not P20
Completed secondary education,P20,2008,SEN,216795.394439124,16839825.4345149,0.0128739692274232,P20
Completed secondary education,Not P20,2009,SEN,4957143.68642176,30057983.4462054,0.164919369767221,Not P20
Completed secondary education,P20,2009,SEN,255161.987281005,18676090.5177824,0.0136624946767126,P20
Completed secondary education,Not P20,2010,SEN,4975603.27994508,29573288.5913143,0.168246533170695,Not P20
Completed secondary education,P20,2010,SEN,332986.942613235,20527162.9413361,0.016221771297128,P20
Completed secondary education,Not P20,2011,SEN,4948774.93228388,28134916.760469,0.175894422379709,Not P20
Completed secondary education,P20,2011,SEN,457527.263789141,23367374.6854991,0.0195797461181236,P20
Completed secondary education,Not P20,2012,SEN,3099610.64320654,19469540.1337034,0.159203074233934,Not P20
Completed secondary education,P20,2012,SEN,310201.991185588,18488752.6818905,0.0167778755291278,P20
Completed secondary education,Not P20,2013,SEN,3677018.31209822,23139418.7374342,0.158907116631658,Not P20
Completed secondary education,P20,2013,SEN,429344.562945775,24319399.1824233,0.0176544066621547,P20
Completed secondary education,Not P20,2014,SEN,2993215.87970511,19448564.0416815,0.153904209755031,Not P20
Completed secondary education,P20,2014,SEN,334018.093307584,20126450.9292755,0.0165959758370378,P20
Completed secondary education,Not P20,2015,SEN,4064653.4627317,25762984.7901901,0.157771061693109,Not P20
Completed secondary education,P20,2015,SEN,428430.983234225,24406641.0975901,0.0175538691096879,P20
Completed secondary education,Not P20,2016,SEN,3482497.62350433,22120062.6608308,0.157436155444124,Not P20
Completed secondary education,P20,2016,SEN,309105.027843196,20921853.3340309,0.0147742660704161,P20
Completed secondary education,Not P20,2017,SEN,5326628.56163563,32348243.732826,0.164665154795725,Not P20
Completed secondary education,P20,2017,SEN,453643.854736964,28509528.5640386,0.0159120082858607,P20
Completed secondary education,Not P20,2018,SEN,5513886.25714808,33662812.4507538,0.163797551533001,Not P20
Completed secondary education,P20,2018,SEN,452344.093643329,28907765.8278845,0.0156478399727106,P20
Completed secondary education,Not P20,2000,SLE,758330.182260991,2793131.21617226,0.271498230326685,Not P20
Completed secondary education,P20,2000,SLE,370380.806585769,6127668.09962178,0.06044400587046,P20
Completed secondary education,Not P20,2001,SLE,801107.612631577,3045848.98345981,0.26301619580679,Not P20
Completed secondary education,P20,2001,SLE,360723.472563227,6204900.20647383,0.0581352577092004,P20
Completed secondary education,Not P20,2002,SLE,842240.054061103,3330065.53369659,0.252919963748029,Not P20
Completed secondary education,P20,2002,SLE,359294.487390254,6330579.29714696,0.0567553884922,P20
Completed secondary education,Not P20,2003,SLE,873866.047303051,3441820.52259726,0.253896460191834,Not P20
Completed secondary education,P20,2003,SLE,380469.891978994,6678533.38242321,0.0569690784177747,P20
Completed secondary education,Not P20,2004,SLE,903659.443211147,3526423.51369057,0.256253804939448,Not P20
Completed secondary education,P20,2004,SLE,411442.770476811,7046119.86394124,0.0583928145449786,P20
Completed secondary education,Not P20,2005,SLE,942272.852269077,3588908.63255658,0.262551362751702,Not P20
Completed secondary education,P20,2005,SLE,435510.801473116,7393504.81131929,0.0589045131621959,P20
Completed secondary education,Not P20,2006,SLE,992005.784615854,3862387.20148799,0.25683747715239,Not P20
Completed secondary education,P20,2006,SLE,419236.047546474,7473764.26360535,0.0560943632632365,P20
Completed secondary education,Not P20,2007,SLE,1018696.87859038,4040636.00992328,0.252113003024423,Not P20
Completed secondary education,P20,2007,SLE,400142.188512069,7609856.50847085,0.0525820937709737,P20
Completed secondary education,Not P20,2008,SLE,1051152.56386356,4302203.49453182,0.244328880584007,Not P20
Completed secondary education,P20,2008,SLE,386119.794650379,7630125.18822101,0.0506046473846131,P20
Completed secondary education,Not P20,2009,SLE,621084.910121233,2789003.09748152,0.222690649100417,Not P20
Completed secondary education,P20,2009,SLE,208633.164924372,5579000.86117217,0.0373961521275939,P20
Completed secondary education,Not P20,2010,SLE,629917.682521011,2799974.2102302,0.224972673040879,Not P20
Completed secondary education,P20,2010,SLE,213049.334962102,5639141.89821717,0.0377804529142028,P20
Completed secondary education,Not P20,2011,SLE,637809.320353294,2779560.24498653,0.229464110916,Not P20
Completed secondary education,P20,2011,SLE,221748.634627644,5723592.73559185,0.0387429093703177,P20
Completed secondary education,Not P20,2012,SLE,696886.1686675,3590178.19079177,0.194109075269551,Not P20
Completed secondary education,P20,2012,SLE,169146.825770778,4938124.86266955,0.0342532500645068,P20
Completed secondary education,Not P20,2013,SLE,1413582.04968392,6446650.84560225,0.219273865382089,Not P20
Completed secondary education,P20,2013,SLE,234496.328351223,6639721.81669045,0.035317191717545,P20
Completed secondary education,Not P20,2014,SLE,1334162.77451524,5549059.08738935,0.240430450190597,Not P20
Completed secondary education,P20,2014,SLE,364162.653988456,7855179.49923379,0.0463595585592891,P20
Completed secondary education,Not P20,2015,SLE,1239388.54261559,4308634.55350572,0.287652277589234,Not P20
Completed secondary education,P20,2015,SLE,561250.905490531,9385574.28870153,0.0597993141630312,P20
Completed secondary education,Not P20,2016,SLE,1264711.3958575,4427345.42881651,0.285659074086653,Not P20
Completed secondary education,P20,2016,SLE,574382.931570563,9569292.74577379,0.0600235510429164,P20
Completed secondary education,Not P20,2017,SLE,1299092.18367678,4564707.51388947,0.284594835424595,Not P20
Completed secondary education,P20,2017,SLE,566411.325214116,9743514.84806551,0.0581321354815375,P20
Completed secondary education,Not P20,2018,SLE,1329714.82122884,4735125.74943203,0.2808193259468,Not P20
Completed secondary education,P20,2018,SLE,571732.828984994,9879787.98308833,0.0578689370625822,P20
Completed secondary education,Not P20,2000,STP,3104.00470274701,118554.305497388,0.026182133915123,Not P20
Completed secondary education,P20,2000,STP,194.352060014445,23187.6992441089,0.00838168797897539,P20
Completed secondary education,Not P20,2001,STP,3158.39929669303,117921.351901728,0.0267839474849739,Not P20
Completed secondary education,P20,2001,STP,197.757886486841,26304.5404402559,0.00751801336107726,P20
Completed secondary education,Not P20,2002,STP,3217.13585782527,117371.392178355,0.0274098807053135,Not P20
Completed secondary education,P20,2002,STP,201.435577968465,29536.6603804418,0.00681984948108248,P20
Completed secondary education,Not P20,2003,STP,3281.89444379871,116067.274209602,0.0282757949314123,Not P20
Completed secondary education,P20,2003,STP,205.490328457864,33797.929732366,0.00607996791771184,P20
Completed secondary education,Not P20,2004,STP,3354.37693119889,115283.134401795,0.0290968574770696,Not P20
Completed secondary education,P20,2004,STP,210.028698109409,37891.9269845446,0.00554283497366273,P20
Completed secondary education,Not P20,2005,STP,3435.87063693029,114561.446461114,0.0299915088632941,Not P20
Completed secondary education,P20,2005,STP,215.131290116789,42334.9627743322,0.00508164590254993,P20
Completed secondary education,Not P20,2006,STP,3527.70651575853,111812.695121007,0.0315501429595336,Not P20
Completed secondary education,P20,2006,STP,220.881439985347,49277.3294014228,0.00448241499018754,P20
Completed secondary education,Not P20,2007,STP,3628.48815612622,111034.314784548,0.032678980035739,Not P20
Completed secondary education,P20,2007,STP,227.191713742265,54657.826395183,0.00415661815930331,P20
Completed secondary education,Not P20,2008,STP,3733.6554015413,109636.154474257,0.0340549649834534,Not P20
Completed secondary education,P20,2008,STP,233.776584820063,60858.3686687118,0.00384132190747089,P20
Completed secondary education,Not P20,2009,STP,3837.426235399,107482.366308308,0.0357028447288881,Not P20
Completed secondary education,P20,2009,STP,240.274021925043,67750.7727303353,0.0035464395790937,P20
Completed secondary education,Not P20,2010,STP,3935.50232837427,104839.334841086,0.0375384137484242,Not P20
Completed secondary education,P20,2010,STP,246.414892359628,74872.3740989579,0.00329113234787967,P20
Completed secondary education,Not P20,2011,STP,4026.1163470898,100288.515445032,0.0401453379703931,Not P20
Completed secondary education,P20,2011,STP,252.088537501971,83561.0134728798,0.00301682001001326,P20
Completed secondary education,Not P20,2012,STP,4110.77379775589,93912.3659679298,0.0437724441865268,Not P20
Completed secondary education,P20,2012,STP,257.389222104015,93802.9807959072,0.00274393436029536,P20
Completed secondary education,Not P20,2013,STP,4191.13291909691,92653.0286480608,0.0452347104056014,Not P20
Completed secondary education,P20,2013,STP,262.420774008482,98731.8560349884,0.00265791391499301,P20
Completed secondary education,Not P20,2014,STP,4270.55382642283,93712.7183019149,0.0455706963132192,Not P20
Completed secondary education,P20,2014,STP,267.393581212462,101298.861473703,0.00263965040990985,P20
Completed secondary education,Not P20,2015,STP,4351.3929642367,94283.4756958389,0.0461522332744119,Not P20
Completed secondary education,P20,2015,STP,272.455188545084,104419.561584716,0.00260923513190621,P20
Completed secondary education,Not P20,2016,STP,4434.19580580314,91213.9656173903,0.0486131238324074,Not P20
Completed secondary education,P20,2016,STP,277.63974990198,111270.200200609,0.00249518513853147,P20
Completed secondary education,Not P20,2017,STP,4518.46051571871,89793.4897890155,0.050320580326431,Not P20
Completed secondary education,P20,2017,STP,282.91584369917,116538.559668407,0.00242765866082577,P20
Completed secondary education,Not P20,2018,STP,4604.40528328926,87107.7292377397,0.0528587454130808,Not P20
Completed secondary education,P20,2018,STP,288.297131494905,123148.922409141,0.00234104469495143,P20
Completed secondary education,Not P20,2000,SWZ,158934.522437638,508469.216314896,0.312574522386051,Not P20
Completed secondary education,P20,2000,SWZ,29797.6613510439,464308.224322869,0.064176466816843,P20
Completed secondary education,Not P20,2001,SWZ,162351.912130609,520823.59494586,0.311721499767087,Not P20
Completed secondary education,P20,2001,SWZ,27914.6292946073,459862.345793626,0.0607021417385946,P20
Completed secondary education,Not P20,2002,SWZ,164199.583279907,533861.505908475,0.307569625197995,Not P20
Completed secondary education,P20,2002,SWZ,27089.9883776449,452097.413244808,0.0599206887365575,P20
Completed secondary education,Not P20,2003,SWZ,162530.002479788,521111.715733266,0.311890900881184,Not P20
Completed secondary education,P20,2003,SWZ,29462.1750786138,468468.626943474,0.0628903909122793,P20
Completed secondary education,Not P20,2004,SWZ,161304.419862799,508821.324572284,0.31701584047876,Not P20
Completed secondary education,P20,2004,SWZ,31341.746196421,484129.854213385,0.0647383050717768,P20
Completed secondary education,Not P20,2005,SWZ,160798.091128545,497104.214271295,0.32346957944072,Not P20
Completed secondary education,P20,2005,SWZ,32653.9224146037,500000.523474086,0.0653077764553503,P20
Completed secondary education,Not P20,2006,SWZ,161120.367379726,496026.675449595,0.324821981063192,Not P20
Completed secondary education,P20,2006,SWZ,33366.50224982,506411.994405008,0.0658880567965671,P20
Completed secondary education,Not P20,2007,SWZ,162140.498420224,495994.76898249,0.326899613785943,Not P20
Completed secondary education,P20,2007,SWZ,33577.7617275101,512790.82534817,0.0654804260679036,P20
Completed secondary education,Not P20,2008,SWZ,162900.705220457,493105.985541525,0.33035637367403,Not P20
Completed secondary education,P20,2008,SWZ,34186.5383189146,522735.724673872,0.065399276738247,P20
Completed secondary education,Not P20,2009,SWZ,164444.346189274,501456.032150689,0.32793372827522,Not P20
Completed secondary education,P20,2009,SWZ,34054.8667826896,521663.355794724,0.065281309113248,P20
Completed secondary education,Not P20,2010,SWZ,165590.438532028,508524.938764171,0.325628943458407,Not P20
Completed secondary education,P20,2010,SWZ,34292.2116532042,521725.064027055,0.0657285110830441,P20
Completed secondary education,Not P20,2011,SWZ,165132.583853066,499171.172740253,0.330813542269586,Not P20
Completed secondary education,P20,2011,SWZ,36100.6539508177,538040.129076158,0.0670965825779655,P20
Completed secondary education,Not P20,2012,SWZ,170608.86367858,546295.033448772,0.312301692734644,Not P20
Completed secondary education,P20,2012,SWZ,31986.4121740793,497936.586050303,0.0642379232018271,P20
Completed secondary education,Not P20,2013,SWZ,172136.144174268,551040.876122116,0.312383620949602,Not P20
Completed secondary education,P20,2013,SWZ,31876.5447580924,500496.479157249,0.0636898481519133,P20
Completed secondary education,Not P20,2014,SWZ,172517.76412273,543309.442574824,0.317531319362209,Not P20
Completed secondary education,P20,2014,SWZ,33030.7841419178,516144.152958061,0.0639952694467542,P20
Completed secondary education,Not P20,2015,SWZ,172952.697324502,536926.622242447,0.322116077243802,Not P20
Completed secondary education,P20,2015,SWZ,34289.5760385617,531256.89700194,0.0645442463562718,P20
Completed secondary education,Not P20,2016,SWZ,173233.179423388,533317.292309989,0.324821981063192,Not P20
Completed secondary education,P20,2016,SWZ,35874.9509138798,544483.365545983,0.0658880567965672,P20
Completed secondary education,Not P20,2017,SWZ,174507.290285514,531185.965215706,0.328523910104909,Not P20
Completed secondary education,P20,2017,SWZ,36622.3102484551,557033.904482133,0.0657452086018039,P20
Completed secondary education,Not P20,2018,SWZ,175418.112009801,529967.034267301,0.33099815774829,Not P20
Completed secondary education,P20,2018,SWZ,37858.5380282881,569319.317466687,0.0664978982212445,P20
Completed secondary education,Not P20,2000,TCD,347121.156059296,2934376.30379354,0.118294697108391,Not P20
Completed secondary education,P20,2000,TCD,128461.442180892,5353399.79177297,0.0239962355096866,P20
Completed secondary education,Not P20,2001,TCD,360514.580362175,3049561.21499631,0.11821850913808,Not P20
Completed secondary education,P20,2001,TCD,133418.036072261,5557992.85963474,0.0240047152707261,P20
Completed secondary education,Not P20,2002,TCD,374688.394915366,3171533.92246413,0.118141064883913,Not P20
Completed secondary education,P20,2002,TCD,138663.434190249,5774430.52959966,0.0240133522222601,P20
Completed secondary education,Not P20,2003,TCD,418421.141760233,3989312.00942203,0.104885539354154,Not P20
Completed secondary education,P20,2003,TCD,115118.342637428,5308454.14349053,0.0216858504426551,P20
Completed secondary education,Not P20,2004,TCD,463663.968288125,4913333.94653298,0.0943685027994694,Not P20
Completed secondary education,P20,2004,TCD,90414.238291854,4742351.80092734,0.0190652743801449,P20
Completed secondary education,Not P20,2005,TCD,502502.937622784,5873645.11422871,0.0855521448521783,Not P20
Completed secondary education,P20,2005,TCD,72171.7623609182,4140966.98233583,0.0174287220035277,P20
Completed secondary education,Not P20,2006,TCD,508742.063306799,5878393.4692033,0.0865444046867704,Not P20
Completed secondary education,P20,2006,TCD,86450.8685737957,4493781.14640129,0.0192378902659795,P20
Completed secondary education,Not P20,2007,TCD,521322.600320847,5824906.28575834,0.0894988819984039,Not P20
Completed secondary education,P20,2007,TCD,94411.8426975812,4905236.52633809,0.0192471539732382,P20
Completed secondary education,Not P20,2008,TCD,533923.214093487,5760649.54923879,0.0926845505059476,Not P20
Completed secondary education,P20,2008,TCD,102618.203093939,5332087.57092733,0.019245408431297,P20
Completed secondary education,Not P20,2009,TCD,553420.08169389,6056581.75441526,0.0913749874325472,Not P20
Completed secondary education,P20,2009,TCD,104554.117129866,5409655.35495224,0.0193273157474168,P20
Completed secondary education,Not P20,2010,TCD,575261.348739971,6381926.64020493,0.0901391352755347,Not P20
Completed secondary education,P20,2010,TCD,105023.868120382,5473115.11137551,0.0191890479157102,P20
Completed secondary education,Not P20,2011,TCD,579253.843715975,6053394.15296482,0.0956907528369467,Not P20
Completed secondary education,P20,2011,TCD,124302.247218185,6207179.24461249,0.0200255610994435,P20
Completed secondary education,Not P20,2012,TCD,600539.046732767,6386425.37515743,0.094033674779761,Not P20
Completed secondary education,P20,2012,TCD,127136.443761602,6294466.56194215,0.0201981283895127,P20
Completed secondary education,Not P20,2013,TCD,609589.372099101,6289082.47014615,0.0969281886495813,Not P20
Completed secondary education,P20,2013,TCD,142883.575650643,6823944.2301521,0.0209385614582401,P20
Completed secondary education,Not P20,2014,TCD,626352.468742893,6406304.96858013,0.0977712537593594,Not P20
Completed secondary education,P20,2014,TCD,151342.597427642,7146256.88481432,0.0211778837322855,P20
Completed secondary education,Not P20,2015,TCD,646862.506878277,6511105.98124629,0.0993475622638324,Not P20
Completed secondary education,P20,2015,TCD,156298.34135722,7485237.24815704,0.0208808800810827,P20
Completed secondary education,Not P20,2016,TCD,642507.920541328,6026228.18407078,0.106618584779063,Not P20
Completed secondary education,P20,2016,TCD,186305.114439034,8417144.81658528,0.0221340036911252,P20
Completed secondary education,Not P20,2017,TCD,629116.478590777,5522403.50838729,0.113920773379796,Not P20
Completed secondary education,P20,2017,TCD,225600.090635652,9372379.38974954,0.0240707382036186,P20
Completed secondary education,Not P20,2018,TCD,619355.042951486,4979162.98947998,0.124389389192534,Not P20
Completed secondary education,P20,2018,TCD,261599.222925806,10372853.1125428,0.0252196015973159,P20
Completed secondary education,Not P20,2000,TJK,7158632.13968706,8364857.16338814,0.855798491218648,Not P20
Completed secondary education,P20,2000,TJK,3168434.87365326,4051803.76316969,0.781981324577926,P20
Completed secondary education,Not P20,2001,TJK,7599089.8877984,8910176.70641539,0.852855127140969,Not P20
Completed secondary education,P20,2001,TJK,2882628.1627555,3710198.99824267,0.77694704896445,P20
Completed secondary education,Not P20,2002,TJK,8019910.68656471,9458808.62432337,0.847877465872548,Not P20
Completed secondary education,P20,2002,TJK,2607946.71258284,3377746.9059509,0.772096543997469,P20
Completed secondary education,Not P20,2003,TJK,8461418.97103847,10070860.4752066,0.84018828300418,Not P20
Completed secondary education,P20,2003,TJK,2275176.85356302,2994194.20401934,0.759862820691082,P20
Completed secondary education,Not P20,2004,TJK,8919717.40453464,10591393.3821949,0.84216656700992,Not P20
Completed secondary education,P20,2004,TJK,2030869.62987648,2714144.97412597,0.7482539249881,P20
Completed secondary education,Not P20,2005,TJK,9339829.56363104,11176628.4577163,0.835657157161994,Not P20
Completed secondary education,P20,2005,TJK,1785732.54001578,2381729.02159631,0.749763102277239,P20
Completed secondary education,Not P20,2006,TJK,9691985.4587487,11612774.8895255,0.834596860005501,Not P20
Completed secondary education,P20,2006,TJK,1653148.30895121,2211264.07237987,0.74760329605139,P20
Completed secondary education,Not P20,2007,TJK,10052596.3618593,12029231.2711959,0.835680696066614,Not P20
Completed secondary education,P20,2007,TJK,1536810.75046784,2074446.05978616,0.740829458166899,P20
Completed secondary education,Not P20,2008,TJK,10424890.1468324,12493532.746875,0.834422925688489,Not P20
Completed secondary education,P20,2008,TJK,1427707.8462129,1904022.59452108,0.749837659658666,P20
Completed secondary education,Not P20,2009,TJK,10710831.1823649,12844734.4873577,0.833869411073227,Not P20
Completed secondary education,P20,2009,TJK,1385499.3645527,1861884.60687188,0.744138148754797,P20
Completed secondary education,Not P20,2010,TJK,11014129.2462592,13206128.7730423,0.834016496094026,Not P20
Completed secondary education,P20,2010,TJK,1333818.83404127,1825304.48622659,0.730737717518378,P20
Completed secondary education,Not P20,2011,TJK,10997785.8679989,13181880.9490483,0.834310817288402,Not P20
Completed secondary education,P20,2011,TJK,1643191.96671874,2189708.16639782,0.750415964983074,P20
Completed secondary education,Not P20,2012,TJK,11114319.8982071,13299239.8745415,0.835710913033688,Not P20
Completed secondary education,P20,2012,TJK,1790806.64978173,2426659.86945666,0.73797184035631,P20
Completed secondary education,Not P20,2013,TJK,7766377.45825601,9207911.17454663,0.843446174820253,Not P20
Completed secondary education,P20,2013,TJK,1152747.37789081,1513652.11587166,0.761566918714993,P20
Completed secondary education,Not P20,2014,TJK,7976464.06080486,9428583.56442544,0.845987523608583,Not P20
Completed secondary education,P20,2014,TJK,1251884.68115806,1642238.42344905,0.762303855081429,P20
Completed secondary education,Not P20,2015,TJK,8201077.13886178,9679067.94277848,0.847300296613847,Not P20
Completed secondary education,P20,2015,TJK,1349584.19280779,1759752.73631349,0.766916945181198,P20
Completed secondary education,Not P20,2016,TJK,8548284.93653888,10074547.2634876,0.848503134976569,Not P20
Completed secondary education,P20,2016,TJK,1300911.38477814,1706007.9285331,0.762547091968511,P20
Completed secondary education,Not P20,2017,TJK,12181513.5447193,14884606.0971069,0.818396769470911,Not P20
Completed secondary education,P20,2017,TJK,2173124.22839564,2846832.27166555,0.763348178262799,P20
Completed secondary education,Not P20,2018,TJK,12620317.991051,15449304.8926077,0.816885813230965,Not P20
Completed secondary education,P20,2018,TJK,2124166.64759914,2722317.41879043,0.780278828962917,P20
Completed secondary education,Not P20,2000,TLS,571689.391276959,1211994.5240765,0.471693048046209,Not P20
Completed secondary education,P20,2000,TLS,71175.8892436598,549000.055082617,0.12964641548706,P20
Completed secondary education,Not P20,2001,TLS,574668.540902941,1189116.36084702,0.483273596953622,Not P20
Completed secondary education,P20,2001,TLS,80443.4547377096,605426.818051175,0.13287064982792,P20
Completed secondary education,Not P20,2002,TLS,576202.115327221,1168747.56035229,0.493008186604074,Not P20
Completed secondary education,P20,2002,TLS,94425.5665764078,668563.982866885,0.141236394714982,P20
Completed secondary education,Not P20,2003,TLS,578917.846869497,1147051.37509367,0.504700887370649,Not P20
Completed secondary education,P20,2003,TLS,109862.508560275,738868.339981685,0.148690236968332,P20
Completed secondary education,Not P20,2004,TLS,577837.767571427,1120748.00929135,0.51558223863078,Not P20
Completed secondary education,P20,2004,TLS,128377.205774728,814522.542064856,0.15761037803728,P20
Completed secondary education,Not P20,2005,TLS,575973.924317689,1093627.62272635,0.526663658039121,Not P20
Completed secondary education,P20,2005,TLS,147399.593455952,887920.651717336,0.166005366775584,P20
Completed secondary education,Not P20,2006,TLS,568307.33690969,1032257.70326788,0.550547925300598,Not P20
Completed secondary education,P20,2006,TLS,170646.198763487,991695.434477947,0.172075208608094,P20
Completed secondary education,Not P20,2007,TLS,550039.430321005,962710.35008648,0.571344673163216,Not P20
Completed secondary education,P20,2007,TLS,203286.710898516,1100995.17233427,0.184639057469723,P20
Completed secondary education,Not P20,2008,TLS,533531.752870196,897270.722759422,0.594616250521804,Not P20
Completed secondary education,P20,2008,TLS,234092.42223777,1204340.8736917,0.194373891438394,P20
Completed secondary education,Not P20,2009,TLS,563610.312266216,978323.909407601,0.576097861706657,Not P20
Completed secondary education,P20,2009,TLS,217306.286673864,1160821.69436548,0.187200400999265,P20
Completed secondary education,Not P20,2010,TLS,591632.30651151,1058952.92100818,0.558695570666393,Not P20
Completed secondary education,P20,2010,TLS,203413.225617692,1118516.49742348,0.181859834956621,P20
Completed secondary education,Not P20,2011,TLS,529620.449660379,888160.963640183,0.596311334704125,Not P20
Completed secondary education,P20,2011,TLS,244911.854787403,1214935.88967621,0.20158417976497,P20
Completed secondary education,Not P20,2012,TLS,527515.029355688,871725.64489345,0.605138821423759,Not P20
Completed secondary education,P20,2012,TLS,258581.634144212,1231322.45502049,0.210003182423817,P20
Completed secondary education,Not P20,2013,TLS,528588.232567106,864905.140329916,0.611151683484593,Not P20
Completed secondary education,P20,2013,TLS,270209.390777734,1240868.1042724,0.21775834985796,P20
Completed secondary education,Not P20,2014,TLS,525234.329221921,845267.881968371,0.621382097233851,Not P20
Completed secondary education,P20,2014,TLS,285603.32269095,1261021.14447944,0.226485752393034,P20
Completed secondary education,Not P20,2015,TLS,521226.640566122,824106.580475276,0.632474795026539,Not P20
Completed secondary education,P20,2015,TLS,303858.126402274,1283539.67497164,0.236734502506897,P20
Completed secondary education,Not P20,2016,TLS,604668.939225174,978816.412475289,0.617755210802045,Not P20
Completed secondary education,P20,2016,TLS,345308.742006063,1447705.37899663,0.238521419493093,P20
Completed secondary education,Not P20,2017,TLS,618993.065078692,1002949.82498042,0.617172514179138,Not P20
Completed secondary education,P20,2017,TLS,350016.050174486,1471271.87722916,0.237900319846845,P20
Completed secondary education,Not P20,2018,TLS,631749.200414352,1022578.119959,0.61780042823494,Not P20
Completed secondary education,P20,2018,TLS,353737.167759671,1500864.83618061,0.235688890319969,P20
Completed secondary education,Not P20,2000,TZA,8583432.91558725,44327060.7125703,0.193638666259528,Not P20
Completed secondary education,P20,2000,TZA,2073246.54881816,87131489.2190757,0.0237944578636246,P20
Completed secondary education,Not P20,2001,TZA,8778854.56589011,46084889.2933382,0.190493124763981,Not P20
Completed secondary education,P20,2001,TZA,2062218.25163353,88822043.0586386,0.0232174151890662,P20
Completed secondary education,Not P20,2002,TZA,9093391.7022144,47515457.7125838,0.191377546170752,Not P20
Completed secondary education,P20,2002,TZA,2054316.67505341,90971967.4863954,0.0225818648515064,P20
Completed secondary education,Not P20,2003,TZA,9313460.75365644,52657859.9372262,0.176867437544159,Not P20
Completed secondary education,P20,2003,TZA,1873838.72159134,89698111.4976337,0.0208905036048699,P20
Completed secondary education,Not P20,2004,TZA,9766063.2483795,57375393.4992145,0.170213442606075,Not P20
Completed secondary education,P20,2004,TZA,1705090.32638548,89137965.988006,0.019128665406331,P20
Completed secondary education,Not P20,2005,TZA,10306539.585332,62462984.9339265,0.165002354534198,Not P20
