handwashing,p20,sex,povcal_year,iso3,value,total,percentage,demographic
no soap and water,P20,Male,2010,LBR,18663.2335361989,24750.7125151403,0.754048333953309,P20 Male
no soap and water,Not P20,Female,2010,LBR,10214.8111496731,21353.0827165433,0.478376414556724,Not P20 Female
no soap and water,P20,Female,2010,LBR,17323.0700214012,22325.7342905664,0.775923864180401,P20 Female
no soap and water,Not P20,Male,2011,LBR,5101.98340080896,16054.4829229115,0.317791823337261,Not P20 Male
no soap and water,P20,Male,2011,LBR,19101.8702790811,25386.5946300774,0.752439252189016,P20 Male
no soap and water,Not P20,Female,2011,LBR,11152.8962208701,22652.0680104523,0.492356645570895,Not P20 Female
no soap and water,P20,Female,2011,LBR,17277.2623011373,22442.0219760444,0.769862105989369,P20 Female
no soap and water,Not P20,Male,2012,LBR,5573.45676447713,17214.0353387111,0.323773981800971,Not P20 Male
no soap and water,P20,Male,2012,LBR,19342.6118159409,25446.4741823241,0.760129347482524,P20 Male
no soap and water,Not P20,Female,2012,LBR,11802.4218207333,23639.9645821694,0.499257170192015,Not P20 Female
no soap and water,P20,Female,2012,LBR,17464.3135039412,22781.0497544286,0.766615836065507,P20 Female
no soap and water,Not P20,Male,2013,LBR,5725.30420667134,17683.0274465685,0.323773981800971,Not P20 Male
no soap and water,P20,Male,2013,LBR,19869.5964600717,26139.7570372436,0.760129347482524,P20 Male
no soap and water,Not P20,Female,2013,LBR,12123.9758653611,24284.0295327119,0.499257170192015,Not P20 Female
no soap and water,P20,Female,2013,LBR,17940.1243781106,23401.7137842918,0.766615836065507,P20 Female
no soap and water,Not P20,Male,2014,LBR,5875.12477020515,18145.7593890811,0.323773981800971,Not P20 Male
no soap and water,P20,Male,2014,LBR,20389.5468472264,26823.7858658591,0.760129347482524,P20 Male
no soap and water,Not P20,Female,2014,LBR,12441.2377663623,24919.4974236972,0.499257170192015,Not P20 Female
no soap and water,P20,Female,2014,LBR,18409.5840691892,24014.0931130154,0.766615836065507,P20 Female
no soap and water,Not P20,Male,2015,LBR,5679.54373580406,18267.463754608,0.310910360195536,Not P20 Male
no soap and water,P20,Male,2015,LBR,21264.2612025148,27864.8722274591,0.763120714458552,P20 Male
no soap and water,Not P20,Female,2015,LBR,12415.4386424056,25216.3523212115,0.492356645570895,Not P20 Female
no soap and water,P20,Female,2015,LBR,19233.101945943,24982.5284246535,0.769862105989369,P20 Female
no soap and water,Not P20,Male,2016,LBR,5825.02757077816,18329.6961816298,0.317791823337261,Not P20 Male
no soap and water,P20,Male,2016,LBR,21808.953947485,28984.3384486359,0.752439252189016,P20 Male
no soap and water,Not P20,Female,2016,LBR,12733.4651795015,25862.2794960691,0.492356645570895,Not P20 Female
no soap and water,P20,Female,2016,LBR,19725.7657160808,25622.4661047977,0.769862105989369,P20 Female
no soap and water,Not P20,Male,2017,LBR,5971.63150860363,18791.0168546601,0.317791823337261,Not P20 Male
no soap and water,P20,Male,2017,LBR,22357.8403672841,29713.8145069387,0.752439252189016,P20 Male
no soap and water,Not P20,Female,2017,LBR,12343.3504934283,25802.5900061691,0.478376414556724,Not P20 Female
no soap and water,P20,Female,2017,LBR,20932.8123411462,26977.9205247892,0.775923864180401,P20 Female
no soap and water,Not P20,Male,2018,LBR,5920.67553380146,19058.3462585692,0.310660508182306,Not P20 Male
no soap and water,P20,Male,2018,LBR,23112.173020554,30650.7845450463,0.754048333953309,P20 Male
no soap and water,Not P20,Female,2018,LBR,12649.816667922,26443.2281420974,0.478376414556724,Not P20 Female
no soap and water,P20,Female,2018,LBR,21452.5414797623,27647.7402875375,0.775923864180401,P20 Female
no soap and water,Not P20,Male,2000,LSO,46354.2366678636,86107.2611940976,0.538331332631458,Not P20 Male
no soap and water,P20,Male,2000,LSO,17865.9536280636,21367.7189428627,0.836118898598265,P20 Male
no soap and water,Not P20,Female,2000,LSO,48143.7421876284,89969.083733595,0.535114288039051,Not P20 Female
no soap and water,P20,Female,2000,LSO,27357.1850283448,28994.626108665,0.943526049476082,P20 Female
no soap and water,Not P20,Male,2001,LSO,46204.6265106884,85001.6480134716,0.543573302288981,Not P20 Male
no soap and water,P20,Male,2001,LSO,19850.7391551548,25544.5693079426,0.777102127495358,P20 Male
no soap and water,Not P20,Female,2001,LSO,47926.2224395993,90946.7774579923,0.526969990352171,Not P20 Female
no soap and water,P20,Female,2001,LSO,29732.2418592462,31416.4749457322,0.946390131630131,P20 Female
no soap and water,Not P20,Male,2002,LSO,46625.5441976,85776.0011414474,0.543573302288981,Not P20 Male
no soap and water,P20,Male,2002,LSO,20031.576613212,25777.2767625471,0.777102127495358,P20 Male
no soap and water,Not P20,Female,2002,LSO,48362.8236246997,91775.289883925,0.526969990352171,Not P20 Female
no soap and water,P20,Female,2002,LSO,30003.0984252482,31702.6746396528,0.946390131630131,P20 Female
no soap and water,Not P20,Male,2003,LSO,46932.5763828688,86340.841585185,0.543573302288981,Not P20 Male
no soap and water,P20,Male,2003,LSO,20163.4858240916,25947.0217757344,0.777102127495358,P20 Male
no soap and water,Not P20,Female,2003,LSO,48681.2959059096,92379.6360270461,0.526969990352171,Not P20 Female
no soap and water,P20,Female,2003,LSO,30200.6707438747,31911.4387761576,0.946390131630131,P20 Female
no soap and water,Not P20,Male,2004,LSO,47812.9424674704,87960.4319530238,0.543573302288981,Not P20 Male
no soap and water,P20,Male,2004,LSO,20541.7145606106,26433.7386732136,0.777102127495358,P20 Male
no soap and water,Not P20,Female,2004,LSO,49594.4646507999,94112.5027208024,0.526969990352171,Not P20 Female
no soap and water,P20,Female,2004,LSO,30767.1780252612,32510.0368198743,0.946390131630131,P20 Female
no soap and water,Not P20,Male,2005,LSO,49266.6887789079,90634.8574726655,0.543573302288981,Not P20 Male
no soap and water,P20,Male,2005,LSO,21166.2827262993,27237.4530674873,0.777102127495358,P20 Male
no soap and water,Not P20,Female,2005,LSO,51102.3779130484,96973.9811538356,0.526969990352171,Not P20 Female
no soap and water,P20,Female,2005,LSO,31702.6500807198,33498.5002708268,0.946390131630131,P20 Female
no soap and water,Not P20,Male,2006,LSO,51697.7695000813,96033.3652647962,0.538331332631458,Not P20 Male
no soap and water,P20,Male,2006,LSO,19925.4700100176,23830.9049627059,0.836118898598265,P20 Male
no soap and water,Not P20,Female,2006,LSO,53693.562129411,100340.363413157,0.535114288039051,Not P20 Female
no soap and water,P20,Female,2006,LSO,30510.8129791932,32337.0117827007,0.943526049476082,P20 Female
no soap and water,Not P20,Male,2007,LSO,51291.2491903944,95278.2163721992,0.538331332631458,Not P20 Male
no soap and water,P20,Male,2007,LSO,19768.7880425467,23643.5129928155,0.836118898598265,P20 Male
no soap and water,Not P20,Female,2007,LSO,62041.9092909761,108321.908055249,0.572754952389983,Not P20 Female
no soap and water,P20,Female,2007,LSO,21500.3330220132,23312.1716914119,0.922279284256208,P20 Female
no soap and water,Not P20,Male,2008,LSO,51554.5287539679,95078.0930096653,0.542233516912535,Not P20 Male
no soap and water,P20,Male,2008,LSO,18756.8906202572,22590.7953231924,0.830289078003411,P20 Male
no soap and water,Not P20,Female,2008,LSO,62391.7104912164,108184.149229835,0.576717670152091,Not P20 Female
no soap and water,P20,Female,2008,LSO,20270.413868166,22063.1648078387,0.918744615503406,P20 Female
no soap and water,Not P20,Male,2009,LSO,52220.1655879906,95253.5589284622,0.548222724436042,Not P20 Male
no soap and water,P20,Male,2009,LSO,17299.3927938073,21090.119310184,0.820260546627339,P20 Male
no soap and water,Not P20,Female,2009,LSO,61689.042813213,106965.758127273,0.576717670152091,Not P20 Female
no soap and water,P20,Female,2009,LSO,20042.1244923376,21814.6851193854,0.918744615503406,P20 Female
no soap and water,Not P20,Male,2010,LSO,51617.4062234526,94154.079943606,0.548222724436042,Not P20 Male
no soap and water,P20,Male,2010,LSO,17099.71186806,20846.6833353972,0.820260546627339,P20 Male
no soap and water,Not P20,Female,2010,LSO,60976.9874639745,105731.08926573,0.576717670152091,Not P20 Female
no soap and water,P20,Female,2010,LSO,19810.7851603579,21562.8857313118,0.918744615503406,P20 Female
no soap and water,Not P20,Male,2011,LSO,16184.5660516353,29521.8810352753,0.548222724436042,Not P20 Male
no soap and water,P20,Male,2011,LSO,5361.59091362492,6536.44861461415,0.820260546627339,P20 Male
no soap and water,Not P20,Female,2011,LSO,19119.2497540111,33151.8362337832,0.576717670152091,Not P20 Female
no soap and water,P20,Female,2011,LSO,6211.6441801543,6761.01288142056,0.918744615503406,P20 Female
no soap and water,Not P20,Male,2012,LSO,17070.491682166,30482.3744416033,0.560011875546926,Not P20 Male
no soap and water,P20,Male,2012,LSO,4596.12798520875,5777.55421410248,0.795514471156327,P20 Male
no soap and water,Not P20,Female,2012,LSO,20163.5330763266,34274.574534763,0.588294190373558,Not P20 Female
no soap and water,P20,Female,2012,LSO,5308.98369736441,5861.42387157678,0.905749833774816,P20 Female
no soap and water,Not P20,Male,2013,LSO,16724.6379187233,30226.5704361507,0.553309147461889,Not P20 Male
no soap and water,P20,Male,2013,LSO,5087.45527332395,6276.81380731632,0.810515562432958,P20 Male
no soap and water,Not P20,Female,2013,LSO,20298.9146112174,34504.7001030689,0.588294190373559,Not P20 Female
no soap and water,P20,Female,2013,LSO,5344.62915488114,5900.77851033854,0.905749833774816,P20 Female
no soap and water,Not P20,Male,2014,LSO,16504.8186752662,30106.0462100412,0.548222724436042,Not P20 Male
no soap and water,P20,Male,2014,LSO,5467.68356704828,6665.78880275264,0.820260546627339,P20 Male
no soap and water,Not P20,Female,2014,LSO,19497.5725262152,33807.8292643146,0.576717670152091,Not P20 Female
no soap and water,P20,Female,2014,LSO,6334.55729005227,6894.7966422436,0.918744615503406,P20 Female
no soap and water,Not P20,Male,2015,LSO,16630.6904756864,30335.6459599417,0.548222724436042,Not P20 Male
no soap and water,P20,Male,2015,LSO,5509.38212722355,6716.62455286487,0.820260546627339,P20 Male
no soap and water,Not P20,Female,2015,LSO,19646.2681651062,34065.6601694294,0.576717670152091,Not P20 Female
no soap and water,P20,Female,2015,LSO,6382.86694716828,6947.37889012926,0.918744615503406,P20 Female
no soap and water,Not P20,Male,2016,LSO,16759.7607638484,30571.079995068,0.548222724436042,Not P20 Male
no soap and water,P20,Male,2016,LSO,5552.14027606857,6768.75207383468,0.820260546627339,P20 Male
no soap and water,Not P20,Female,2016,LSO,19798.7422609403,34330.0427325541,0.576717670152091,Not P20 Female
no soap and water,P20,Female,2016,LSO,6432.40418540711,7001.29728856437,0.918744615503406,P20 Female
no soap and water,Not P20,Male,2017,LSO,16892.3122343756,30812.8639719427,0.548222724436042,Not P20 Male
no soap and water,P20,Male,2017,LSO,5596.05166409709,6822.28553732877,0.820260546627339,P20 Male
no soap and water,Not P20,Female,2017,LSO,19955.3287682452,34601.5560143712,0.576717670152091,Not P20 Female
no soap and water,P20,Female,2017,LSO,6483.27750310032,7056.66993166316,0.918744615503406,P20 Female
no soap and water,Not P20,Male,2018,LSO,17027.3594945801,31059.2004592589,0.548222724436042,Not P20 Male
no soap and water,P20,Male,2018,LSO,5640.78985237549,6876.82697353749,0.820260546627339,P20 Male
no soap and water,Not P20,Female,2018,LSO,20114.8636169527,34878.181574787,0.576717670152091,Not P20 Female
no soap and water,P20,Female,2018,LSO,6535.10870606359,7113.08517708463,0.918744615503406,P20 Female
no soap and water,Not P20,Male,2000,MDV,2157.82682742569,133958.098408949,0.0161082222952901,Not P20 Male
no soap and water,P20,Male,2000,MDV,558.758374293201,7747.59410388286,0.0721202436267497,P20 Male
no soap and water,Not P20,Female,2000,MDV,2224.57503291299,127651.671111953,0.017426916651659,Not P20 Female
no soap and water,P20,Female,2000,MDV,169.504973692171,7968.5009681223,0.0212718771535913,P20 Female
no soap and water,Not P20,Male,2001,MDV,2210.6306846257,136587.675822771,0.0161847009352008,Not P20 Male
no soap and water,P20,Male,2001,MDV,572.431666806988,8585.67547378406,0.066672874901326,P20 Male
no soap and water,Not P20,Female,2001,MDV,2279.01227545519,129664.888757257,0.0175761711385237,Not P20 Female
no soap and water,P20,Female,2001,MDV,173.652904523215,9274.02424722293,0.0187246550034862,P20 Female
no soap and water,Not P20,Male,2002,MDV,2211.98599077189,139026.237045972,0.0159105650686672,Not P20 Male
no soap and water,P20,Male,2002,MDV,647.346610217665,10125.6121547697,0.0639316023883783,P20 Male
no soap and water,Not P20,Female,2002,MDV,2341.46895555891,132358.669202899,0.0176903331656316,Not P20 Female
no soap and water,P20,Female,2002,MDV,178.411888941024,10387.8859704875,0.0171749949362076,P20 Female
no soap and water,Not P20,Male,2003,MDV,2274.00080669889,141054.628564723,0.0161214192673972,Not P20 Male
no soap and water,P20,Male,2003,MDV,665.495495898268,12278.8133368504,0.054198681716337,P20 Male
no soap and water,Not P20,Female,2003,MDV,2407.11393110737,134722.015189175,0.0178672648841196,Not P20 Female
no soap and water,P20,Female,2003,MDV,183.413810516488,12026.5550874816,0.0152507354917787,P20 Female
no soap and water,Not P20,Male,2004,MDV,2266.60992805556,142843.828911235,0.0158677483327898,Not P20 Male
no soap and water,P20,Male,2004,MDV,759.654495987953,15015.7131582312,0.050590637153423,P20 Male
no soap and water,Not P20,Female,2004,MDV,2478.16717710908,136799.573112579,0.0181153136718466,Not P20 Female
no soap and water,P20,Female,2004,MDV,188.827823717244,14280.724935463,0.0132225657010123,P20 Female
no soap and water,Not P20,Male,2005,MDV,2250.6071639625,143755.180862013,0.0156558334139122,Not P20 Male
no soap and water,P20,Male,2005,MDV,859.430062170317,18474.21602603,0.0465205159969651,P20 Male
no soap and water,Not P20,Female,2005,MDV,2546.76759643224,138205.786213021,0.0184273586961607,Not P20 Female
no soap and water,P20,Female,2005,MDV,194.054939953201,17056.704179952,0.0113770478696165,P20 Female
no soap and water,Not P20,Male,2006,MDV,2461.93640948907,151866.74186996,0.0162111623596769,Not P20 Male
no soap and water,P20,Male,2006,MDV,720.495607071209,14138.9966934159,0.0509580433954498,P20 Male
no soap and water,Not P20,Female,2006,MDV,2606.05071525215,145360.712261808,0.0179281641834447,Not P20 Female
no soap and water,P20,Female,2006,MDV,198.572109905793,13515.9456269097,0.0146916919753246,P20 Female
no soap and water,Not P20,Male,2007,MDV,2522.60609874054,158987.164407212,0.0158667280352232,Not P20 Male
no soap and water,P20,Male,2007,MDV,738.250836011964,11109.4664041452,0.0664524117680848,P20 Male
no soap and water,Not P20,Female,2007,MDV,2670.27182448086,151386.409500899,0.0176387816666265,Not P20 Female
no soap and water,P20,Female,2007,MDV,203.465537760208,11405.4581496426,0.017839312993015,P20 Female
no soap and water,Not P20,Male,2008,MDV,2653.58318106625,165444.487068501,0.0160391151623418,Not P20 Male
no soap and water,P20,Male,2008,MDV,687.131981797285,8817.80197811493,0.077925540117899,P20 Male
no soap and water,Not P20,Female,2008,MDV,2735.6666518973,157818.580980712,0.017334249458444,Not P20 Female
no soap and water,P20,Female,2008,MDV,208.448398907541,8960.05160971652,0.0232641962331438,P20 Female
no soap and water,Not P20,Male,2009,MDV,2819.51329194985,172106.468429737,0.0163823784060791,Not P20 Male
no soap and water,P20,Male,2009,MDV,617.221161177606,7164.49106565787,0.0861500357137972,P20 Male
no soap and water,Not P20,Female,2009,MDV,2814.29555544282,163782.029408234,0.0171831767234247,Not P20 Female
no soap and water,P20,Female,2009,MDV,214.439651182576,7790.17735772927,0.0275269279934703,P20 Female
no soap and water,Not P20,Male,2010,MDV,2867.46469331585,176095.418564851,0.0162835848694147,Not P20 Male
no soap and water,P20,Male,2010,MDV,627.718228070576,6224.39824807242,0.100848018242562,P20 Male
no soap and water,Not P20,Female,2010,MDV,2918.68766617004,167949.66934629,0.0173783472008634,Not P20 Female
no soap and water,P20,Female,2010,MDV,161.557174383622,6540.46221661329,0.0247011860986298,P20 Female
no soap and water,Not P20,Male,2011,MDV,3452.0441339621,188030.952536685,0.0183589142499749,Not P20 Male
no soap and water,P20,Male,2011,MDV,184.204138478878,1647.27999907384,0.111823210736756,P20 Male
no soap and water,Not P20,Female,2011,MDV,3182.15613119762,180410.378816392,0.017638431625024,Not P20 Female
no soap and water,P20,Female,2011,MDV,22.4071869693201,1122.16289158924,0.0199678559478887,P20 Female
no soap and water,Not P20,Male,2012,MDV,3569.9860384878,194690.411850302,0.018336732685289,Not P20 Male
no soap and water,P20,Male,2012,MDV,226.259260398217,3333.77258788376,0.0678688346111346,P20 Male
no soap and water,Not P20,Female,2012,MDV,3322.17284087451,186808.053073125,0.0177838845072384,Not P20 Female
no soap and water,P20,Female,2012,MDV,23.3931161516756,2712.02543106936,0.00862569940667983,P20 Female
no soap and water,Not P20,Male,2013,MDV,3770.4710384255,205593.450139758,0.0183394511637526,Not P20 Male
no soap and water,P20,Male,2013,MDV,201.195680686612,1581.27145772332,0.127236648523518,P20 Male
no soap and water,Not P20,Female,2013,MDV,3500.16184992431,197504.727398526,0.0177219142854321,Not P20 Female
no soap and water,Not P20,Male,2014,MDV,3946.67729913802,216119.276127222,0.0182615700453056,Not P20 Male
no soap and water,P20,Male,2014,MDV,210.598203131156,737.387762035712,0.285600350282131,P20 Male
no soap and water,Not P20,Female,2014,MDV,3663.73569127686,207077.802995027,0.01769255631597,Not P20 Female
no soap and water,Not P20,Male,2015,MDV,4233.24894492493,226194.721380813,0.0187150651398182,Not P20 Male
no soap and water,P20,Male,2015,MDV,114.203407556675,582.169653247453,0.196168602948688,P20 Male
no soap and water,Not P20,Female,2015,MDV,3831.33529188008,216633.612370383,0.0176857840755089,Not P20 Female
no soap and water,Not P20,Male,2016,MDV,4424.9253279142,236925.69948527,0.0186764261434176,Not P20 Male
no soap and water,P20,Male,2016,MDV,119.37439947572,119.37439947572,1,P20 Male
no soap and water,Not P20,Female,2016,MDV,4004.81351164014,226706.028765412,0.0176652272259781,Not P20 Female
no soap and water,Not P20,Male,2017,MDV,4619.30963533544,247333.702918505,0.0186764261434176,Not P20 Male
no soap and water,P20,Male,2017,MDV,124.618445023683,124.618445023683,1,P20 Male
no soap and water,Not P20,Female,2017,MDV,4180.74255973063,236831.277070463,0.0176528312115074,Not P20 Female
no soap and water,Not P20,Male,2018,MDV,4798.85153908314,256946.993082746,0.0186764261434176,Not P20 Male
no soap and water,P20,Male,2018,MDV,129.46207635129,129.46207635129,1,P20 Male
no soap and water,Not P20,Female,2018,MDV,4343.2383735014,246036.362182524,0.0176528312115074,Not P20 Female
no soap and water,Not P20,Male,2000,MLI,2975604.01915009,4913346.94274996,0.605616508221719,Not P20 Male
no soap and water,P20,Male,2000,MLI,3230641.57828325,3907680.18515788,0.826741551305517,P20 Male
no soap and water,Not P20,Female,2000,MLI,2934379.64221973,4917653.52709584,0.596703209376495,Not P20 Female
no soap and water,P20,Female,2000,MLI,3209408.86247452,3839951.73119881,0.835794063867716,P20 Female
no soap and water,Not P20,Male,2001,MLI,3211751.53982823,5207848.32384942,0.616713725152087,Not P20 Male
no soap and water,P20,Male,2001,MLI,3135722.74589084,3772007.86054824,0.831313947854572,P20 Male
no soap and water,Not P20,Female,2001,MLI,3257885.87173218,5325796.85189488,0.611718013722781,Not P20 Female
no soap and water,P20,Female,2001,MLI,3016184.98337096,3621736.09624129,0.832800873178256,P20 Female
no soap and water,Not P20,Male,2002,MLI,3566474.28768351,5704209.11200991,0.625235544078231,Not P20 Male
no soap and water,P20,Male,2002,MLI,3021711.54076379,3614208.10345747,0.836064624467286,P20 Male
no soap and water,Not P20,Female,2002,MLI,3586024.03236987,5701693.43622166,0.628940168825741,Not P20 Female
no soap and water,P20,Female,2002,MLI,2882108.32237041,3471080.94409952,0.830320113182524,P20 Female
no soap and water,Not P20,Male,2003,MLI,3655838.52717074,5873396.00669812,0.622440326346386,Not P20 Male
no soap and water,P20,Male,2003,MLI,3143266.35691869,3757417.19457439,0.836549734604259,P20 Male
no soap and water,Not P20,Female,2003,MLI,3651971.04205153,5770064.64393935,0.632916833243354,Not P20 Female
no soap and water,P20,Female,2003,MLI,3018781.91422912,3629355.93432559,0.831767941435063,P20 Female
no soap and water,Not P20,Male,2004,MLI,3703323.37729217,5995968.97260509,0.61763551382808,Not P20 Male
no soap and water,P20,Male,2004,MLI,3295176.55578062,3938731.22796632,0.836608634878094,P20 Male
no soap and water,Not P20,Female,2004,MLI,3781944.83675415,5982285.67026794,0.632190611616974,Not P20 Female
no soap and water,P20,Female,2004,MLI,3181238.91746039,3821092.63043966,0.832546924436728,P20 Female
no soap and water,Not P20,Male,2005,MLI,3747683.38578452,6140251.45899172,0.610346890646709,Not P20 Male
no soap and water,P20,Male,2005,MLI,3481575.85800575,4159029.65375237,0.837112535339727,P20 Male
no soap and water,Not P20,Female,2005,MLI,3798537.95053522,6116781.72812319,0.621002697067095,Not P20 Female
no soap and water,P20,Female,2005,MLI,3379962.54696828,4049909.02437619,0.834577400782206,P20 Female
no soap and water,Not P20,Male,2006,MLI,3718783.7737374,6121981.60518993,0.607447720944602,Not P20 Male
no soap and water,P20,Male,2006,MLI,3795289.68079058,4567823.2502718,0.830874898796652,P20 Male
no soap and water,Not P20,Female,2006,MLI,3751949.99036507,6119730.82522289,0.613090689365152,Not P20 Female
no soap and water,P20,Female,2006,MLI,3712054.2047802,4459549.16256194,0.832383290208575,P20 Female
no soap and water,Not P20,Male,2007,MLI,2554825.77159703,3991383.65458114,0.64008524178444,Not P20 Male
no soap and water,P20,Male,2007,MLI,2587625.91089695,3105572.21303464,0.833220332161727,P20 Male
no soap and water,Not P20,Female,2007,MLI,2659714.83543787,4127860.79874167,0.644332492086131,Not P20 Female
no soap and water,P20,Female,2007,MLI,2704068.98552016,3176573.20948759,0.851253475740402,P20 Female
no soap and water,Not P20,Male,2008,MLI,2585167.43428854,4038322.81768796,0.640158687404938,Not P20 Male
no soap and water,P20,Male,2008,MLI,2799605.30797055,3347493.61228656,0.836328797669678,P20 Male
no soap and water,Not P20,Female,2008,MLI,2652303.97791427,4141466.61318389,0.640426260946052,Not P20 Female
no soap and water,P20,Female,2008,MLI,2910451.24029635,3411677.23804631,0.853085165220088,P20 Female
no soap and water,Not P20,Male,2009,MLI,2572530.16748501,4044087.15488427,0.636121346786017,Not P20 Male
no soap and water,P20,Male,2009,MLI,3020824.80338205,3614905.40229087,0.835658051098009,P20 Male
no soap and water,Not P20,Female,2009,MLI,2633502.07378321,4143669.42194437,0.635548304079593,Not P20 Female
no soap and water,P20,Female,2009,MLI,3072337.078222,3612223.52640687,0.850539025550861,P20 Female
no soap and water,Not P20,Male,2010,MLI,2580434.98139964,4086020.5018476,0.631527663709183,Not P20 Male
no soap and water,P20,Male,2010,MLI,3238026.24155223,3829927.6966025,0.845453621598304,P20 Male
no soap and water,Not P20,Female,2010,MLI,2606096.37637745,4155297.76679605,0.627174398234976,Not P20 Female
no soap and water,P20,Female,2010,MLI,3300817.05177607,3880872.05247967,0.850534881629768,P20 Female
no soap and water,Not P20,Male,2011,MLI,2415711.50049656,3861652.13575657,0.625564244414593,Not P20 Male
no soap and water,P20,Male,2011,MLI,3554134.59727212,4272814.44086456,0.831801765899523,P20 Male
no soap and water,Not P20,Female,2011,MLI,2335628.91782281,3866235.0176622,0.604109400270008,Not P20 Female
no soap and water,P20,Female,2011,MLI,3769405.2651907,4494092.82347564,0.838746642147797,P20 Female
no soap and water,Not P20,Male,2012,MLI,2121960.88634413,3550058.80418104,0.597725559882281,Not P20 Male
no soap and water,P20,Male,2012,MLI,3974767.39426037,4759787.70395637,0.835072411098613,P20 Male
no soap and water,Not P20,Female,2012,MLI,2134005.4779306,3601009.3151911,0.592613151242946,Not P20 Female
no soap and water,P20,Female,2012,MLI,4209392.49023575,5071084.29876126,0.830077404010815,P20 Female
no soap and water,Not P20,Male,2013,MLI,1942452.76554297,3313814.82991024,0.58616816727674,Not P20 Male
no soap and water,P20,Male,2013,MLI,4398005.22957459,5294223.40541055,0.830717726244788,P20 Male
no soap and water,Not P20,Female,2013,MLI,1954740.2423777,3378154.89182406,0.57864139004065,Not P20 Female
no soap and water,P20,Female,2013,MLI,4576963.57940127,5574654.49770888,0.821030896404853,P20 Female
no soap and water,Not P20,Male,2014,MLI,913197.182031587,1672856.00577633,0.54589108618933,Not P20 Male
no soap and water,P20,Male,2014,MLI,2440212.39871879,2919285.18199628,0.835893805020483,P20 Male
no soap and water,Not P20,Female,2014,MLI,907932.419619596,1672968.43197458,0.542707442810488,Not P20 Female
no soap and water,P20,Female,2014,MLI,2316476.61151409,2795454.18375608,0.828658407272333,P20 Female
no soap and water,Not P20,Male,2015,MLI,1024464.96808154,1834281.37564005,0.558510260032523,Not P20 Male
no soap and water,P20,Male,2015,MLI,2902424.02864949,3385484.17384242,0.857314310040128,P20 Male
no soap and water,Not P20,Female,2015,MLI,1007441.91963816,1815238.95737819,0.554991350060734,Not P20 Female
no soap and water,P20,Female,2015,MLI,2755317.28463503,3236634.38533704,0.851290864707326,P20 Female
no soap and water,Not P20,Male,2016,MLI,1122065.48779337,1958237.91339285,0.572997530136304,Not P20 Male
no soap and water,P20,Male,2016,MLI,3393781.91838175,3907002.14226453,0.868640915670113,P20 Male
no soap and water,Not P20,Female,2016,MLI,1098256.20527363,1945869.69678629,0.564403776412909,Not P20 Female
no soap and water,P20,Female,2016,MLI,3225892.1741467,3727031.74719996,0.865539226106739,P20 Female
no soap and water,Not P20,Male,2017,MLI,1221340.11004716,2098557.80187081,0.581990216785247,Not P20 Male
no soap and water,P20,Male,2017,MLI,3901920.4176821,4434925.95734313,0.87981636113259,P20 Male
no soap and water,Not P20,Female,2017,MLI,1196826.56456645,2084234.58214304,0.574228340140031,Not P20 Female
no soap and water,P20,Female,2017,MLI,3728341.29712595,4252793.84329028,0.876680468066477,P20 Female
no soap and water,Not P20,Male,2018,MLI,1746441.24827384,3296992.84754906,0.529707320891557,Not P20 Male
no soap and water,P20,Male,2018,MLI,4808943.31383392,5625151.01781241,0.854900303761817,P20 Male
no soap and water,Not P20,Female,2018,MLI,1661455.41312547,3331373.22099824,0.498729893922728,Not P20 Female
no soap and water,P20,Female,2018,MLI,4519787.36327116,5335815.46535109,0.847065906349474,P20 Female
no soap and water,Not P20,Male,2000,MMR,210159.96754453,4751001.10621429,0.0442348807853658,Not P20 Male
no soap and water,P20,Male,2000,MMR,4356068.86939932,17817793.039045,0.244478587210753,P20 Male
no soap and water,Not P20,Female,2000,MMR,125270.01081048,4163083.67436276,0.0300906781148603,Not P20 Female
no soap and water,P20,Female,2000,MMR,3628712.1749347,16118741.7274796,0.225123786725138,P20 Female
no soap and water,Not P20,Male,2001,MMR,276287.479731923,5754072.20018589,0.0480159911311153,Not P20 Male
no soap and water,P20,Male,2001,MMR,4339339.33629015,17058873.7081188,0.254374316296448,P20 Male
no soap and water,Not P20,Female,2001,MMR,183984.904275471,4918107.70600749,0.0374096939867202,Not P20 Female
no soap and water,P20,Female,2001,MMR,3610608.28457389,15583128.7728187,0.231699829810287,P20 Female
no soap and water,Not P20,Male,2002,MMR,382086.931311342,6911158.61591061,0.0552855103674969,Not P20 Male
no soap and water,P20,Male,2002,MMR,4280165.2694257,16132235.3814302,0.265317556322826,P20 Male
no soap and water,Not P20,Female,2002,MMR,329942.247296427,5974224.36515782,0.0552276290828107,Not P20 Female
no soap and water,P20,Female,2002,MMR,3502982.54294079,14734108.1541541,0.237746493122705,P20 Female
no soap and water,Not P20,Male,2003,MMR,489450.117503323,7953684.96035898,0.0615375288237758,Not P20 Male
no soap and water,P20,Male,2003,MMR,4216464.09157056,15305510.5032049,0.275486668065573,P20 Male
no soap and water,Not P20,Female,2003,MMR,460907.655769354,7146970.59932127,0.0644899330932081,Not P20 Female
no soap and water,P20,Female,2003,MMR,3407912.48867444,13755295.5272197,0.247752764157679,P20 Female
no soap and water,Not P20,Male,2004,MMR,626859.602261659,8968182.95705281,0.0698981728253749,Not P20 Male
no soap and water,P20,Male,2004,MMR,4119672.21505665,14491766.8865204,0.284276737772299,P20 Male
