handwashing,p20,sex,povcal_year,iso3,value,total,percentage,demographic
no soap and water,Not P20,Female,2004,MMR,640922.664669458,8336155.29605938,0.0768846838748831,Not P20 Female
no soap and water,P20,Female,2004,MMR,3261289.9756877,12746522.1213018,0.255857240481109,P20 Female
no soap and water,Not P20,Male,2005,MMR,764559.597357282,10133962.8347267,0.0754452734657085,Not P20 Male
no soap and water,P20,Male,2005,MMR,4019643.84895779,13512180.752153,0.297482983886025,P20 Male
no soap and water,Not P20,Female,2005,MMR,737392.67276025,9404474.43180356,0.0784087062076084,Not P20 Female
no soap and water,P20,Female,2005,MMR,3195790.51883553,11845529.1159814,0.26978875215662,P20 Female
no soap and water,Not P20,Male,2006,MMR,989600.395311692,11684461.3127355,0.0846937114878438,Not P20 Male
no soap and water,P20,Male,2006,MMR,3828920.94329042,12131300.0209069,0.315623299785818,P20 Male
no soap and water,Not P20,Female,2006,MMR,974602.90562164,10795847.4768412,0.0902757201518745,Not P20 Female
no soap and water,P20,Female,2006,MMR,2986793.66749711,10606585.9040467,0.281598027349929,P20 Female
no soap and water,Not P20,Male,2007,MMR,1283324.67064669,13182161.6281613,0.0973531281777867,Not P20 Male
no soap and water,P20,Male,2007,MMR,3566513.94618624,10788386.7805096,0.330588253716445,P20 Male
no soap and water,Not P20,Female,2007,MMR,1280085.32060677,12286767.7026578,0.104184058133521,Not P20 Female
no soap and water,P20,Female,2007,MMR,2707057.77306158,9254767.67942627,0.292504130501242,P20 Female
no soap and water,Not P20,Male,2008,MMR,1706868.50053788,14831888.3556058,0.115080997079698,Not P20 Male
no soap and water,P20,Male,2008,MMR,3173089.33820519,9287525.68012387,0.34165066644132,P20 Male
no soap and water,Not P20,Female,2008,MMR,1582577.81946402,13587426.0180543,0.116473702772046,Not P20 Female
no soap and water,P20,Female,2008,MMR,2429326.85023056,8087889.95668831,0.300365962351109,P20 Female
no soap and water,Not P20,Male,2009,MMR,1899550.06460879,15735311.4106903,0.120718936856774,Not P20 Male
no soap and water,P20,Male,2009,MMR,3011754.37337148,8539034.62047822,0.352704316966783,P20 Male
no soap and water,Not P20,Female,2009,MMR,1738317.58814331,14512589.4556696,0.119779974032422,Not P20 Female
no soap and water,P20,Female,2009,MMR,2299357.70744896,7301958.75542666,0.314896014133211,P20 Female
no soap and water,Not P20,Male,2010,MMR,2104708.68739145,16607104.5130029,0.12673543938641,Not P20 Male
no soap and water,P20,Male,2010,MMR,2840847.6706115,7836533.19400489,0.362513320658785,P20 Male
no soap and water,Not P20,Female,2010,MMR,1896457.80731001,15334967.1538231,0.123668853561073,Not P20 Female
no soap and water,P20,Female,2010,MMR,2169376.632772,6631717.86127161,0.327121370081331,P20 Female
no soap and water,Not P20,Male,2011,MMR,2092215.69187501,16529162.2456541,0.126577237296168,Not P20 Male
no soap and water,P20,Male,2011,MMR,2891438.13387403,8102773.93208753,0.356845465282419,P20 Male
no soap and water,Not P20,Female,2011,MMR,1895409.21248518,15256427.7650476,0.124236763787363,Not P20 Female
no soap and water,P20,Female,2011,MMR,2201745.86884103,6879474.82907571,0.320045631904266,P20 Female
no soap and water,Not P20,Male,2012,MMR,2150429.05487134,17124188.0250846,0.125578453805883,Not P20 Male
no soap and water,P20,Male,2012,MMR,2874575.50201832,7712126.02599485,0.37273450827037,P20 Male
no soap and water,Not P20,Female,2012,MMR,2010055.76919807,15840799.6177741,0.126891054599459,Not P20 Female
no soap and water,P20,Female,2012,MMR,2121094.52209516,6478770.5802255,0.327391516002922,P20 Female
no soap and water,Not P20,Male,2013,MMR,2197605.77784937,17491333.3287157,0.125639694616164,Not P20 Male
no soap and water,P20,Male,2013,MMR,2870281.0440808,7556928.2718057,0.379821131132022,P20 Male
no soap and water,Not P20,Female,2013,MMR,2094820.46982895,16134757.9304985,0.12983277957144,Not P20 Female
no soap and water,P20,Female,2013,MMR,2071584.13411372,6375282.48777361,0.324939975300948,P20 Female
no soap and water,Not P20,Male,2014,MMR,2401373.32274813,18387255.9070521,0.130599874983364,Not P20 Male
no soap and water,P20,Male,2014,MMR,2708379.59587812,6867930.78455426,0.3943516148953,P20 Male
no soap and water,Not P20,Female,2014,MMR,2223030.10547965,16758177.5853504,0.13265345197338,Not P20 Female
no soap and water,P20,Female,2014,MMR,1977793.40009849,5937819.53675062,0.333084120838877,P20 Female
no soap and water,Not P20,Male,2015,MMR,2656405.86984374,19295528.7731653,0.137669503700674,Not P20 Male
no soap and water,P20,Male,2015,MMR,2492433.80728384,6152846.00382246,0.405086330087803,P20 Male
no soap and water,Not P20,Female,2015,MMR,2356635.46070706,17400549.690065,0.135434541016402,Not P20 Female
no soap and water,P20,Female,2015,MMR,1876322.00056015,5469059.14528045,0.34307948601714,P20 Female
no soap and water,Not P20,Male,2016,MMR,2964828.95919388,20258258.1524447,0.146351622971893,Not P20 Male
no soap and water,P20,Male,2016,MMR,2219635.74068516,5366194.92320222,0.413633081252408,P20 Male
no soap and water,Not P20,Female,2016,MMR,2643152.79062666,18307469.8225871,0.144375646456925,Not P20 Female
no soap and water,P20,Female,2016,MMR,1619092.66858181,4720374.72918495,0.343000876301482,P20 Female
no soap and water,Not P20,Male,2017,MMR,3126990.36881687,21203077.1753907,0.147478139279058,Not P20 Male
no soap and water,P20,Male,2017,MMR,2090446.29141969,4584341.31711274,0.455997088091222,P20 Male
no soap and water,Not P20,Female,2017,MMR,2821042.62247974,19114264.4345901,0.147588343361759,Not P20 Female
no soap and water,P20,Female,2017,MMR,1468309.70242276,4060031.72243598,0.361649810347241,P20 Female
no soap and water,Not P20,Male,2018,MMR,3337696.68365918,21979136.1054145,0.151857501025117,Not P20 Male
no soap and water,P20,Male,2018,MMR,1911583.95781947,3965672.71575648,0.482032707899553,P20 Male
no soap and water,Not P20,Female,2018,MMR,2997966.51328917,19850508.7514142,0.151027187808251,Not P20 Female
no soap and water,P20,Female,2018,MMR,1317565.34456595,3465228.86435484,0.38022462473377,P20 Female
no soap and water,Not P20,Male,2000,MOZ,436837.560804165,872771.861450324,0.500517466360857,Not P20 Male
no soap and water,P20,Male,2000,MOZ,2619259.23635964,3076328.46063233,0.851423789714983,P20 Male
no soap and water,Not P20,Female,2000,MOZ,359975.546735586,799790.19123558,0.450087473790429,Not P20 Female
no soap and water,P20,Female,2000,MOZ,2663680.36769824,3170127.53470807,0.840243914017652,P20 Female
no soap and water,Not P20,Male,2001,MOZ,447900.489997296,893385.285304927,0.501351989298123,Not P20 Male
no soap and water,P20,Male,2001,MOZ,2696187.30773796,3169417.35439397,0.850688630198879,P20 Male
no soap and water,Not P20,Female,2001,MOZ,369452.24444175,821930.012266714,0.44949355654124,Not P20 Female
no soap and water,P20,Female,2001,MOZ,2741260.63413723,3262289.40504231,0.840287385263933,P20 Female
no soap and water,Not P20,Male,2002,MOZ,457543.25860514,913636.781247107,0.500793387477896,Not P20 Male
no soap and water,P20,Male,2002,MOZ,2780109.76452358,3270071.21134506,0.850167958079439,P20 Male
no soap and water,Not P20,Female,2002,MOZ,374761.816246075,836536.394309238,0.447992243727221,Not P20 Female
no soap and water,P20,Female,2002,MOZ,2828523.08014623,3369225.71993469,0.839517240833913,P20 Female
no soap and water,Not P20,Male,2003,MOZ,467285.987817608,933980.75846946,0.50031650393244,Not P20 Male
no soap and water,P20,Male,2003,MOZ,2868190.31555995,3376134.86227649,0.849548502225992,P20 Male
no soap and water,Not P20,Female,2003,MOZ,383220.633268444,858947.387070938,0.446151462868115,Not P20 Female
no soap and water,P20,Female,2003,MOZ,2916849.13596173,3473888.70422445,0.839649564021631,P20 Female
no soap and water,Not P20,Male,2004,MOZ,479802.792240939,951924.880182194,0.504034301686817,Not P20 Male
no soap and water,P20,Male,2004,MOZ,2955654.80630062,3487386.96409333,0.847527055853708,P20 Male
no soap and water,Not P20,Female,2004,MOZ,394707.716899933,883660.161703197,0.446673658048768,Not P20 Female
no soap and water,P20,Female,2004,MOZ,3004282.03246174,3579053.2019033,0.839406922161451,P20 Female
no soap and water,Not P20,Male,2005,MOZ,493860.86528271,979815.984011286,0.504034301686817,Not P20 Male
no soap and water,P20,Male,2005,MOZ,3042254.57567497,3589566.32081855,0.847527055853707,P20 Male
no soap and water,Not P20,Female,2005,MOZ,406272.530619365,901419.745252953,0.450702941397582,Not P20 Female
no soap and water,P20,Female,2005,MOZ,3092306.56448492,3692049.73616822,0.837558208978588,P20 Female
no soap and water,Not P20,Male,2006,MOZ,518156.603651439,1035710.68081195,0.500290875870111,Not P20 Male
no soap and water,P20,Male,2006,MOZ,3119101.87504829,3664369.055884,0.85119752608975,P20 Male
no soap and water,Not P20,Female,2006,MOZ,427403.239037523,950855.096402944,0.44949355654124,Not P20 Female
no soap and water,P20,Female,2006,MOZ,3171245.24672101,3774000.77917977,0.840287385263933,P20 Female
no soap and water,Not P20,Male,2007,MOZ,551559.159960399,1095219.49251568,0.503606047673137,Not P20 Male
no soap and water,P20,Male,2007,MOZ,3188053.7918951,3737123.09766094,0.853077008325066,P20 Male
no soap and water,Not P20,Female,2007,MOZ,456820.927190227,1003130.82807251,0.455395163229104,Not P20 Female
no soap and water,P20,Female,2007,MOZ,3243095.52508475,3854685.11529594,0.841338638068173,P20 Female
no soap and water,Not P20,Male,2008,MOZ,604109.990518104,1168195.41119251,0.517130939507304,Not P20 Male
no soap and water,P20,Male,2008,MOZ,3239595.64847375,3798656.15941894,0.85282676623443,P20 Male
no soap and water,Not P20,Female,2008,MOZ,499264.226942029,1082598.91946065,0.461171924308555,Not P20 Female
no soap and water,P20,Female,2008,MOZ,3303639.9544524,3910435.05894754,0.844826702055384,P20 Female
no soap and water,Not P20,Male,2009,MOZ,607346.459806816,1187083.6926214,0.511629014518454,Not P20 Male
no soap and water,P20,Male,2009,MOZ,3343011.39244688,3917584.28816855,0.853334898892429,P20 Male
no soap and water,Not P20,Female,2009,MOZ,511110.33556855,1110630.954345,0.460198172551368,Not P20 Female
no soap and water,P20,Female,2009,MOZ,3397313.93135324,4020945.92372927,0.844904158323612,P20 Female
no soap and water,Not P20,Male,2010,MOZ,618531.139941598,1213672.18795952,0.509636083019664,Not P20 Male
no soap and water,P20,Male,2010,MOZ,3441714.1362287,4032992.75496351,0.853389615439525,P20 Male
no soap and water,Not P20,Female,2010,MOZ,509983.206856456,1125457.9568838,0.453133947596328,Not P20 Female
no soap and water,P20,Female,2010,MOZ,3507162.0140468,4148864.41029594,0.845330593437405,P20 Female
no soap and water,Not P20,Male,2011,MOZ,599190.930118162,1194504.76749639,0.501622887093226,Not P20 Male
no soap and water,P20,Male,2011,MOZ,3574228.57144941,4198404.35538279,0.851330236180533,P20 Male
no soap and water,Not P20,Female,2011,MOZ,502064.818702342,1102677.67106184,0.455314215457787,Not P20 Female
no soap and water,P20,Female,2011,MOZ,3627053.26781875,4318659.79195569,0.839856215248726,P20 Female
no soap and water,Not P20,Male,2012,MOZ,613199.145832779,1225130.36416332,0.500517466360857,Not P20 Male
no soap and water,P20,Male,2012,MOZ,3676715.71898183,4318314.5260865,0.851423789714983,P20 Male
no soap and water,Not P20,Female,2012,MOZ,507968.771113981,1125346.91926514,0.451388600633207,Not P20 Female
no soap and water,P20,Female,2012,MOZ,3736408.0645452,4447319.84980508,0.840148266985781,P20 Female
no soap and water,Not P20,Male,2013,MOZ,615960.181651557,1222060.04549723,0.504034301686817,Not P20 Male
no soap and water,P20,Male,2013,MOZ,3794404.07773619,4477030.0269814,0.847527055853708,P20 Male
no soap and water,Not P20,Female,2013,MOZ,506717.011515152,1124281.57212349,0.450702941397582,Not P20 Female
no soap and water,P20,Female,2013,MOZ,3856830.63202847,4604850.85177771,0.837558208978588,P20 Female
no soap and water,Not P20,Male,2014,MOZ,633441.72500594,1256743.28688751,0.504034301686817,Not P20 Male
no soap and water,P20,Male,2014,MOZ,3902092.92088695,4604092.45219482,0.847527055853707,P20 Male
no soap and water,Not P20,Female,2014,MOZ,521098.128459195,1154936.70139088,0.451191937905896,Not P20 Female
no soap and water,P20,Female,2014,MOZ,3966291.20093007,4736794.01998936,0.837336642503822,P20 Female
no soap and water,Not P20,Male,2015,MOZ,1165842.2241546,2327307.9928115,0.500940239863229,Not P20 Male
no soap and water,P20,Male,2015,MOZ,7285714.0624361,8593826.33920622,0.847784650848443,P20 Male
no soap and water,Not P20,Female,2015,MOZ,964713.171142099,2145813.70150524,0.449579183162721,Not P20 Female
no soap and water,P20,Female,2015,MOZ,7397128.69716396,8832890.61999553,0.837452767774419,P20 Female
no soap and water,Not P20,Male,2016,MOZ,1170027.04646259,2357354.68513815,0.49633050717356,Not P20 Male
no soap and water,P20,Male,2016,MOZ,7545112.28550092,8904382.69660734,0.847348159056066,P20 Male
no soap and water,Not P20,Female,2016,MOZ,969486.16638699,2180263.50261615,0.444664677101498,Not P20 Female
no soap and water,P20,Female,2016,MOZ,7653140.77745254,9140839.33357002,0.837247051192131,P20 Female
no soap and water,Not P20,Male,2017,MOZ,1156910.81753846,2358938.50995093,0.4904370388029,Not P20 Male
no soap and water,P20,Male,2017,MOZ,7795664.23661563,9209614.24748782,0.846470224172757,P20 Male
no soap and water,Not P20,Female,2017,MOZ,946378.54015346,2166712.37673395,0.436780880709238,Not P20 Female
no soap and water,P20,Female,2017,MOZ,7911163.71342551,9462823.19076211,0.836025735020455,P20 Female
no soap and water,Not P20,Male,2018,MOZ,1138652.37431662,2359658.95072418,0.482549554022272,Not P20 Male
no soap and water,P20,Male,2018,MOZ,8073484.33611215,9544300.40160578,0.845895874647222,P20 Male
no soap and water,Not P20,Female,2018,MOZ,948336.098869379,2186530.79087793,0.433717239576857,Not P20 Female
no soap and water,P20,Female,2018,MOZ,8166012.52873659,9780179.44372175,0.834955286426636,P20 Female
no soap and water,Not P20,Male,2000,MWI,1509214.49598931,1769438.82396017,0.852933978588507,Not P20 Male
no soap and water,P20,Male,2000,MWI,2623343.55209233,2809280.26363344,0.933813399129988,P20 Male
no soap and water,Not P20,Female,2000,MWI,1465009.96848518,1746354.3936712,0.838896144902996,Not P20 Female
no soap and water,P20,Female,2000,MWI,2734288.46581044,2924102.57120408,0.935086372392375,P20 Female
no soap and water,Not P20,Male,2001,MWI,1377457.85750438,1625320.29397694,0.847499328353259,Not P20 Male
no soap and water,P20,Male,2001,MWI,2860090.72016404,3069724.35668012,0.93170929628913,P20 Male
no soap and water,Not P20,Female,2001,MWI,1314604.49233093,1574136.30250812,0.835127485616293,Not P20 Female
no soap and water,P20,Female,2001,MWI,2991380.05777478,3214976.89041025,0.930451496151522,P20 Female
no soap and water,Not P20,Male,2002,MWI,1228871.312547,1465392.33783482,0.838595426507215,Not P20 Male
no soap and water,P20,Male,2002,MWI,3113082.87066553,3345329.80201771,0.930575774259358,P20 Male
no soap and water,Not P20,Female,2002,MWI,1164696.90644879,1406883.61305165,0.827855904812522,Not P20 Female
no soap and water,P20,Female,2002,MWI,3247379.38896142,3500224.74942323,0.92776310706806,P20 Female
no soap and water,Not P20,Male,2003,MWI,1181187.11324168,1414474.12696204,0.835071558204171,Not P20 Male
no soap and water,P20,Male,2003,MWI,3266971.55788442,3513918.59618058,0.929723176124632,P20 Male
no soap and water,Not P20,Female,2003,MWI,1101532.65698387,1337114.20315646,0.823813444194621,Not P20 Female
no soap and water,P20,Female,2003,MWI,3418463.31786498,3690022.35602026,0.926407210592579,P20 Female
no soap and water,Not P20,Male,2004,MWI,1114478.61731041,1341680.75532752,0.830658569771581,Not P20 Male
no soap and water,P20,Male,2004,MWI,3445496.55060484,3710600.44613764,0.928554987425622,P20 Male
no soap and water,Not P20,Female,2004,MWI,1054258.26138447,1287112.44154619,0.819087926862091,Not P20 Female
no soap and water,P20,Female,2004,MWI,3579360.03514311,3866394.7892922,0.925761653997668,P20 Female
no soap and water,Not P20,Male,2005,MWI,1069047.58357564,1292893.71480085,0.82686424362447,Not P20 Male
no soap and water,P20,Male,2005,MWI,3611068.31384472,3892498.90215617,0.927699250433814,P20 Male
no soap and water,Not P20,Female,2005,MWI,992619.606070266,1217841.95905203,0.815064383922954,Not P20 Female
no soap and water,P20,Female,2005,MWI,3763079.68035174,4071443.66869063,0.92426175739328,P20 Female
no soap and water,Not P20,Male,2006,MWI,1073064.03159387,1299288.88684249,0.825885638259872,Not P20 Male
no soap and water,P20,Male,2006,MWI,3735952.74102231,4028921.05797774,0.92728367899507,P20 Male
no soap and water,Not P20,Female,2006,MWI,991978.818194664,1218764.82172927,0.813921439566311,Not P20 Female
no soap and water,P20,Female,2006,MWI,3894703.07926177,4216199.58011221,0.923747323924859,P20 Female
no soap and water,Not P20,Male,2007,MWI,1063055.60008106,1294246.21609738,0.821370452437216,Not P20 Male
