educ.category,p20,sex,povcal_year,iso3,value,total,percentage,demographic
Completed secondary education,Not P20,Male,2016,TJK,4286407.10069153,5053336.50641497,0.848233062502395,Not P20 Male
Completed secondary education,P20,Male,2016,TJK,627528.014812893,862503.75691735,0.727565543662932,P20 Male
Completed secondary education,Not P20,Female,2016,TJK,4261877.83584734,5021210.75707266,0.848774935376742,Not P20 Female
Completed secondary education,P20,Female,2016,TJK,673383.369965247,843504.171615752,0.798316585293663,P20 Female
Completed secondary education,Not P20,Male,2017,TJK,6062230.03679259,7378854.89324298,0.821567861748296,Not P20 Male
Completed secondary education,P20,Male,2017,TJK,1080179.91285073,1481284.9518748,0.729218177423317,P20 Male
Completed secondary education,Not P20,Female,2017,TJK,6119283.50792671,7505751.20386391,0.815279289403644,Not P20 Female
Completed secondary education,P20,Female,2017,TJK,1092944.31554491,1365547.31979074,0.800370884044058,P20 Female
Completed secondary education,Not P20,Male,2018,TJK,6264530.12120641,7647173.2466575,0.819195527438138,Not P20 Male
Completed secondary education,P20,Male,2018,TJK,1039415.04344434,1393749.54025301,0.745768887038087,P20 Male
Completed secondary education,Not P20,Female,2018,TJK,6355787.86984454,7802131.64595019,0.81462197233542,Not P20 Female
Completed secondary education,P20,Female,2018,TJK,1084751.60415481,1328567.87853741,0.816481883747622,P20 Female
Completed secondary education,Not P20,Male,2000,TLS,303289.734169661,625539.986032801,0.484844679703269,Not P20 Male
Completed secondary education,P20,Male,2000,TLS,36463.6793795166,277129.058485006,0.131576528202615,P20 Male
Completed secondary education,Not P20,Female,2000,TLS,268399.657107297,586454.538043694,0.457664899316202,Not P20 Female
Completed secondary education,P20,Female,2000,TLS,34712.2098641432,271870.996597612,0.12767897384626,P20 Female
Completed secondary education,Not P20,Male,2001,TLS,304995.250845842,616716.345610126,0.494547052331012,Not P20 Male
Completed secondary education,P20,Male,2001,TLS,41230.5310580005,303149.908523613,0.13600707075519,P20 Male
Completed secondary education,Not P20,Female,2001,TLS,269673.290057102,572400.015236899,0.471127328578935,Not P20 Female
Completed secondary education,P20,Female,2001,TLS,39212.9236797091,302276.909527562,0.129725170675445,P20 Female
Completed secondary education,Not P20,Male,2002,TLS,306870.351084826,606473.343084393,0.505991490943608,Not P20 Male
Completed secondary education,P20,Male,2002,TLS,47662.0246880687,335349.489266432,0.142126426947386,P20 Male
Completed secondary education,Not P20,Female,2002,TLS,269331.764242395,562274.217267901,0.479004293583088,Not P20 Female
Completed secondary education,P20,Female,2002,TLS,46763.5418883392,333214.493600453,0.140340659804588,P20 Female
Completed secondary education,Not P20,Male,2003,TLS,307409.430259862,596061.402508203,0.515734501456219,Not P20 Male
Completed secondary education,P20,Male,2003,TLS,56523.51548875,370389.211736993,0.15260572850833,P20 Male
Completed secondary education,Not P20,Female,2003,TLS,271508.416609635,550989.972585465,0.492764714638288,Not P20 Female
Completed secondary education,P20,Female,2003,TLS,53338.9930715245,368479.128244693,0.144754448713589,P20 Female
Completed secondary education,Not P20,Male,2004,TLS,305731.262226162,581852.244150571,0.525444844975188,Not P20 Male
Completed secondary education,P20,Male,2004,TLS,67042.9260606578,409615.006493061,0.163673022223109,P20 Male
Completed secondary education,Not P20,Female,2004,TLS,272106.505345266,538895.765140783,0.504933463847465,Not P20 Female
Completed secondary education,P20,Female,2004,TLS,61334.2797140703,404907.535571795,0.151477249311887,P20 Female
Completed secondary education,Not P20,Male,2005,TLS,304993.616319699,568211.046738787,0.536761152515762,Not P20 Male
Completed secondary education,P20,Male,2005,TLS,76846.7085017029,446883.323871649,0.171961459281874,P20 Male
Completed secondary education,Not P20,Female,2005,TLS,270980.307997988,525416.575987563,0.515743736269947,Not P20 Female
Completed secondary education,P20,Female,2005,TLS,70552.8849542489,441037.327845689,0.159970325638591,P20 Female
Completed secondary education,Not P20,Male,2006,TLS,301032.277017756,538508.591284972,0.559011094510939,Not P20 Male
Completed secondary education,P20,Male,2006,TLS,89089.1082791714,498358.988054769,0.178764927320586,P20 Male
Completed secondary education,Not P20,Female,2006,TLS,267275.059891935,493749.111982904,0.541317550564403,Not P20 Female
Completed secondary education,P20,Female,2006,TLS,81557.0904843152,493336.446423178,0.165317383452259,P20 Female
Completed secondary education,Not P20,Male,2007,TLS,292740.207432841,501173.556853054,0.584109443584777,Not P20 Male
Completed secondary education,P20,Male,2007,TLS,104960.01252549,555990.711622807,0.188780154652469,P20 Male
Completed secondary education,Not P20,Female,2007,TLS,257299.222888165,461536.793233427,0.557483664705433,Not P20 Female
Completed secondary education,P20,Female,2007,TLS,98326.6983730259,545004.460711467,0.180414483662514,P20 Female
Completed secondary education,Not P20,Male,2008,TLS,283255.555576097,467465.284867625,0.605939231736338,Not P20 Male
Completed secondary education,P20,Male,2008,TLS,121904.451395413,609443.356690197,0.200025892574266,P20 Male
Completed secondary education,Not P20,Female,2008,TLS,250276.197294098,429805.437891795,0.582301141934611,Not P20 Female
Completed secondary education,P20,Female,2008,TLS,112187.970842356,594897.517001498,0.188583693217993,P20 Female
Completed secondary education,Not P20,Male,2009,TLS,299572.160603077,508959.376838809,0.58859738956721,Not P20 Male
Completed secondary education,P20,Male,2009,TLS,112831.630201105,586999.719534162,0.192217519781181,P20 Male
Completed secondary education,Not P20,Female,2009,TLS,264038.151663141,469364.532568793,0.562543893587531,Not P20 Female
Completed secondary education,P20,Female,2009,TLS,104474.65647276,573821.974831322,0.182068064757315,P20 Female
Completed secondary education,Not P20,Male,2010,TLS,314387.99999588,552388.98525526,0.569142413023679,Not P20 Male
Completed secondary education,P20,Male,2010,TLS,105574.075682098,563180.151896769,0.187460576027988,P20 Male
Completed secondary education,Not P20,Female,2010,TLS,277244.306515631,506563.935752923,0.54730368063718,Not P20 Female
Completed secondary education,P20,Female,2010,TLS,97839.1499355935,555336.345526707,0.176179986639985,P20 Female
Completed secondary education,Not P20,Male,2011,TLS,280532.844640859,460978.263573334,0.608559810317892,Not P20 Male
Completed secondary education,P20,Male,2011,TLS,127955.909113918,615121.792456767,0.208017193802984,P20 Male
Completed secondary education,Not P20,Female,2011,TLS,249087.605019522,427182.700066851,0.583093849494704,Not P20 Female
Completed secondary education,P20,Female,2011,TLS,116955.945673486,599814.097219432,0.194986990495322,P20 Female
Completed secondary education,Not P20,Male,2012,TLS,278889.102931656,452658.656996168,0.616113485561853,Not P20 Male
Completed secondary education,P20,Male,2012,TLS,135609.533451363,623648.847253528,0.21744533650398,P20 Male
Completed secondary education,Not P20,Female,2012,TLS,248625.926424032,419066.987897283,0.593284447604764,Not P20 Female
Completed secondary education,P20,Female,2012,TLS,122972.100692851,607673.607766959,0.202365380232228,P20 Female
Completed secondary education,Not P20,Male,2013,TLS,279152.729272761,448263.130930921,0.622743005192143,Not P20 Male
Completed secondary education,P20,Male,2013,TLS,141920.278153914,628373.306811053,0.225853448285621,P20 Male
Completed secondary education,Not P20,Female,2013,TLS,249435.503294345,416642.009398995,0.598680636295307,Not P20 Female
Completed secondary education,P20,Female,2013,TLS,128289.11262382,612494.797461357,0.209453391531728,P20 Female
Completed secondary education,Not P20,Male,2014,TLS,277905.566079301,437822.498903237,0.634744826443287,Not P20 Male
Completed secondary education,P20,Male,2014,TLS,148775.86741435,637563.410384032,0.233350698912812,P20 Male
Completed secondary education,Not P20,Female,2014,TLS,247328.763142619,407445.383065133,0.607023108918335,Not P20 Female
Completed secondary education,P20,Female,2014,TLS,136827.455276601,623457.73409541,0.219465487063252,P20 Female
Completed secondary education,Not P20,Male,2015,TLS,274624.333671796,426019.244702159,0.644628938919868,Not P20 Male
Completed secondary education,P20,Male,2015,TLS,158886.084765977,649503.177895569,0.244627109109424,P20 Male
Completed secondary education,Not P20,Female,2015,TLS,246602.306894324,398087.335773116,0.619467852237509,Not P20 Female
Completed secondary education,P20,Female,2015,TLS,144972.041636297,634036.497076063,0.228649363727252,P20 Female
Completed secondary education,Not P20,Male,2016,TLS,317723.413674061,503441.577038076,0.631102849199186,Not P20 Male
Completed secondary education,P20,Male,2016,TLS,179357.131793794,730357.276811737,0.245574511938526,P20 Male
Completed secondary education,Not P20,Female,2016,TLS,286945.525551116,475374.835437217,0.603619510669309,Not P20 Female
Completed secondary education,P20,Female,2016,TLS,165951.610212269,717348.102184889,0.231340418559435,P20 Female
Completed secondary education,Not P20,Male,2017,TLS,325360.959048514,515944.296124772,0.630612570954425,Not P20 Male
Completed secondary education,P20,Male,2017,TLS,182153.97222823,741794.274271001,0.245558611796029,P20 Male
Completed secondary education,Not P20,Female,2017,TLS,293632.106030179,487005.528855648,0.602933824427307,Not P20 Female
Completed secondary education,P20,Female,2017,TLS,167862.077946256,729477.602958167,0.230112723496299,P20 Female
Completed secondary education,Not P20,Male,2018,TLS,332358.141349487,526479.400575125,0.631284226859436,Not P20 Male
Completed secondary education,P20,Male,2018,TLS,183817.063359467,759580.236511113,0.241998217599462,P20 Male
Completed secondary education,Not P20,Female,2018,TLS,299391.059064866,496098.719383879,0.603490892773699,Not P20 Female
Completed secondary education,P20,Female,2018,TLS,169920.104400204,741284.599669496,0.229223842605071,P20 Female
Completed secondary education,Not P20,Male,2000,TZA,4607942.1306689,23164248.6197172,0.198924739857379,Not P20 Male
Completed secondary education,P20,Male,2000,TZA,1034361.31270715,43535474.3252785,0.023759045439102,P20 Male
Completed secondary education,Not P20,Female,2000,TZA,3975490.78491836,21162812.092853,0.187852671349898,Not P20 Female
Completed secondary education,P20,Female,2000,TZA,1038885.236111,43596014.8937973,0.023829821111902,P20 Female
Completed secondary education,Not P20,Male,2001,TZA,4661599.91994379,24173912.2085311,0.19283597457174,Not P20 Male
Completed secondary education,P20,Male,2001,TZA,1025918.08892948,44260742.9307102,0.0231789622360282,P20 Male
Completed secondary education,Not P20,Female,2001,TZA,4117254.64594635,21910977.0848071,0.187908308698895,Not P20 Female
Completed secondary education,P20,Female,2001,TZA,1036300.16270405,44561300.1279288,0.0232556087845056,P20 Female
Completed secondary education,Not P20,Male,2002,TZA,4833403.67035234,25378787.7422104,0.190450533707461,Not P20 Male
Completed secondary education,P20,Male,2002,TZA,1018039.79574783,45354573.3793115,0.0224462434523133,P20 Male
Completed secondary education,Not P20,Female,2002,TZA,4259988.03186206,22136669.9703735,0.192440328087441,Not P20 Female
Completed secondary education,P20,Female,2002,TZA,1036276.87930558,45617394.1070839,0.0227167048795682,P20 Female
Completed secondary education,Not P20,Male,2003,TZA,4912786.96641055,27355843.4775444,0.179588210118373,Not P20 Male
Completed secondary education,P20,Male,2003,TZA,962057.757068942,45063887.876994,0.0213487517920106,P20 Male
Completed secondary education,Not P20,Female,2003,TZA,4400673.78724587,25302016.4596817,0.173925813156365,Not P20 Female
Completed secondary education,P20,Female,2003,TZA,911780.9645224,44634223.6206397,0.0204278441644222,P20 Female
Completed secondary education,Not P20,Male,2004,TZA,5192189.73095837,30676531.7976706,0.169256086874613,Not P20 Male
Completed secondary education,P20,Male,2004,TZA,887464.036974695,44287878.2197816,0.020038531369026,P20 Male
Completed secondary education,Not P20,Female,2004,TZA,4573873.51742113,26698861.7015439,0.171313427836388,Not P20 Female
Completed secondary education,P20,Female,2004,TZA,817626.289410783,44850087.7682244,0.0182302048913728,P20 Female
Completed secondary education,Not P20,Male,2005,TZA,5476738.43673109,32640550.6417594,0.16778940088481,Not P20 Male
Completed secondary education,P20,Male,2005,TZA,807011.719772283,43767057.2822098,0.0184387932359417,P20 Male
Completed secondary education,Not P20,Female,2005,TZA,4829801.1486009,29822434.2921672,0.161951941993865,Not P20 Female
Completed secondary education,P20,Female,2005,TZA,736116.773215764,44395366.6989394,0.0165809368848698,P20 Female
Completed secondary education,Not P20,Male,2006,TZA,5889945.99472253,33415869.0145225,0.176261942856036,Not P20 Male
Completed secondary education,P20,Male,2006,TZA,732137.09360367,45438080.5587404,0.0161128525809358,P20 Male
Completed secondary education,Not P20,Female,2006,TZA,5107858.17668696,29042088.1732153,0.175877786274259,Not P20 Female
Completed secondary education,P20,Female,2006,TZA,728082.299894578,46914452.1772939,0.0155193605830265,P20 Female
Completed secondary education,Not P20,Male,2007,TZA,5892129.88874174,34132189.0122869,0.172626780152327,Not P20 Male
Completed secondary education,P20,Male,2007,TZA,706574.916062117,47100766.7013067,0.01500134638026,P20 Male
Completed secondary education,Not P20,Female,2007,TZA,5184858.04923707,30169993.4923056,0.171854795081722,Not P20 Female
Completed secondary education,P20,Female,2007,TZA,714419.972603483,47946646.18784,0.0149003116882171,P20 Female
Completed secondary education,Not P20,Male,2008,TZA,6004295.39908899,35999400.7206121,0.166788759782079,Not P20 Male
Completed secondary education,P20,Male,2008,TZA,671768.556236353,47791952.2569927,0.0140561020111511,P20 Male
Completed secondary education,Not P20,Female,2008,TZA,5398140.00495764,31767835.9765757,0.169924700219996,Not P20 Female
Completed secondary education,P20,Female,2008,TZA,604146.365367452,48624431.7029241,0.0124247491273223,P20 Female
Completed secondary education,Not P20,Male,2009,TZA,4635919.52593454,24298630.1802017,0.190789336335176,Not P20 Male
Completed secondary education,P20,Male,2009,TZA,688347.171628431,39038108.1446891,0.0176326980056813,P20 Male
Completed secondary education,Not P20,Female,2009,TZA,4221065.53935315,22328215.9335126,0.189046252146716,Not P20 Female
