educ.category,p20,sex,povcal_year,iso3,value,total,percentage,demographic
Completed secondary education,P20,Male,2011,DOM,6668.55948410151,105535.299709538,0.0631879523008437,P20 Male
Completed secondary education,Not P20,Female,2011,DOM,634198.416240267,1715329.28990395,0.369724005748061,Not P20 Female
Completed secondary education,P20,Female,2011,DOM,7498.28488489165,95418.8670465843,0.0785828329027521,P20 Female
Completed secondary education,Not P20,Male,2012,DOM,674202.836469526,1774255.95401127,0.379991869236948,Not P20 Male
Completed secondary education,P20,Male,2012,DOM,7823.22518994884,115428.219671248,0.0677756722942641,P20 Male
Completed secondary education,Not P20,Female,2012,DOM,660287.974460087,1730393.33047136,0.381582593294105,Not P20 Female
Completed secondary education,P20,Female,2012,DOM,8220.24671941783,105933.713419688,0.0775980228961753,P20 Female
Completed secondary education,Not P20,Male,2013,DOM,2430962.76958044,5078187.16644188,0.478706808139122,Not P20 Male
Completed secondary education,P20,Male,2013,DOM,37551.1376742879,632110.364292946,0.0594059831882224,P20 Male
Completed secondary education,Not P20,Female,2013,DOM,2298702.91205379,4899443.38314388,0.469176339492417,Not P20 Female
Completed secondary education,P20,Female,2013,DOM,34313.7495912796,560025.985684857,0.0612717096498963,P20 Female
Completed secondary education,Not P20,Male,2014,DOM,2450814.86598515,5180847.62968562,0.473052874966304,Not P20 Male
Completed secondary education,P20,Male,2014,DOM,27711.9386617554,607299.046559861,0.0456314542542656,P20 Male
Completed secondary education,Not P20,Female,2014,DOM,2335700.15391311,4961705.47520248,0.47074542525477,Not P20 Female
Completed secondary education,P20,Female,2014,DOM,26396.8647542188,494769.402816713,0.0533518536189626,P20 Female
Completed secondary education,Not P20,Male,2015,DOM,2546966.84663378,5299918.9147754,0.480567134627891,Not P20 Male
Completed secondary education,P20,Male,2015,DOM,25653.5832236885,594599.668872606,0.0431442945004142,P20 Male
Completed secondary education,Not P20,Female,2015,DOM,2388415.31336736,5107641.77591366,0.467616058085851,Not P20 Female
Completed secondary education,P20,Female,2015,DOM,24317.656586676,485385.323716552,0.0500996948166415,P20 Female
Completed secondary education,Not P20,Male,2016,DOM,2610358.73702066,5460608.22102627,0.47803442974894,Not P20 Male
Completed secondary education,P20,Male,2016,DOM,18427.7576439344,507285.586042077,0.0363261999768429,P20 Male
Completed secondary education,Not P20,Female,2016,DOM,2450276.51193716,5249309.51880781,0.466780726714254,Not P20 Female
Completed secondary education,P20,Female,2016,DOM,14943.1062595526,434814.905368227,0.0343665915658938,P20 Female
Completed secondary education,Not P20,Male,2017,DOM,2696017.34941772,5631541.74039064,0.478735215630437,Not P20 Male
Completed secondary education,P20,Male,2017,DOM,13157.1352792026,416959.421213709,0.0315549538151796,P20 Male
Completed secondary education,Not P20,Female,2017,DOM,2523741.40227681,5433879.6839356,0.464445580151112,Not P20 Female
Completed secondary education,P20,Female,2017,DOM,9059.1352135802,348286.774640236,0.0260105633437786,P20 Female
Completed secondary education,Not P20,Male,2018,DOM,2783088.83058846,5820229.02687236,0.4781751401429,Not P20 Male
Completed secondary education,P20,Male,2018,DOM,8126.27576632192,313974.846494815,0.0258819324447257,P20 Male
Completed secondary education,Not P20,Female,2018,DOM,2604825.94184823,5616946.81819224,0.463744099091643,Not P20 Female
Completed secondary education,P20,Female,2018,DOM,5653.82941234302,241745.793402746,0.0233874986313569,P20 Female
Completed secondary education,Not P20,Male,2000,EGY,25712172.9698143,35809262.931945,0.718031337832334,Not P20 Male
Completed secondary education,P20,Male,2000,EGY,100931.922841195,303957.403825016,0.332059431917308,P20 Male
Completed secondary education,Not P20,Female,2000,EGY,23439539.5283295,32459929.328346,0.722106918078244,Not P20 Female
Completed secondary education,P20,Female,2000,EGY,65639.6739518741,235959.504693022,0.278181944979372,P20 Female
Completed secondary education,Not P20,Male,2001,EGY,26191654.9369628,36451872.461576,0.718527010226195,Not P20 Male
Completed secondary education,P20,Male,2001,EGY,116886.821837435,354477.227828609,0.329744233652014,P20 Male
Completed secondary education,Not P20,Female,2001,EGY,23879598.2191334,33033025.101632,0.722900737842312,Not P20 Female
Completed secondary education,P20,Female,2001,EGY,76721.3000751595,290403.454606419,0.26418866187091,P20 Female
Completed secondary education,Not P20,Male,2002,EGY,26652589.5924841,37033042.987542,0.719697530701165,Not P20 Male
Completed secondary education,P20,Male,2002,EGY,155619.990544083,472355.278392895,0.329455385940754,P20 Male
Completed secondary education,Not P20,Female,2002,EGY,24319922.8428234,33611057.6062921,0.723569104182863,Not P20 Female
Completed secondary education,P20,Female,2002,EGY,91389.6653701917,345269.770229393,0.264690607896178,P20 Female
Completed secondary education,Not P20,Male,2003,EGY,27102001.5212337,37560530.5818035,0.721555342840751,Not P20 Male
Completed secondary education,P20,Male,2003,EGY,209128.045967336,648466.118927489,0.32249648804045,P20 Male
Completed secondary education,Not P20,Female,2003,EGY,24712689.4451558,34093050.6830738,0.724860021324666,Not P20 Female
Completed secondary education,P20,Female,2003,EGY,156577.439373043,500294.82678781,0.312970334669185,P20 Female
Completed secondary education,Not P20,Male,2004,EGY,27503608.0415025,37995755.0403129,0.723860021002914,Not P20 Male
Completed secondary education,P20,Male,2004,EGY,312287.350652005,919422.475562688,0.339655989441507,P20 Male
Completed secondary education,Not P20,Female,2004,EGY,25053123.5566518,34433307.1438048,0.727584006149094,Not P20 Female
Completed secondary education,P20,Female,2004,EGY,275778.510086123,799394.51356498,0.344984241705965,P20 Female
Completed secondary education,Not P20,Male,2005,EGY,27852875.3577232,38352058.5555003,0.726241990828642,Not P20 Male
Completed secondary education,P20,Male,2005,EGY,469855.961194607,1272195.90301368,0.369326736614678,P20 Male
Completed secondary education,Not P20,Female,2005,EGY,25394898.2670695,34812511.9161867,0.72947618167311,Not P20 Female
Completed secondary education,P20,Female,2005,EGY,395523.997810699,1062167.96065569,0.372374250082385,P20 Female
Completed secondary education,Not P20,Male,2006,EGY,28280993.9979293,38931621.657126,0.726427330641459,Not P20 Male
Completed secondary education,P20,Male,2006,EGY,548047.471893679,1400974.16961588,0.391190275866358,P20 Male
Completed secondary education,Not P20,Female,2006,EGY,25725211.6510073,35230104.562076,0.730205373239215,Not P20 Female
Completed secondary education,P20,Female,2006,EGY,526252.045287304,1285887.56596104,0.409251990001162,P20 Female
Completed secondary education,Not P20,Male,2007,EGY,28685103.9770622,39449800.4949419,0.727129253308648,Not P20 Male
Completed secondary education,P20,Male,2007,EGY,653386.173022156,1595527.58607775,0.409511047457575,P20 Male
Completed secondary education,Not P20,Female,2007,EGY,26066757.3147475,35685084.2259372,0.7304664646357,Not P20 Female
Completed secondary education,P20,Female,2007,EGY,648605.729328342,1476195.53740127,0.439376568276425,P20 Female
Completed secondary education,Not P20,Male,2008,EGY,29108470.9088651,39992753.4954838,0.727843630775565,Not P20 Male
Completed secondary education,P20,Male,2008,EGY,756527.51049074,1789173.65859869,0.42283626681787,P20 Male
Completed secondary education,Not P20,Female,2008,EGY,26448916.6532583,36153237.0063851,0.731578105954581,Not P20 Female
Completed secondary education,P20,Female,2008,EGY,745880.045628621,1674938.73530856,0.445317807693554,P20 Female
Completed secondary education,Not P20,Male,2009,EGY,29758424.3072746,40929714.5939167,0.72706161287764,Not P20 Male
Completed secondary education,P20,Male,2009,EGY,668621.379200718,1638531.63650351,0.40806131801489,P20 Male
Completed secondary education,Not P20,Female,2009,EGY,27043329.2187922,37018528.0397643,0.730534968590405,Not P20 Female
Completed secondary education,P20,Female,2009,EGY,663262.624023855,1521558.76575028,0.435909962174087,P20 Female
Completed secondary education,Not P20,Male,2010,EGY,30451736.3098146,41918070.3467433,0.726458447584062,Not P20 Male
Completed secondary education,P20,Male,2010,EGY,585253.249389341,1503503.58524183,0.389259630062808,P20 Male
Completed secondary education,Not P20,Female,2010,EGY,27702537.0407952,37959096.3964493,0.729799696796432,Not P20 Female
Completed secondary education,P20,Female,2010,EGY,559464.160617667,1353569.18794766,0.413325130033397,P20 Female
Completed secondary education,Not P20,Male,2011,EGY,31006066.298647,42649574.5594181,0.726995910720055,Not P20 Male
Completed secondary education,P20,Male,2011,EGY,693961.494526183,1699607.49774005,0.40830691524304,P20 Male
Completed secondary education,Not P20,Female,2011,EGY,28182234.5845103,38574767.6988179,0.730587279346701,Not P20 Female
Completed secondary education,P20,Female,2011,EGY,683523.21930355,1577728.06021569,0.433232593461073,P20 Female
Completed secondary education,Not P20,Male,2012,EGY,31712434.6357912,43624944.4357108,0.72693352498191,Not P20 Male
Completed secondary education,P20,Male,2012,EGY,697499.321368973,1717415.22733383,0.406133187983779,P20 Male
Completed secondary education,Not P20,Female,2012,EGY,28846306.3013347,39486886.37875,0.730528764021728,Not P20 Female
Completed secondary education,P20,Female,2012,EGY,665885.616883871,1564804.30922106,0.42553922746758,P20 Female
Completed secondary education,Not P20,Male,2013,EGY,32170889.357173,44134929.1102716,0.728921287644842,Not P20 Male
Completed secondary education,P20,Male,2013,EGY,982481.163037094,2247518.07880817,0.437140493907881,P20 Male
Completed secondary education,Not P20,Female,2013,EGY,29268243.4560225,39921356.5911972,0.733147516897666,Not P20 Female
Completed secondary education,P20,Female,2013,EGY,920915.053882115,2071999.94135086,0.444457084917539,P20 Female
Completed secondary education,Not P20,Male,2014,EGY,32778213.6609825,44806230.7944087,0.731554810119688,Not P20 Male
Completed secondary education,P20,Male,2014,EGY,1132699.36602375,2636038.51120486,0.429697578851388,P20 Male
Completed secondary education,Not P20,Female,2014,EGY,29825873.839562,40587140.4790381,0.734860191862152,Not P20 Female
Completed secondary education,P20,Female,2014,EGY,1053096.00646962,2365749.03846122,0.445142738874195,P20 Female
Completed secondary education,Not P20,Male,2015,EGY,33291405.2569018,45424924.4190408,0.732888511817688,Not P20 Male
Completed secondary education,P20,Male,2015,EGY,1376254.86278136,3076054.19759669,0.44740917239255,P20 Male
Completed secondary education,Not P20,Female,2015,EGY,30287902.6518061,41127723.3604528,0.736435187193708,Not P20 Female
Completed secondary education,P20,Female,2015,EGY,1280154.23346951,2783691.63934622,0.459876451606605,P20 Female
Completed secondary education,Not P20,Male,2016,EGY,33352804.2300987,45152861.9204697,0.738664235477364,Not P20 Male
Completed secondary education,P20,Male,2016,EGY,2066589.735704,4399812.34191311,0.469699517867486,P20 Male
Completed secondary education,Not P20,Female,2016,EGY,30364087.897127,40971832.8677274,0.74109664547236,Not P20 Female
Completed secondary education,P20,Female,2016,EGY,1888491.01054545,3891757.64009247,0.485254012503353,P20 Female
Completed secondary education,Not P20,Male,2017,EGY,33290358.4971635,44494353.1884528,0.748192885424459,Not P20 Male
Completed secondary education,P20,Male,2017,EGY,2877392.64869066,6105292.67403159,0.47129479327493,P20 Male
Completed secondary education,Not P20,Female,2017,EGY,30184371.5076929,40346949.4407928,0.748120289787634,Not P20 Female
Completed secondary education,P20,Female,2017,EGY,2749654.66087945,5464539.55766277,0.503181399249583,P20 Female
Completed secondary education,Not P20,Male,2018,EGY,32869647.6328872,43125842.4921854,0.762179837735189,Not P20 Male
Completed secondary education,P20,Male,2018,EGY,4041015.80023245,8513157.42056677,0.474678853050437,P20 Male
Completed secondary education,Not P20,Female,2018,EGY,29875705.6890608,38919404.8527291,0.767630075591094,Not P20 Female
Completed secondary education,P20,Female,2018,EGY,3734809.67042329,7833085.92207776,0.476799272671914,P20 Female
Completed secondary education,Not P20,Male,2000,ETH,1709989.18184141,16108364.5653029,0.106155356424245,Not P20 Male
Completed secondary education,P20,Male,2000,ETH,116031.44335232,17690190.3493862,0.00655908393638885,P20 Male
Completed secondary education,Not P20,Female,2000,ETH,1706582.80595109,15728341.7152414,0.108503670434458,Not P20 Female
Completed secondary education,P20,Female,2000,ETH,65623.4906202647,16538371.984266,0.00396795347708327,P20 Female
Completed secondary education,Not P20,Male,2001,ETH,1759942.9357398,17373403.2776747,0.101300989081475,Not P20 Male
Completed secondary education,P20,Male,2001,ETH,119421.059045359,17412505.6578809,0.00685835004977062,P20 Male
Completed secondary education,Not P20,Female,2001,ETH,1756437.04970946,16888212.7489065,0.104003725901854,Not P20 Female
Completed secondary education,P20,Female,2001,ETH,67540.543508791,16321105.4374428,0.00413823339158412,P20 Female
Completed secondary education,Not P20,Male,2002,ETH,1811137.36179175,18749245.5508386,0.0965978794656483,Not P20 Male
Completed secondary education,P20,Male,2002,ETH,122894.860639826,17048539.7396187,0.00720852709480057,P20 Male
Completed secondary education,Not P20,Female,2002,ETH,1807529.49414628,18337690.5984739,0.0985690910444692,Not P20 Female
Completed secondary education,P20,Female,2002,ETH,69505.209118086,15837642.9907624,0.00438860815075994,P20 Female
Completed secondary education,Not P20,Male,2003,ETH,1865440.37387951,19925560.3569759,0.0936204724213151,Not P20 Male
Completed secondary education,P20,Male,2003,ETH,124523.611763648,16907488.5796307,0.00736499753805347,P20 Male
Completed secondary education,Not P20,Female,2003,ETH,1860909.51330777,19479180.315588,0.0955332556688026,Not P20 Female
Completed secondary education,P20,Female,2003,ETH,70408.598136267,15684495.9929783,0.00448905710249074,P20 Female
Completed secondary education,Not P20,Male,2004,ETH,1918917.13061141,21078857.6460229,0.0910351577317789,Not P20 Male
Completed secondary education,P20,Male,2004,ETH,128093.341992984,16810087.8098494,0.00762002813084242,P20 Male
Completed secondary education,Not P20,Female,2004,ETH,1914256.38342846,20455947.7733043,0.0935794520323634,Not P20 Female
Completed secondary education,P20,Female,2004,ETH,72427.0081198232,15715768.9905255,0.00460855642275519,P20 Female
Completed secondary education,Not P20,Male,2005,ETH,1973932.29958709,22315121.682818,0.0884571604692149,Not P20 Male
Completed secondary education,P20,Male,2005,ETH,131169.265431586,16649055.3175009,0.00787848096664709,P20 Male
Completed secondary education,Not P20,Female,2005,ETH,1968914.39651843,21704981.9087008,0.0907125564444336,Not P20 Female
Completed secondary education,P20,Female,2005,ETH,74148.0952058888,15493234.0203422,0.00478583716663249,P20 Female
Completed secondary education,Not P20,Male,2006,ETH,2028993.14005823,22471318.7003903,0.0902925710373635,Not P20 Male
Completed secondary education,P20,Male,2006,ETH,135194.601608471,17586508.2612621,0.00768740443526618,P20 Male
Completed secondary education,Not P20,Female,2006,ETH,2023834.39404306,21805057.4954834,0.0928149074801688,Not P20 Female
Completed secondary education,P20,Female,2006,ETH,76572.9561408104,16437241.243576,0.00465850412524284,P20 Female
Completed secondary education,Not P20,Male,2007,ETH,2085242.73401481,22665077.4878739,0.0920024533395239,Not P20 Male
Completed secondary education,P20,Male,2007,ETH,139196.063449305,18507960.6548247,0.00752087526256001,P20 Male
Completed secondary education,Not P20,Female,2007,ETH,2080178.0081633,21978020.351041,0.0946481063780055,Not P20 Female
Completed secondary education,P20,Female,2007,ETH,78704.749683574,17328945.2054056,0.00454180844538783,P20 Female
Completed secondary education,Not P20,Male,2008,ETH,2141309.16504559,22831005.8954444,0.0937895235475743,Not P20 Male
Completed secondary education,P20,Male,2008,ETH,144945.321617908,19486203.8612922,0.00743835601072767,P20 Male
Completed secondary education,Not P20,Female,2008,ETH,2137044.23941711,22338318.7072975,0.0956671926575645,Not P20 Female
Completed secondary education,P20,Female,2008,ETH,81832.4484624054,18060961.5349826,0.00453090209532326,P20 Female
Completed secondary education,Not P20,Male,2009,ETH,2200822.95986882,22583302.778308,0.0974535470508228,Not P20 Male
Completed secondary education,P20,Male,2009,ETH,149337.005934454,20916759.3604087,0.00713958617399979,P20 Male
Completed secondary education,Not P20,Female,2009,ETH,2196438.82086432,21911684.7637087,0.100240526666493,Not P20 Female
Completed secondary education,P20,Female,2009,ETH,84459.9991610992,19616837.8161349,0.00430548490805336,P20 Female
Completed secondary education,Not P20,Male,2010,ETH,2262949.54888762,22200589.580492,0.101931957288022,Not P20 Male
Completed secondary education,P20,Male,2010,ETH,153552.610261638,22527427.0698159,0.00681625157572392,P20 Male
Completed secondary education,Not P20,Female,2010,ETH,2258441.65090428,21539812.0566792,0.104849645157603,Not P20 Female
Completed secondary education,P20,Female,2010,ETH,86844.2035028799,21161010.8407828,0.00410397235539941,P20 Female
Completed secondary education,Not P20,Male,2011,ETH,2305571.12593898,20468481.8253254,0.11264006513108,Not P20 Male
Completed secondary education,P20,Male,2011,ETH,179862.667952765,25535418.355573,0.00704365463875434,P20 Male
Completed secondary education,Not P20,Female,2011,ETH,2305161.74018622,20132975.9048125,0.11449682109018,Not P20 Female
Completed secondary education,P20,Female,2011,ETH,107024.277032977,23785904.0574973,0.00449948325589262,P20 Female
Completed secondary education,Not P20,Male,2012,ETH,2371741.7358612,20189830.0522468,0.117472100048572,Not P20 Male
Completed secondary education,P20,Male,2012,ETH,185024.782583179,27134396.4024859,0.00681882802324759,P20 Male
Completed secondary education,Not P20,Female,2012,ETH,2371320.60060973,19924726.7625847,0.119013958327533,Not P20 Female
Completed secondary education,P20,Female,2012,ETH,110095.907141492,25254638.74342,0.00435943306336848,P20 Female
Completed secondary education,Not P20,Male,2013,ETH,2436926.62328789,18972291.5036265,0.128446615045003,Not P20 Male
Completed secondary education,P20,Male,2013,ETH,193151.538367299,29708889.8314398,0.00650147277340851,P20 Male
Completed secondary education,Not P20,Female,2013,ETH,2436862.92552277,18806601.8385085,0.129574866658422,Not P20 Female
Completed secondary education,P20,Female,2013,ETH,115704.671059341,27668217.7109425,0.00418186210142408,P20 Female
Completed secondary education,Not P20,Male,2014,ETH,2506122.86439995,18856575.4038522,0.132904454320373,Not P20 Male
Completed secondary education,P20,Male,2014,ETH,198636.053285519,31206902.2749327,0.00636513203186705,P20 Male
Completed secondary education,Not P20,Female,2014,ETH,2506057.35794438,18807726.7212002,0.133246159681783,Not P20 Female
Completed secondary education,P20,Female,2014,ETH,118990.091408031,28986739.7919515,0.00410498359808887,P20 Female
Completed secondary education,Not P20,Male,2015,ETH,2576155.47402191,18922260.2830022,0.136144172815129,Not P20 Male
Completed secondary education,P20,Male,2015,ETH,204186.859023817,32540221.4264313,0.00627490687134548,P20 Male
Completed secondary education,Not P20,Female,2015,ETH,2575802.55093171,18749896.4524876,0.137376894718262,Not P20 Female
Completed secondary education,P20,Female,2015,ETH,122600.808408641,30380167.4740843,0.00403555406708092,P20 Female
Completed secondary education,Not P20,Male,2016,ETH,2646873.74384698,20533731.3154178,0.128903690380889,Not P20 Male
Completed secondary education,P20,Male,2016,ETH,209792.010396392,32341451.4922588,0.00648678400988303,P20 Male
Completed secondary education,Not P20,Female,2016,ETH,2646804.55836539,20379544.3162134,0.129875551548013,Not P20 Female
Completed secondary education,P20,Female,2016,ETH,125672.908220036,30099193.3035103,0.00417529157518583,P20 Female
Completed secondary education,Not P20,Male,2017,ETH,2718319.62387341,22109347.8892854,0.122948882865548,Not P20 Male
Completed secondary education,P20,Male,2017,ETH,215454.832372743,32193071.0969337,0.00669258399498471,P20 Male
Completed secondary education,Not P20,Female,2017,ETH,2720073.24407901,21824065.7110031,0.124636411936188,Not P20 Female
Completed secondary education,P20,Female,2017,ETH,127240.467685888,30017221.9133244,0.00423891551500997,P20 Female
Completed secondary education,Not P20,Male,2018,ETH,2793711.93049467,23738009.6263595,0.117689392432988,Not P20 Male
Completed secondary education,P20,Male,2018,ETH,217943.6043664,32005941.7697701,0.00680947325137765,P20 Male
Completed secondary education,Not P20,Female,2018,ETH,2793215.86865178,23434996.9935237,0.119189939278579,Not P20 Female
Completed secondary education,P20,Female,2018,ETH,129683.702331163,29782488.9232024,0.00435436080126035,P20 Female
Completed secondary education,Not P20,Male,2000,GAB,118007.234165343,601009.917590242,0.19634823105498,Not P20 Male
Completed secondary education,P20,Male,2000,GAB,67.5017119317966,17967.6120774324,0.00375685492545668,P20 Male
Completed secondary education,Not P20,Female,2000,GAB,102393.396582647,572299.865675416,0.178915639726394,Not P20 Female
Completed secondary education,Not P20,Male,2001,GAB,120855.005537224,611099.461288387,0.197766506425033,Not P20 Male
Completed secondary education,P20,Male,2001,GAB,69.1306751402976,22815.3432107207,0.00303000811786227,P20 Male
Completed secondary education,Not P20,Female,2001,GAB,104742.417627521,581478.527621984,0.180131187398916,Not P20 Female
Completed secondary education,P20,Female,2001,GAB,121.954446755678,24174.6725335437,0.0050447196993655,P20 Female
Completed secondary education,Not P20,Male,2002,GAB,123767.047025078,620576.715037942,0.199438754348865,Not P20 Male
Completed secondary education,P20,Male,2002,GAB,70.7964017123747,28612.4771645158,0.00247431920365755,P20 Male
Completed secondary education,Not P20,Female,2002,GAB,107266.220959569,590986.726927662,0.181503604179419,Not P20 Female
Completed secondary education,P20,Female,2002,GAB,124.892979644756,29259.8881904016,0.00426840249122091,P20 Female
Completed secondary education,Not P20,Male,2003,GAB,126806.475917685,630791.919155366,0.201027426108247,Not P20 Male
Completed secondary education,P20,Male,2003,GAB,72.5349955790735,34339.8396266173,0.00211226949128937,P20 Male
Completed secondary education,Not P20,Female,2003,GAB,109900.428198263,600608.250577907,0.182981882271042,Not P20 Female
Completed secondary education,P20,Female,2003,GAB,127.960058806297,34870.1691912744,0.00366961393575103,P20 Female
Completed secondary education,Not P20,Male,2004,GAB,130057.640737952,641050.775238239,0.202881964676851,Not P20 Male
Completed secondary education,P20,Male,2004,GAB,74.3947052205433,41134.1581497343,0.00180858703731667,P20 Male
Completed secondary education,Not P20,Female,2004,GAB,112718.142382848,609733.222103488,0.184864688845374,Not P20 Female
Completed secondary education,P20,Female,2004,GAB,131.240800097935,42038.0964899917,0.00312194916173668,P20 Female
Completed secondary education,Not P20,Male,2005,GAB,133352.448191004,651288.099805521,0.204751857481849,Not P20 Male
Completed secondary education,P20,Male,2005,GAB,312.524536379227,49417.3814067097,0.00632418245327734,P20 Male
Completed secondary education,Not P20,Female,2005,GAB,115778.312205561,620767.637150306,0.186508292759997,Not P20 Female
Completed secondary education,P20,Female,2005,GAB,134.803839085965,48698.5340933791,0.00276812929989802,P20 Female
Completed secondary education,Not P20,Male,2006,GAB,137150.341688974,665430.733485302,0.206107615394659,Not P20 Male
Completed secondary education,P20,Male,2006,GAB,321.425272142028,55230.9227142527,0.00581966145677089,P20 Male
Completed secondary education,Not P20,Female,2006,GAB,119075.692231922,632936.907959536,0.188132009264239,Not P20 Female
Completed secondary education,P20,Female,2006,GAB,138.6430683683,55595.739028451,0.00249377147945366,P20 Female
Completed secondary education,Not P20,Male,2007,GAB,141218.670751529,680935.132845226,0.207389314987259,Not P20 Male
Completed secondary education,P20,Male,2007,GAB,330.959800164281,61103.7122412121,0.00541636159285689,P20 Male
Completed secondary education,Not P20,Female,2007,GAB,122607.867896855,647033.51308032,0.189492298958609,Not P20 Female
Completed secondary education,P20,Female,2007,GAB,142.755676601123,61923.2709806291,0.00230536395026322,P20 Female
Completed secondary education,Not P20,Male,2008,GAB,145626.674555135,697074.71919556,0.208911140434401,Not P20 Male
Completed secondary education,P20,Male,2008,GAB,341.290389244329,68126.1485480579,0.00500968272121788,P20 Male
Completed secondary education,Not P20,Female,2008,GAB,126434.953544703,661731.298056193,0.191066908752994,Not P20 Female
Completed secondary education,P20,Female,2008,GAB,147.21165655119,69354.8842217312,0.0021225852829708,P20 Female
Completed secondary education,Not P20,Male,2009,GAB,150369.572035048,718397.108359603,0.209312607588863,Not P20 Male
Completed secondary education,P20,Male,2009,GAB,441.883247167157,72194.5566786971,0.0061207280367932,P20 Male
Completed secondary education,Not P20,Female,2009,GAB,130541.033793411,681658.514015596,0.19150502943828,Not P20 Female
Completed secondary education,P20,Female,2009,GAB,241.364618795972,73686.4764284756,0.00327556195512014,P20 Female
Completed secondary education,Not P20,Male,2010,GAB,155661.21372364,741081.12140855,0.210046119415077,Not P20 Male
Completed secondary education,P20,Male,2010,GAB,457.43351960961,77332.1817228278,0.00591517670158503,P20 Male
Completed secondary education,Not P20,Female,2010,GAB,135134.891228425,704307.255912985,0.191869230501184,Not P20 Female
Completed secondary education,P20,Female,2010,GAB,249.858458751001,77619.0101615787,0.00321903691158742,P20 Female
Completed secondary education,Not P20,Male,2011,GAB,161459.189959809,767493.46378949,0.210372071655967,Not P20 Male
Completed secondary education,P20,Male,2011,GAB,474.471731074622,81403.6109212651,0.00582863248576944,P20 Male
Completed secondary education,Not P20,Female,2011,GAB,140168.315221962,728993.350822653,0.19227653457166,Not P20 Female
Completed secondary education,P20,Female,2011,GAB,259.1650379019,82057.6393927985,0.00315832919176864,P20 Female
Completed secondary education,Not P20,Male,2012,GAB,167693.440066992,799869.298736366,0.209651052155539,Not P20 Male
Completed secondary education,P20,Male,2012,GAB,492.791997892782,81805.3260185898,0.00602395983093812,P20 Male
Completed secondary education,Not P20,Female,2012,GAB,145580.483674026,759787.076240464,0.191606949139461,Not P20 Female
Completed secondary education,P20,Female,2012,GAB,269.171898866088,82580.1538492296,0.00325952285530404,P20 Female
Completed secondary education,Not P20,Male,2013,GAB,174152.152697444,831109.708779515,0.209541713756644,Not P20 Male
Completed secondary education,P20,Male,2013,GAB,511.77188106355,84522.6130241682,0.00605485162789768,P20 Male
Completed secondary education,Not P20,Female,2013,GAB,151187.515817187,789289.814880838,0.191548798637433,Not P20 Female
Completed secondary education,P20,Female,2013,GAB,279.539054207851,85521.1880021486,0.00326865260806279,P20 Female
Completed secondary education,Not P20,Male,2014,GAB,180654.793108487,866549.947556861,0.208475914882717,Not P20 Male
Completed secondary education,P20,Male,2014,GAB,423.3822192754,82707.4935743757,0.00511903094844325,P20 Male
Completed secondary education,Not P20,Female,2014,GAB,156846.817000218,823977.495510643,0.190353277674186,Not P20 Female
Completed secondary education,P20,Female,2014,GAB,182.62101664173,82959.5296419068,0.0022013265676651,P20 Female
Completed secondary education,Not P20,Male,2015,GAB,186781.405335119,901807.419014677,0.207118949563753,Not P20 Male
Completed secondary education,P20,Male,2015,GAB,437.740535689366,79642.5377148774,0.0054963157660356,P20 Male
Completed secondary education,Not P20,Female,2015,GAB,162166.020605099,856871.324625094,0.189253643977468,Not P20 Female
Completed secondary education,P20,Female,2015,GAB,188.814310127861,80822.9883440492,0.00233614611382732,P20 Female
Completed secondary education,Not P20,Male,2016,GAB,192553.286656289,929674.890017824,0.207118949563753,Not P20 Male
Completed secondary education,P20,Male,2016,GAB,451.267505448113,82103.6353545613,0.0054963157660356,P20 Male
Completed secondary education,Not P20,Female,2016,GAB,167177.242271302,883350.189501264,0.189253643977469,Not P20 Female
Completed secondary education,P20,Female,2016,GAB,194.649011862979,83320.564031025,0.00233614611382732,P20 Female
Completed secondary education,Not P20,Male,2017,GAB,198014.742473005,956342.44738353,0.207054223113024,Not P20 Male
Completed secondary education,P20,Male,2017,GAB,464.066962602659,84133.5040810222,0.00551584018366517,P20 Male
Completed secondary education,Not P20,Female,2017,GAB,171918.948518336,908554.390665439,0.189222516873667,Not P20 Female
Completed secondary education,P20,Female,2017,GAB,200.169909462378,85534.3815431628,0.00234022747170232,P20 Female
Completed secondary education,Not P20,Male,2018,GAB,203236.642247048,981562.410036469,0.207054223113024,Not P20 Male
Completed secondary education,P20,Male,2018,GAB,476.304996684825,86352.211236173,0.00551584018366516,P20 Male
Completed secondary education,Not P20,Female,2018,GAB,176452.669125245,932720.866696529,0.189180574194933,Not P20 Female
Completed secondary education,P20,Female,2018,GAB,205.448643721946,87583.2866000903,0.00234575170329055,P20 Female
Completed secondary education,Not P20,Male,2000,GHA,3935080.42158986,14486150.1957285,0.27164432015555,Not P20 Male
Completed secondary education,P20,Male,2000,GHA,229421.155152422,5399320.81107849,0.0424907434064092,P20 Male
Completed secondary education,Not P20,Female,2000,GHA,3527927.45049976,13488149.1835065,0.261557564533299,Not P20 Female
Completed secondary education,P20,Female,2000,GHA,214337.751240759,4933669.70295762,0.0434438793323089,P20 Female
Completed secondary education,Not P20,Male,2001,GHA,4037511.76995339,14835791.155796,0.272146711122717,Not P20 Male
Completed secondary education,P20,Male,2001,GHA,235093.998862343,5555966.09517624,0.0423137929272921,P20 Male
Completed secondary education,Not P20,Female,2001,GHA,3615194.1038985,13769343.6113281,0.262553844681765,Not P20 Female
